ProductID,StockOnHand,ReorderLevel,Warehouse
PROD00869,873,478,WH-B
PROD00870,2004,94,WH-C
PROD00871,1862,103,WH-B
PROD00872,785,378,WH-C
PROD00873,2956,459,WH-C
PROD00874,4390,209, wh-a 
PROD00875,4352,474,WH-A
PROD00876,365,253,WH-A
PROD00877,3823,367,WH-C
PROD00878,4576,29, wh-a 
PROD00879,590,473,WH-A
PROD00880,4843,345,WH-A
PROD00881,4921,111,WH-A
PROD00882,3297,479,WH-B
PROD00883,4230,286, wh-a 
PROD00884,1982,63,WH-C
PROD00885,1950,403, wh-a 
PROD00886,3306,407,WH-B
PROD00887,2282,81,WH-B
PROD00888,1789,439, wh-a 
PROD00889,3758,69,WH-C
PROD00890,2954,122,WH-B
PROD00891,819,11,WH-A
PROD00892,4102,110, wh-a 
PROD00893,1777,386,WH-A
PROD00894,1163,253,WH-B
PROD00895,327,104,WH-C
PROD00896,4764,311,WH-A
PROD00897,1324,138,WH-B
PROD00898,1341,289,WH-C
PROD00899,6,201,WH-A
PROD00900,2238,85,WH-A
PROD00901,976,98,WH-A
PROD00902,3650,293, wh-a 
PROD00903,3474,193,WH-C
PROD00904,2096,499,WH-A
PROD00905,3592,455,WH-B
PROD00906,3390,444,WH-C
PROD00907,3146,37,WH-B
PROD00908,2263,332,WH-C
PROD00909,2923,173, wh-a 
PROD00910,3307,460,WH-A
PROD00911,3388,121,WH-C
PROD00912,3216,98,WH-A
PROD00913,2272,306,WH-A
PROD00914,907,275, wh-a 
PROD00915,4345,324, wh-a 
PROD00916,1587,213,WH-B
PROD00917,3920,387, wh-a 
PROD00918,574,495,WH-A
PROD00919,4024,62,WH-C
PROD00920,182,56,WH-A
PROD00921,4330,391, wh-a 
PROD00922,3703,352,WH-B
PROD00923,3464,335,WH-B
PROD00924,1020,302,WH-A
PROD00925,4002,155, wh-a 
PROD00926,1026,168,WH-B
PROD00927,1235,325,WH-A
PROD00928,447,396, wh-a 
PROD00929,1198,41,WH-B
PROD00930,2426,384, wh-a 
PROD00931,1393,434, wh-a 
PROD00932,4125,276,WH-B
PROD00933,736,490,WH-B
PROD00934,2865,119,WH-A
PROD00935,2818,273, wh-a 
PROD00936,1948,357, wh-a 
PROD00937,3806,150,WH-A
PROD00938,1508,492, wh-a 
PROD00939,2017,63,WH-A
PROD00940,1693,233,WH-B
PROD00941,1173,59,WH-C
PROD00942,2721,298,WH-A
PROD00943,4645,374,WH-C
PROD00944,4003,133, wh-a 
PROD00945,3498,79,WH-B
PROD00946,1207,33,WH-B
PROD00947,3346,127,WH-A
PROD00948,4669,324, wh-a 
PROD00949,1591,322, wh-a 
PROD00950,2765,385,WH-A
PROD00951,2278,445, wh-a 
PROD00952,1110,75,WH-A
PROD00953,2233,185,WH-B
PROD00954,1917,450,WH-B
PROD00955,4995,141,WH-C
PROD00956,3885,385,WH-A
PROD00957,111,107,WH-C
PROD00958,4335,110,WH-A
PROD00959,219,456, wh-a 
PROD00960,4928,37,WH-A
PROD00961,3126,467,WH-A
PROD00962,1828,80,WH-C
PROD00963,1032,394, wh-a 
PROD00964,4018,432,WH-B
PROD00965,3444,209,WH-A
PROD00966,4942,322,WH-C
PROD00967,3911,252,WH-A
PROD00968,3020,281,WH-B
PROD00969,2016,27,WH-A
PROD00970,1715,168,WH-C
PROD00971,4721,237,WH-B
PROD00972,1341,246,WH-B
PROD00973,2535,313, wh-a 
PROD00974,3810,108,WH-B
PROD00975,1648,409,WH-B
PROD00976,4661,29, wh-a 
PROD00977,2721,425, wh-a 
PROD00978,1863,439,WH-C
PROD00979,4207,478, wh-a 
PROD00980,237,80, wh-a 
PROD00981,4154,451,WH-A
PROD00982,395,78,WH-C
PROD00983,3734,183,WH-B
PROD00984,4328,50,WH-B
PROD00985,4744,221,WH-C
PROD00986,2858,492,WH-A
PROD00987,3878,463,WH-B
PROD00988,2508,472, wh-a 
PROD00989,4088,328,WH-C
PROD00990,398,272,WH-A
PROD00991,2286,105,WH-B
PROD00992,38,342,WH-A
PROD00993,681,268,WH-A
PROD00994,2407,323,WH-A
PROD00995,1300,157,WH-A
PROD00996,4629,28,WH-B
PROD00997,3083,239,WH-A
PROD00998,2005,337, wh-a 
PROD00999,3391,413, wh-a 
PROD01000,1002,82,WH-C
PROD01001,2010,182,WH-B
PROD01002,-4,449,WH-A
PROD01003,2981,316,WH-B
PROD01004,3839,116, wh-a 
PROD01005,3166,402, wh-a 
PROD01006,4117,185,WH-C
PROD01007,2919,475,WH-C
PROD01008,2184,20, wh-a 
PROD01009,4902,263,WH-C
PROD01010,3270,363,WH-C
PROD01011,4157,91,WH-A
PROD01012,1594,255,WH-A
PROD01013,4653,464,WH-C
PROD01014,1605,290,WH-C
PROD01015,-40,174,WH-A
PROD01016,3384,315,WH-A
PROD01017,1586,171,WH-B
PROD01018,4073,253, wh-a 
PROD01019,1155,237,WH-A
PROD01020,1475,347,WH-C
PROD01021,545,61,WH-C
PROD01022,3796,79,WH-A
PROD01023,3424,496,WH-A
PROD01024,4840,33, wh-a 
PROD01025,4094,250,WH-B
PROD01026,883,239,WH-B
PROD01027,3997,272,WH-A
PROD01028,1744,133,WH-A
PROD01029,1325,54,WH-A
PROD01030,511,207, wh-a 
PROD01031,4306,387,WH-B
PROD01032,2164,482,WH-B
PROD01033,326,117,WH-A
PROD01034,4865,364,WH-A
PROD01035,3715,113,WH-A
PROD01036,1949,178,WH-B
PROD01037,616,274, wh-a 
PROD01038,1297,244, wh-a 
PROD01039,3605,99, wh-a 
PROD01040,1656,85,WH-B
PROD01041,2494,394,WH-B
PROD01042,3271,136,WH-C
PROD01043,2254,425,WH-A
PROD01044,3124,328,WH-C
PROD01045,4946,333,WH-B
PROD01046,2310,426,WH-A
PROD01047,1317,103,WH-A
PROD01048,1086,127, wh-a 
PROD01049,3452,472,WH-B
PROD01050,4722,259,WH-A
PROD01051,4837,357,WH-B
PROD01052,3958,150,WH-C
PROD01053,2329,449, wh-a 
PROD01054,639,396,WH-A
PROD01055,1118,272,WH-C
PROD01056,4912,265,WH-A
PROD01057,3019,282,WH-A
PROD01058,521,421,WH-B
PROD01059,4911,420,WH-A
PROD01060,1204,67, wh-a 
PROD01061,4557,461,WH-B
PROD01062,3253,56,WH-B
PROD01063,4757,201,WH-C
PROD01064,967,60,WH-C
PROD01065,3133,303, wh-a 
PROD01066,3185,59,WH-C
PROD01067,2403,321, wh-a 
PROD01068,3579,193,WH-A
PROD01069,4513,465,WH-A
PROD01070,3799,23,WH-A
PROD01071,1328,111,WH-C
PROD01072,609,378,WH-B
PROD01073,961,288, wh-a 
PROD01074,4180,236,WH-B
PROD01075,2135,445,WH-C
PROD01076,1979,19, wh-a 
PROD01077,957,59,WH-C
PROD01078,4579,476,WH-A
PROD01079,3227,396,WH-A
PROD01080,982,171,WH-C
PROD01081,-28,200,WH-A
PROD01082,4458,142,WH-C
PROD01083,3366,103,WH-B
PROD01084,1194,429, wh-a 
PROD01085,3056,406,WH-C
PROD01086,4946,84,WH-A
PROD01087,2581,85,WH-C
PROD01088,730,399,WH-B
PROD01089,963,40,WH-B
PROD01090,72,455,WH-A
PROD01091,4847,390, wh-a 
PROD01092,2095,412,WH-C
PROD01093,1647,247,WH-B
PROD01094,4484,430,WH-A
PROD01095,591,325,WH-B
PROD01096,4206,274,WH-B
PROD01097,873,150,WH-B
PROD01098,2209,380,WH-C
PROD01099,583,291,WH-A
PROD01100,2133,281, wh-a 
PROD01101,2351,205, wh-a 
PROD01102,3080,19, wh-a 
PROD01103,1734,184, wh-a 
PROD01104,1308,302,WH-B
PROD01105,1127,142,WH-A
PROD01106,1625,114, wh-a 
PROD01107,2080,443, wh-a 
PROD01108,4964,164,WH-C
PROD01109,75,277,WH-B
PROD01110,3492,71,WH-C
PROD01111,2628,300, wh-a 
PROD01112,792,155, wh-a 
PROD01113,1991,35,WH-B
PROD01114,370,23,WH-A
PROD01115,3027,362,WH-C
PROD01116,2286,186,WH-B
PROD01117,2624,313,WH-C
PROD01118,891,88,WH-A
PROD01119,1599,322,WH-B
PROD01120,1534,59,WH-B
PROD01121,2122,352, wh-a 
PROD01122,1328,297,WH-B
PROD01123,4667,117,WH-C
PROD01124,3940,296,WH-B
PROD01125,4613,16, wh-a 
PROD01126,3270,106, wh-a 
PROD01127,302,281,WH-A
PROD01128,4885,300,WH-B
PROD01129,1654,190,WH-B
PROD01130,2253,488,WH-C
PROD01131,2671,128, wh-a 
PROD01132,778,264,WH-A
PROD01133,2692,247,WH-C
PROD01134,3396,114, wh-a 
PROD01135,4099,358, wh-a 
PROD01136,3984,111, wh-a 
PROD01137,1456,493,WH-A
PROD01138,3507,291,WH-B
PROD01139,4668,75,WH-B
PROD01140,442,46, wh-a 
PROD01141,3953,164,WH-C
PROD01142,3730,77, wh-a 
PROD01143,84,88,WH-B
PROD01144,3276,180,WH-C
PROD01145,-46,331, wh-a 
PROD01146,-42,74,WH-B
PROD01147,3681,428,WH-B
PROD01148,593,338,WH-C
PROD01149,740,343,WH-C
PROD01150,4896,95,WH-C
PROD01151,2739,347,WH-C
PROD01152,521,217,WH-A
PROD01153,1731,92,WH-A
PROD01154,3217,168, wh-a 
PROD01155,3878,178,WH-B
PROD01156,2379,430,WH-B
PROD01157,472,422,WH-B
PROD01158,1349,121,WH-B
PROD01159,2640,220,WH-B
PROD01160,4869,458,WH-B
PROD01161,284,25, wh-a 
PROD01162,2944,209,WH-B
PROD01163,3380,197,WH-B
PROD01164,4393,487,WH-A
PROD01165,3168,114,WH-A
PROD01166,2008,257,WH-B
PROD01167,4641,472,WH-B
PROD01168,1039,161,WH-A
PROD01169,789,490, wh-a 
PROD01170,2088,409,WH-A
PROD01171,2411,393, wh-a 
PROD01172,2498,265, wh-a 
PROD01173,3292,279,WH-A
PROD01174,4853,388,WH-B
PROD01175,2548,153,WH-A
PROD01176,4095,301,WH-B
PROD01177,4702,452,WH-B
PROD01178,2862,304,WH-A
PROD01179,79,166,WH-C
PROD01180,3646,210,WH-C
PROD01181,4111,165,WH-A
PROD01182,4216,287,WH-B
PROD01183,2497,79,WH-C
PROD01184,50,252,WH-C
PROD01185,445,169,WH-B
PROD01186,673,148,WH-B
PROD01187,2400,455,WH-B
PROD01188,2675,282,WH-A
PROD01189,609,21,WH-C
PROD01190,1526,332,WH-B
PROD01191,1571,314, wh-a 
PROD01192,2016,290,WH-A
PROD01193,1293,259, wh-a 
PROD01194,1249,426,WH-B
PROD01195,3278,291, wh-a 
PROD01196,105,170,WH-C
PROD01197,2082,20,WH-B
PROD01198,551,217, wh-a 
PROD01199,3436,114,WH-C
PROD01200,1500,396,WH-B
PROD01201,1418,177, wh-a 
PROD01202,2142,383, wh-a 
PROD01203,1658,145,WH-A
PROD01204,504,135,WH-B
PROD01205,3735,214,WH-C
PROD01206,1206,429, wh-a 
PROD01207,1287,173,WH-C
PROD01208,608,392,WH-C
PROD01209,4413,126,WH-C
PROD01210,3763,454,WH-C
PROD01211,2626,278,WH-C
PROD01212,3232,476,WH-C
PROD01213,4133,270,WH-A
PROD01214,1799,395,WH-B
PROD01215,-10,208, wh-a 
PROD01216,2023,285,WH-A
PROD01217,2748,20,WH-C
PROD01218,1570,385,WH-C
PROD01219,4677,145,WH-B
PROD01220,4044,366,WH-C
PROD01221,2748,446,WH-C
PROD01222,2194,11,WH-A
PROD01223,4380,347,WH-B
PROD01224,179,213,WH-A
PROD01225,4814,479,WH-A
PROD01226,1893,83,WH-C
PROD01227,3798,239, wh-a 
PROD01228,4523,61,WH-A
PROD01229,3315,124,WH-A
PROD01230,3318,467,WH-B
PROD01231,3484,111,WH-A
PROD01232,4834,350, wh-a 
PROD01233,1974,108,WH-A
PROD01234,1282,216,WH-C
PROD01235,1694,338, wh-a 
PROD01236,219,145,WH-B
PROD01237,2485,282, wh-a 
PROD01238,1084,482,WH-A
PROD01239,825,41,WH-C
PROD01240,1358,125,WH-B
PROD01241,1101,433,WH-A
PROD01242,1901,156,WH-C
PROD01243,4989,168, wh-a 
PROD01244,1955,210,WH-A
PROD01245,328,74,WH-A
PROD01246,2302,79,WH-B
PROD01247,251,184, wh-a 
PROD01248,4782,406, wh-a 
PROD01249,2666,267,WH-B
PROD01250,2421,77,WH-C
PROD01251,4147,151,WH-A
PROD01252,4110,205,WH-C
PROD01253,3860,75,WH-B
PROD01254,2627,147,WH-B
PROD01255,3183,444,WH-A
PROD01256,323,167, wh-a 
PROD01257,1454,28,WH-B
PROD01258,2390,487,WH-C
PROD01259,3105,95,WH-B
PROD01260,1074,399, wh-a 
PROD01261,563,344,WH-B
PROD01262,4787,348, wh-a 
PROD01263,3600,273, wh-a 
PROD01264,1891,352,WH-C
PROD01265,3981,285, wh-a 
PROD01266,83,496,WH-C
PROD01267,3817,265,WH-B
PROD01268,698,151,WH-B
PROD01269,3821,203,WH-B
PROD01270,81,204,WH-B
PROD01271,3187,216,WH-C
PROD01272,2767,359, wh-a 
PROD01273,2966,47, wh-a 
PROD01274,4508,28,WH-A
PROD01275,1185,110,WH-A
PROD01276,4614,160,WH-B
PROD01277,4205,245,WH-C
PROD01278,128,438,WH-A
PROD01279,4053,210,WH-C
PROD01280,3990,368,WH-C
PROD01281,2504,46, wh-a 
PROD01282,1889,451,WH-C
PROD01283,4221,70,WH-B
PROD01284,3198,372,WH-A
PROD01285,78,344,WH-A
PROD01286,4155,388, wh-a 
PROD01287,2038,353,WH-B
PROD01288,339,334,WH-B
PROD01289,27,188,WH-B
PROD01290,4513,106,WH-C
PROD01291,3143,236,WH-B
PROD01292,3630,154,WH-B
PROD01293,114,369,WH-A
PROD01294,296,37,WH-A
PROD01295,718,460,WH-A
PROD01296,2493,12,WH-A
PROD01297,4246,90, wh-a 
PROD01298,1785,75, wh-a 
PROD01299,3935,447,WH-C
PROD01300,4512,457,WH-A
PROD01301,4952,153, wh-a 
PROD01302,1315,335,WH-C
PROD01303,3457,24,WH-A
PROD01304,2850,398,WH-C
PROD01305,1928,229,WH-B
PROD01306,4629,227,WH-B
PROD01307,2353,22, wh-a 
PROD01308,2091,111,WH-C
PROD01309,842,210,WH-A
PROD01310,4512,462,WH-C
PROD01311,2880,389,WH-C
PROD01312,4741,195, wh-a 
PROD01313,3221,144,WH-A
PROD01314,4210,436, wh-a 
PROD01315,3679,312, wh-a 
PROD01316,4429,460,WH-A
PROD01317,995,297,WH-A
PROD01318,4358,487,WH-A
PROD01319,1264,305,WH-A
PROD01320,4485,321, wh-a 
PROD01321,316,380,WH-A
PROD01322,1736,224,WH-A
PROD01323,2636,277, wh-a 
PROD01324,2792,327,WH-C
PROD01325,2215,473,WH-A
PROD01326,466,80, wh-a 
PROD01327,291,470, wh-a 
PROD01328,1605,159,WH-C
PROD01329,4584,285, wh-a 
PROD01330,277,132,WH-B
PROD01331,3923,270, wh-a 
PROD01332,173,114,WH-C
PROD01333,4393,301, wh-a 
PROD01334,907,162,WH-C
PROD01335,1249,65,WH-A
PROD01336,4260,34, wh-a 
PROD01337,2831,443,WH-C
PROD01338,2012,431,WH-C
PROD01339,3675,21,WH-A
PROD01340,4986,414, wh-a 
PROD01341,4986,451,WH-A
PROD01342,1248,16,WH-C
PROD01343,1097,173, wh-a 
PROD01344,1315,482,WH-C
PROD01345,1086,130,WH-B
PROD01346,1843,335,WH-B
PROD01347,2933,28,WH-C
PROD01348,3490,110,WH-C
PROD01349,208,396, wh-a 
PROD01350,10,427,WH-A
PROD01351,990,186,WH-C
PROD01352,2438,399,WH-A
PROD01353,4605,251,WH-C
PROD01354,1487,17, wh-a 
PROD01355,4206,22,WH-A
PROD01356,1408,472,WH-C
PROD01357,1036,65,WH-B
PROD01358,421,129,WH-C
PROD01359,4198,41,WH-B
PROD01360,743,296,WH-A
PROD01361,3967,46,WH-A
PROD01362,2721,442,WH-A
PROD01363,362,11,WH-B
PROD01364,1142,102, wh-a 
PROD01365,208,361,WH-B
PROD01366,4366,411, wh-a 
PROD01367,872,78,WH-A
PROD01368,2938,401,WH-A
PROD01369,585,241,WH-C
PROD01370,3794,23,WH-C
PROD01371,4520,85, wh-a 
PROD01372,472,493, wh-a 
PROD01373,1853,450,WH-B
PROD01374,906,278,WH-A
PROD01375,1133,378, wh-a 
PROD01376,4324,255,WH-A
PROD01377,4756,126, wh-a 
PROD01378,77,395,WH-A
PROD01379,2285,27,WH-B
PROD01380,3857,17,WH-C
PROD01381,3940,385, wh-a 
PROD01382,1726,166,WH-B
PROD01383,3590,202,WH-C
PROD01384,4463,234,WH-A
PROD01385,2139,81,WH-C
PROD01386,4245,250,WH-B
PROD01387,4927,286, wh-a 
PROD01388,2970,475,WH-B
PROD01389,2242,355, wh-a 
PROD01390,1742,37, wh-a 
PROD01391,4066,228,WH-B
PROD01392,4108,158,WH-C
PROD01393,409,381, wh-a 
PROD01394,2950,84,WH-C
PROD01395,933,430,WH-C
PROD01396,3764,308,WH-A
PROD01397,4503,322, wh-a 
PROD01398,4006,122,WH-B
PROD01399,4518,15,WH-C
PROD01400,234,93,WH-A
PROD01401,1515,356,WH-B
PROD01402,3409,353,WH-C
PROD01403,3231,205, wh-a 
PROD01404,2761,207,WH-A
PROD01405,4808,352,WH-A
PROD01406,4860,176,WH-C
PROD01407,4041,112,WH-B
PROD01408,3724,87,WH-C
PROD01409,4057,193,WH-C
PROD01410,3104,50, wh-a 
PROD01411,346,446,WH-B
PROD01412,3728,80,WH-C
PROD01413,302,485,WH-C
PROD01414,1450,43,WH-A
PROD01415,594,38,WH-B
PROD01416,2805,162,WH-A
PROD01417,3776,43,WH-B
PROD01418,2306,171,WH-B
PROD01419,2296,81,WH-B
PROD01420,3774,337, wh-a 
PROD01421,1907,324, wh-a 
PROD01422,997,233,WH-A
PROD01423,1185,306,WH-A
PROD01424,3714,263,WH-A
PROD01425,662,124,WH-C
PROD01426,4912,187, wh-a 
PROD01427,289,415,WH-A
PROD01428,2313,310,WH-B
PROD01429,2344,67,WH-C
PROD01430,4061,328,WH-A
PROD01431,3878,156, wh-a 
PROD01432,4396,227,WH-C
PROD01433,3086,389,WH-B
PROD01434,1521,35, wh-a 
PROD01435,3859,306,WH-B
PROD01436,2772,138,WH-A
PROD01437,1402,397,WH-C
PROD01438,1164,244,WH-C
PROD01439,4300,96,WH-A
PROD01440,1814,21,WH-B
PROD01441,2809,490,WH-C
PROD01442,2571,143,WH-C
PROD01443,1902,53,WH-B
PROD01444,2934,25,WH-C
PROD01445,92,173,WH-C
PROD01446,484,432, wh-a 
PROD01447,340,184,WH-A
PROD01448,4886,147,WH-B
PROD01449,1274,493,WH-B
PROD01450,1185,107, wh-a 
PROD01451,1132,293,WH-A
PROD01452,2683,184,WH-C
PROD01453,4456,118,WH-B
PROD01454,3497,411,WH-B
PROD01455,2309,325,WH-A
PROD01456,10,40, wh-a 
PROD01457,2972,258,WH-A
PROD01458,680,194,WH-A
PROD01459,236,387,WH-B
PROD01460,1234,147,WH-C
PROD01461,2336,357,WH-A
PROD01462,1589,137,WH-A
PROD01463,2300,38,WH-A
PROD01464,1363,423,WH-B
PROD01465,4409,223,WH-B
PROD01466,2013,317,WH-C
PROD01467,1399,457,WH-C
PROD01468,58,332, wh-a 
PROD01469,4331,358, wh-a 
PROD01470,4962,246,WH-B
PROD01471,2232,228,WH-A
PROD01472,2596,87,WH-B
PROD01473,560,16,WH-B
PROD01474,755,59,WH-C
PROD01475,3769,25,WH-B
PROD01476,2050,182, wh-a 
PROD01477,4278,92, wh-a 
PROD01478,3137,363,WH-C
PROD01479,2125,407,WH-C
PROD01480,1770,144, wh-a 
PROD01481,3834,409,WH-C
PROD01482,185,71,WH-C
PROD01483,3854,400, wh-a 
PROD01484,1498,182,WH-C
PROD01485,153,434, wh-a 
PROD01486,-14,61,WH-B
PROD01487,681,385, wh-a 
PROD01488,374,270,WH-A
PROD01489,2385,219, wh-a 
PROD01490,7,238,WH-B
PROD01491,3030,407,WH-A
PROD01492,1067,455, wh-a 
PROD01493,1598,158, wh-a 
PROD01494,2020,77,WH-A
PROD01495,767,295,WH-C
PROD01496,913,24,WH-A
PROD01497,3503,467,WH-B
PROD01498,3086,148,WH-B
PROD01499,1515,211,WH-C
PROD01500,4326,190, wh-a 
PROD01501,1553,225,WH-B
PROD01502,2999,105, wh-a 
PROD01503,175,189, wh-a 
PROD01504,3040,292, wh-a 
PROD01505,2608,308,WH-B
PROD01506,2404,125, wh-a 
PROD01507,3,431,WH-C
PROD01508,649,17,WH-B
PROD01509,4624,326,WH-A
PROD01510,261,237,WH-C
PROD01511,4660,28,WH-B
PROD01512,982,155,WH-C
PROD01513,423,476,WH-A
PROD01514,1970,193,WH-C
PROD01515,3303,110, wh-a 
PROD01516,4858,386,WH-B
PROD01517,3126,127, wh-a 
PROD01518,4655,234,WH-A
PROD01519,1692,221, wh-a 
PROD01520,1235,204,WH-C
PROD01521,152,171,WH-A
PROD01522,3870,294,WH-C
PROD01523,3569,127,WH-C
PROD01524,1918,394,WH-B
PROD01525,3088,339,WH-B
PROD01526,2463,248, wh-a 
PROD01527,1345,219, wh-a 
PROD01528,4802,308,WH-B
PROD01529,2187,202, wh-a 
PROD01530,3015,103,WH-A
PROD01531,1034,13,WH-B
PROD01532,4666,133,WH-B
PROD01533,3919,248,WH-B
PROD01534,2356,234, wh-a 
PROD01535,3523,434, wh-a 
PROD01536,1396,463, wh-a 
PROD01537,462,325,WH-C
PROD01538,233,101,WH-A
PROD01539,1303,144,WH-B
PROD01540,1446,347,WH-C
PROD01541,2815,314,WH-C
PROD01542,1636,60,WH-B
PROD01543,1505,139,WH-B
PROD01544,887,102,WH-A
PROD01545,3917,313,WH-B
PROD01546,2695,293,WH-A
PROD01547,349,135,WH-A
PROD01548,535,136, wh-a 
PROD01549,4729,347,WH-B
PROD01550,808,451, wh-a 
PROD01551,529,203,WH-A
PROD01552,352,411,WH-B
PROD01553,1988,280,WH-C
PROD01554,1342,210,WH-C
PROD01555,4480,456,WH-A
PROD01556,306,115, wh-a 
PROD01557,4586,251,WH-C
PROD01558,727,123,WH-C
PROD01559,3160,323,WH-C
PROD01560,2792,114,WH-C
PROD01561,4151,28,WH-A
PROD01562,4659,408,WH-B
PROD01563,3173,203,WH-C
PROD01564,4926,480,WH-C
PROD01565,1527,333,WH-A
PROD01566,4364,410,WH-B
PROD01567,3407,339,WH-B
PROD01568,454,13, wh-a 
PROD01569,274,240,WH-C
PROD01570,887,481,WH-A
PROD01571,2048,148,WH-C
PROD01572,437,414,WH-C
PROD01573,2773,74,WH-A
PROD01574,1513,181, wh-a 
PROD01575,4334,388,WH-B
PROD01576,3861,283,WH-C
PROD01577,3760,490,WH-A
PROD01578,2260,467,WH-C
PROD01579,2428,464,WH-B
PROD01580,2532,15,WH-C
PROD01581,755,268,WH-B
PROD01582,2338,51,WH-B
PROD01583,3042,258,WH-B
PROD01584,147,313, wh-a 
PROD01585,4936,494,WH-C
PROD01586,3177,106,WH-A
PROD01587,4701,377,WH-B
PROD01588,2045,130,WH-A
PROD01589,1624,167,WH-C
PROD01590,3254,320, wh-a 
PROD01591,2871,156,WH-B
PROD01592,3117,191,WH-B
PROD01593,2135,233,WH-C
PROD01594,197,254,WH-B
PROD01595,4994,456,WH-C
PROD01596,208,363,WH-C
PROD01597,1160,314, wh-a 
PROD01598,833,321, wh-a 
PROD01599,2383,316, wh-a 
PROD01600,1224,299,WH-A
PROD01601,2469,393,WH-A
PROD01602,4131,231,WH-C
PROD01603,3205,101, wh-a 
PROD01604,835,221,WH-A
PROD01605,3272,143,WH-B
PROD01606,2367,310, wh-a 
PROD01607,2952,298, wh-a 
PROD01608,1290,178,WH-B
PROD01609,4035,246,WH-B
PROD01610,1522,460,WH-A
PROD01611,4665,182,WH-A
PROD01612,699,369,WH-A
PROD01613,4168,104, wh-a 
PROD01614,1630,395, wh-a 
PROD01615,2123,308, wh-a 
PROD01616,2608,382,WH-B
PROD01617,3930,336,WH-C
PROD01618,3117,253,WH-B
PROD01619,-19,203,WH-C
PROD01620,4043,290,WH-C
PROD01621,819,411,WH-B
PROD01622,1404,446,WH-B
PROD01623,3500,300,WH-A
PROD01624,2822,326,WH-B
PROD01625,955,184,WH-C
PROD01626,2526,350,WH-B
PROD01627,1663,204, wh-a 
PROD01628,4792,388,WH-B
PROD01629,3505,172,WH-C
PROD01630,4134,121,WH-C
PROD01631,2397,262,WH-C
PROD01632,127,394,WH-B
PROD01633,4068,77,WH-C
PROD01634,3660,101,WH-C
PROD01635,2922,453,WH-B
PROD01636,1116,306,WH-C
PROD01637,1667,460,WH-C
PROD01638,2956,119,WH-C
PROD01639,2028,122,WH-B
PROD01640,1957,296, wh-a 
PROD01641,1416,218, wh-a 
PROD01642,1881,163,WH-B
PROD01643,824,326,WH-B
PROD01644,2330,203,WH-B
PROD01645,2829,32,WH-B
PROD01646,2909,312,WH-B
PROD01647,394,247, wh-a 
PROD01648,3529,236,WH-C
PROD01649,300,250, wh-a 
PROD01650,558,199, wh-a 
PROD01651,2747,419,WH-B
PROD01652,4313,479,WH-A
PROD01653,3484,195, wh-a 
PROD01654,602,350,WH-A
PROD01655,4003,77,WH-B
PROD01656,2231,398,WH-A
PROD01657,2866,472,WH-B
PROD01658,4281,87,WH-C
PROD01659,4426,409,WH-C
PROD01660,4808,493,WH-A
PROD01661,3152,374, wh-a 
PROD01662,2804,307,WH-C
PROD01663,110,415,WH-C
PROD01664,631,287,WH-A
PROD01665,83,136, wh-a 
PROD01666,4072,115,WH-C
PROD01667,3641,141, wh-a 
PROD01668,1772,143, wh-a 
PROD01669,579,207,WH-C
PROD01670,1553,13, wh-a 
PROD01671,2886,226,WH-C
PROD01672,4373,58,WH-C
PROD01673,2762,400,WH-C
PROD01674,4968,46,WH-A
PROD01675,1974,298,WH-C
PROD01676,3229,471, wh-a 
PROD01677,2692,135,WH-C
PROD01678,3294,40,WH-C
PROD01679,4164,16,WH-C
PROD01680,590,277, wh-a 
PROD01681,383,346,WH-B
PROD01682,1862,202, wh-a 
PROD01683,4621,327, wh-a 
PROD01684,2021,72, wh-a 
PROD01685,2412,240, wh-a 
PROD01686,2913,238,WH-A
PROD01687,2660,406,WH-A
PROD01688,4192,144,WH-A
PROD01689,2610,122,WH-B
PROD01690,1395,269,WH-C
PROD01691,3024,275,WH-B
PROD01692,532,370,WH-C
PROD01693,3698,209, wh-a 
PROD01694,2759,40,WH-A
PROD01695,2740,99,WH-A
PROD01696,2822,481,WH-B
PROD01697,4756,437,WH-B
PROD01698,4702,274,WH-A
PROD01699,4502,213,WH-B
PROD01700,4757,269,WH-A
PROD01701,3526,67,WH-C
PROD01702,2454,31,WH-C
PROD01703,3985,482,WH-C
PROD01704,2682,341,WH-A
PROD01705,841,68, wh-a 
PROD01706,4812,441,WH-A
PROD01707,310,72,WH-A
PROD01708,4150,133,WH-C
PROD01709,1354,278, wh-a 
PROD01710,341,431,WH-B
PROD01711,1732,96, wh-a 
PROD01712,3097,220,WH-A
PROD01713,2029,406,WH-B
PROD01714,1690,256, wh-a 
PROD01715,2091,471,WH-B
PROD01716,3056,223,WH-B
PROD01717,805,480,WH-C
PROD01718,4732,289,WH-C
PROD01719,4570,408,WH-C
PROD01720,4948,177,WH-C
PROD01721,3430,85,WH-C
PROD01722,4174,73,WH-A
PROD01723,2710,85,WH-B
PROD01724,444,59,WH-C
PROD01725,3581,268,WH-A
PROD01726,2621,454,WH-B
PROD01727,4021,107,WH-C
PROD01728,2828,87,WH-B
PROD01729,3318,155, wh-a 
PROD01730,2660,402,WH-B
PROD01731,2891,415,WH-A
PROD01732,3551,432,WH-A
PROD01733,4750,187,WH-A
PROD01734,3208,294, wh-a 
PROD01735,2008,461,WH-B
PROD01736,2489,100,WH-C
PROD01737,2377,157,WH-B
PROD01738,3119,149,WH-C
PROD01739,1519,225, wh-a 
