PurchaseID,PurchaseDate,SupplierID,ProductID,Quantity,UnitCost,PurchaseAmount
P009886,2025-05-22,SUP0864,PROD03503,33,34751.46,1146798.18
P009887,2024-03-17,SUP0828,PROD00405,98,13697.57,1342361.86
P009888,2024-09-01,SUP0796,PROD03879,19,12272.62,233179.78
P009889,2023-05-11,SUP0401,PROD00181,11,83850.89,922359.79
P009890,2025-02-08,SUP0133,PROD00262,48,87428.68,4196576.64
P009891,2023-05-31,SUP0248,PROD01939,38,60661.76,2305146.88
P009892,2023-04-13,SUP0641,PROD03824,77,22837.56,1758492.12
P009893,2023-11-21,SUP0528,PROD01464,12,83115.47,997385.64
P009894,2024-07-24,SUP0856,PROD00907,33,39291.02,1296603.66
P009895,2024-01-04,SUP0970,PROD01838,98,31236.72,3061198.56
P009896,2023-08-09,SUP0463,PROD01418,43,15072.29,648108.47
P009897,2025-07-05,SUP0381,PROD01315,95,59302.1,5633699.5
P009898,2024-12-15,SUP0316,PROD04707,67,68506.79,4589954.93
P009899,2024-12-23,SUP0071,PROD03598,79,74609.67,5894163.93
P009900,2025-07-06,SUP0592,PROD00155,32,22614.08,723650.56
P009901,2025-09-15,SUP0731,PROD03086,55,8855.28,487040.4
P009902,2024-09-21,SUP0131,PROD02038,44,65219.43,2869654.92
P009903,2024-04-03,SUP0910,PROD03915,75,3709.84,278238.0
P009904,2023-01-09,SUP0161,PROD02989,52,78577.36,4086022.72
P009905,2023-01-08,SUP0785,PROD04984,21,85647.66,1798600.86
P009906,2023-02-26,SUP0849,PROD00649,80,58797.3,4703784.0
P009907,2024-03-06,SUP0999,PROD00280,53,20199.68,1070583.04
P009908,2025-03-26,SUP0155,PROD01938,17,93300.36,1586106.12
P009909,2024-01-07,SUP0293,PROD01319,88,93528.43,8230501.84
P009910,2023-05-22,SUP0382,PROD00550,12,59529.51,714354.12
P009911,2024-02-09,SUP0780,PROD02889,81,5034.91,407827.71
P009912,2024-11-14,SUP0794,PROD00639,51,64584.49,3293808.99
P009913,2025-09-04,SUP0006,PROD02908,73,48112.7,3512227.1
P009914,2024-05-24,SUP0968,PROD03179,24,62357.26,1496574.24
P009915,2024-02-02,SUP0343,PROD00178,90,77657.11,6989139.9
P009916,2025-03-28,SUP0599,PROD03678,98,5482.7,537304.6
P009917,2025-05-01,SUP0039,PROD04253,13,73473.92,955160.96
P009918,2024-01-26,SUP0729,PROD00027,51,95978.6,4894908.6
P009919,2023-09-26,SUP0114,PROD03725,92,85112.58,7830357.36
P009920,2025-02-04,SUP0359,PROD03845,85,45614.15,3877202.75
P009921,2024-08-05,SUP0325,PROD02707,26,76892.94,1999216.44
P009922,2024-03-18,SUP0977,PROD01868,25,84645.94,2116148.5
P009923,2023-06-16,SUP0555,PROD01965,80,14473.58,1157886.4
P009924,2023-01-23,SUP0520,PROD03433,68,40681.33,2766330.44
P009925,2023-03-05,SUP0990,PROD04672,96,78855.42,7570120.32
P009926,2023-10-29,SUP0123,PROD04180,15,22717.15,340757.25
P009927,2024-02-02,SUP0317,PROD00617,87,12849.44,1117901.28
P009928,2024-07-04,SUP0596,PROD03761,95,53672.25,5098863.75
P009929,2024-07-24,SUP0658,PROD04718,37,60105.86,2223916.82
P009930,2024-04-05,SUP0184,PROD04656,78,440.59,34366.02
P009931,2025-10-16,SUP0623,PROD02653,79,61050.39,4822980.81
P009932,2024-06-08,SUP0663,PROD00951,40,76931.41,3077256.4
P009933,2023-05-02,SUP0243,PROD03774,20,57257.52,1145150.4
P009934,2025-02-21,SUP0659,PROD01904,20,5264.82,105296.4
P009935,2023-04-01,SUP0530,PROD00332,37,22749.24,841721.88
P009936,2025-10-09,SUP0416,PROD04713,25,37739.08,943477.0
P009937,2023-06-25,SUP0090,PROD01331,17,56614.59,962448.03
P009938,2024-10-28,SUP0524,PROD03756,34,15078.94,512683.96
P009939,2025-06-18,SUP0616,PROD00242,62,27549.85,1708090.7
P009940,2024-01-10,SUP0151,PROD04700,48,55387.49,2658599.52
P009941,2025-06-30,SUP0549,PROD03389,18,89377.24,1608790.32
P009942,2024-06-08,SUP0735,PROD04746,20,64053.57,1281071.4
P009943,2024-07-08,SUP0203,PROD03092,72,75236.89,5417056.08
P009944,2023-03-14,SUP0345,PROD02265,83,65028.6,5397373.8
P009945,2025-11-17,SUP0079,PROD03780,74,26121.15,1932965.1
P009946,2025-12-25,SUP0852,PROD03197,98,99575.16,9758365.68
P009947,2025-12-30,SUP0523,PROD02744,24,71966.97,1727207.28
P009948,2024-09-23,SUP0953,PROD04015,43,85367.51,3670802.93
P009949,2025-03-14,SUP0771,PROD04878,85,52182.88,4435544.8
P009950,2025-06-01,SUP0267,PROD01814,44,17872.42,786386.48
P009951,2023-08-11,SUP0098,PROD03006,58,97749.23,5669455.34
P009952,2024-10-02,SUP0058,PROD00523,87,3329.78,289690.86
P009953,2023-12-20,SUP0071,PROD04477,25,65858.95,1646473.75
P009954,2025-01-20,SUP0572,PROD03519,21,82185.96,1725905.16
P009955,2023-10-27,SUP0963,PROD03855,76,71207.79,5411792.04
P009956,2023-12-26,SUP0714,PROD01781,63,75608.75,4763351.25
P009957,2025-01-19,SUP0002,PROD04386,68,19965.2,1357633.6
P009958,2025-04-14,SUP0172,PROD01775,89,64843.65,5771084.85
P009959,2025-02-26,SUP0924,PROD00541,83,89624.94,7438870.02
P009960,2024-08-26,SUP0449,PROD02696,32,38424.6,1229587.2
P009961,2025-10-16,SUP0532,PROD02122,65,9753.64,633986.6
P009962,2023-05-28,SUP0189,PROD00600,42,99913.21,4196354.82
P009963,2023-03-22,SUP0047,PROD02561,20,75676.82,1513536.4
P009964,2023-07-29,SUP0572,PROD03164,65,47727.04,3102257.6
P009965,2025-08-31,SUP0740,PROD01349,52,91674.86,4767092.72
P009966,2024-11-30,SUP0400,PROD01983,45,43967.61,1978542.45
P009967,2023-01-19,SUP0662,PROD00058,12,62479.12,749749.44
P009968,2024-06-30,SUP0395,PROD01072,20,67449.92,1348998.4
P009969,2023-03-12,SUP0676,PROD00458,72,90926.93,6546738.96
P009970,2024-06-15,SUP0486,PROD02247,67,8643.01,579081.67
P009971,2024-04-29,SUP0158,PROD00278,85,11879.27,1009737.95
P009972,2025-04-29,SUP0766,PROD03485,18,11874.1,213733.8
P009973,2024-12-24,SUP0126,PROD04727,26,8772.05,228073.3
P009974,2024-10-08,SUP0124,PROD03765,15,13150.27,197254.05
P009975,2024-05-10,SUP0309,PROD02025,37,34920.65,1292064.05
P009976,2025-09-09,SUP0596,PROD00042,27,78990.39,2132740.53
P009977,2025-12-29,SUP0842,PROD00280,78,20199.68,1575575.04
P009978,2023-07-22,SUP0513,PROD04457,37,64774.87,2396670.19
P009979,2024-11-30,SUP0486,PROD04545,54,59664.41,3221878.14
P009980,2024-01-04,SUP0013,PROD00602,34,7505.21,255177.14
P009981,2023-09-05,SUP0091,PROD02375,96,28859.17,2770480.32
P009982,2025-04-19,SUP0546,PROD02173,91,34039.29,3097575.39
P009983,2025-04-17,SUP0705,PROD00232,17,15942.23,271017.91
P009984,2025-04-03,SUP0500,PROD04752,84,54693.63,4594264.92
P009985,2023-07-12,SUP0685,PROD03718,34,12735.81,433017.54
P009986,2023-07-12,SUP0321,PROD03293,96,92552.41,8885031.36
P009987,2025-06-17,SUP0920,PROD04241,15,25624.26,384363.9
P009988,2024-10-28,SUP0059,PROD04418,24,49912.55,1197901.2
P009989,2023-11-17,SUP0485,PROD04112,70,43133.85,3019369.5
P009990,2024-12-17,SUP0175,PROD02849,11,65537.64,720914.04
P009991,2023-02-11,SUP0189,PROD00080,28,30506.03,854168.84
P009992,2025-07-14,SUP0215,PROD02050,74,3087.16,228449.84
P009993,2023-06-08,SUP0596,PROD03407,38,93208.08,3541907.04
P009994,2024-12-02,SUP0268,PROD01234,35,90181.88,3156365.8
P009995,2025-06-22,SUP0252,PROD03255,51,70980.35,3619997.85
P009996,2023-06-17,SUP0949,PROD04819,97,1337.55,129742.35
P009997,2025-01-22,SUP0763,PROD00052,13,85407.96,1110303.48
P009998,2024-02-29,SUP0863,PROD01442,36,75064.74,2702330.64
P009999,2023-09-06,SUP0697,PROD01719,50,83980.58,4199029.0
P010000,2023-07-07,SUP0771,PROD01711,66,36354.78,2399415.48
P010001,2024-08-11,SUP0645,PROD02304,27,2875.0,77625.0
P010002,2025-11-03,SUP0184,PROD00776,85,37345.49,3174366.65
P010003,2024-01-20,SUP0390,PROD04991,96,59449.49,5707151.04
P010004,2023-08-03,SUP0009,PROD03736,98,93447.23,9157828.54
P010005,2024-06-07,SUP0022,PROD03699,83,39396.62,3269919.46
P010006,2023-12-20,SUP0829,PROD02156,94,48475.33,4556681.02
P010007,2023-01-27,SUP0570,PROD00182,35,38083.62,1332926.7
P010008,2023-04-21,SUP0796,PROD01452,17,30578.29,519830.93
P010009,2023-03-05,SUP0168,PROD02629,72,99815.27,7186699.44
P010010,2024-06-14,SUP0827,PROD01703,29,74748.29,2167700.41
P010011,2025-02-07,SUP0527,PROD02401,89,1165.0,103685.0
P010012,2024-12-10,SUP0414,PROD04170,38,45438.49,1726662.62
P010013,2024-07-10,SUP0676,PROD03725,52,85112.58,4425854.16
P010014,2023-05-13,SUP0340,PROD01530,54,86883.71,4691720.34
P010015,2023-11-29,SUP0627,PROD03766,10,5525.72,55257.2
P010016,2025-06-10,SUP0799,PROD02180,89,2711.22,241298.58
P010017,2023-03-22,SUP0173,PROD01333,28,76836.68,2151427.04
P010018,2025-11-16,SUP0664,PROD01487,13,12354.19,160604.47
P010019,2023-07-01,SUP0220,PROD01022,52,22180.59,1153390.68
P010020,2023-10-14,SUP0420,PROD03184,54,40681.08,2196778.32
P010021,2023-04-28,SUP0711,PROD02782,63,65252.07,4110880.41
P010022,2023-09-08,SUP0785,PROD04895,38,4287.54,162926.52
P010023,2025-10-16,SUP0008,PROD01650,97,42904.11,4161698.67
P010024,2023-12-03,SUP0672,PROD03347,94,369.84,34764.96
P010025,2023-10-28,SUP0510,PROD01852,73,32245.11,2353893.03
P010026,2023-09-20,SUP0512,PROD03490,65,17149.29,1114703.85
P010027,2024-05-06,SUP0148,PROD02354,89,45673.13,4064908.57
P010028,2024-10-29,SUP0871,PROD04141,59,17505.49,1032823.91
P010029,2023-11-07,SUP0766,PROD00022,83,80631.52,6692416.16
P010030,2023-06-17,SUP0676,PROD02696,58,38424.6,2228626.8
P010031,2025-08-06,SUP0536,PROD00801,66,1188.82,78462.12
P010032,2023-05-11,SUP0743,PROD04474,70,89583.81,6270866.7
P010033,2025-05-26,SUP0182,PROD04305,26,96530.14,2509783.64
P010034,2024-01-11,SUP0984,PROD03831,11,9389.01,103279.11
P010035,2024-03-20,SUP0355,PROD03845,22,45614.15,1003511.3
P010036,2023-09-22,SUP0943,PROD03858,91,19952.76,1815701.16
P010037,2024-01-15,SUP0879,PROD01317,69,83979.95,5794616.55
P010038,2025-01-08,SUP0292,PROD02661,72,17433.12,1255184.64
P010039,2025-02-04,SUP0637,PROD01672,74,90316.22,6683400.28
P010040,2024-08-20,SUP0871,PROD03321,13,90038.35,1170498.55
P010041,2024-09-27,SUP0103,PROD00129,72,26390.46,1900113.12
P010042,2023-10-12,SUP0473,PROD00575,11,96950.34,1066453.74
P010043,2025-02-01,SUP0046,PROD03190,29,89332.33,2590637.57
P010044,2025-03-31,SUP0058,PROD02147,20,4614.44,92288.8
P010045,2024-06-13,SUP0790,PROD01131,29,7187.28,208431.12
P010046,2023-05-26,SUP0016,PROD00733,27,5925.43,159986.61
P010047,2025-06-10,SUP0838,PROD00116,15,98348.18,1475222.7
P010048,2023-10-24,SUP0734,PROD00707,20,47214.14,944282.8
P010049,2025-08-09,SUP0142,PROD03676,74,66264.02,4903537.48
P010050,2023-12-25,SUP0392,PROD02237,86,11312.27,972855.22
P010051,2024-11-25,SUP0806,PROD02001,22,35998.59,791968.98
P010052,2023-08-08,SUP0986,PROD02654,37,30565.42,1130920.54
P010053,2024-05-04,SUP0205,PROD03275,95,50036.35,4753453.25
P010054,2023-11-09,SUP0080,PROD03108,42,78683.7,3304715.4
P010055,2025-07-16,SUP0616,PROD02602,11,28464.5,313109.5
P010056,2024-02-09,SUP0827,PROD00430,34,92786.11,3154727.74
P010057,2024-01-09,SUP0904,PROD03263,38,88778.2,3373571.6
P010058,2024-07-06,SUP0023,PROD02159,96,44574.62,4279163.52
P010059,2024-11-08,SUP0829,PROD03077,90,62908.5,5661765.0
P010060,2025-03-25,SUP0245,PROD04209,65,88395.63,5745715.95
P010061,2025-11-30,SUP0660,PROD00566,64,51721.75,3310192.0
P010062,2023-12-26,SUP0924,PROD04916,99,71548.57,7083308.43
P010063,2023-07-30,SUP0022,PROD02934,26,14408.78,374628.28
P010064,2024-08-12,SUP0834,PROD00701,98,345.37,33846.26
P010065,2024-04-14,SUP0598,PROD02788,61,38320.37,2337542.57
P010066,2025-10-13,SUP0842,PROD01185,81,69760.92,5650634.52
P010067,2024-02-23,SUP0117,PROD01142,93,13279.22,1234967.46
P010068,2025-12-05,SUP0866,PROD02739,45,20608.08,927363.6
P010069,2023-07-28,SUP0706,PROD04261,71,12722.6,903304.6
P010070,2023-08-02,SUP0762,PROD03823,55,10033.97,551868.35
P010071,2023-10-21,SUP0082,PROD04244,71,42508.26,3018086.46
P010072,2025-11-29,SUP0258,PROD01973,62,13599.29,843155.98
P010073,2024-11-14,SUP0406,PROD02777,87,80577.68,7010258.16
P010074,2025-08-05,SUP0141,PROD03800,44,12090.84,531996.96
P010075,2023-02-25,SUP0506,PROD00794,92,44473.04,4091519.68
P010076,2024-07-12,SUP0134,PROD02516,32,28411.55,909169.6
P010077,2023-06-28,SUP0031,PROD00409,12,92468.59,1109623.08
P010078,2025-09-20,SUP0303,PROD01416,36,81015.57,2916560.52
P010079,2025-08-03,SUP0354,PROD02016,39,54989.72,2144599.08
P010080,2024-08-31,SUP0233,PROD01514,48,46431.38,2228706.24
P010081,2025-05-19,SUP0461,PROD01416,99,81015.57,8020541.43
P010082,2023-04-26,SUP0988,PROD01861,93,31189.8,2900651.4
P010083,2025-04-19,SUP0491,PROD00573,39,4396.59,171467.01
P010084,2023-09-30,SUP0142,PROD00566,95,51721.75,4913566.25
P010085,2025-11-03,SUP0062,PROD02397,16,20795.13,332722.08
P010086,2025-06-28,SUP0029,PROD02382,75,33656.9,2524267.5
P010087,2023-10-08,SUP0004,PROD03960,56,20465.31,1146057.36
P010088,2024-03-05,SUP0971,PROD00696,99,70711.04,7000392.96
P010089,2023-05-18,SUP0661,PROD04069,66,89183.1,5886084.6
P010090,2025-07-15,SUP0198,PROD03773,43,42793.3,1840111.9
P010091,2024-05-25,SUP0235,PROD01336,41,54440.61,2232065.01
P010092,2023-01-02,SUP0856,PROD03256,91,30460.36,2771892.76
P010093,2025-08-20,SUP0985,PROD04269,99,88281.84,8739902.16
P010094,2023-02-22,SUP0026,PROD03479,84,92253.21,7749269.64
P010095,2024-01-26,SUP0554,PROD04390,52,20393.91,1060483.32
P010096,2024-11-06,SUP0720,PROD04862,85,98092.75,8337883.75
P010097,2023-10-20,SUP0114,PROD01603,49,71088.0,3483312.0
P010098,2023-04-08,SUP0457,PROD00952,41,29770.83,1220604.03
P010099,2025-12-19,SUP0008,PROD02546,98,70290.65,6888483.7
P010100,2023-06-02,SUP0462,PROD02214,41,20732.29,850023.89
P010101,2023-10-29,SUP0579,PROD01392,63,78223.79,4928098.77
P010102,2023-05-02,SUP0624,PROD00654,74,52984.35,3920841.9
P010103,2025-04-08,SUP0548,PROD03500,65,81786.71,5316136.15
P010104,2023-05-30,SUP0453,PROD04239,18,56592.3,1018661.4
P010105,2024-08-29,SUP0515,PROD03678,59,5482.7,323479.3
P010106,2023-07-26,SUP0729,PROD03430,11,83549.83,919048.13
P010107,2023-07-24,SUP0978,PROD03978,30,2203.65,66109.5
P010108,2025-08-31,SUP0988,PROD00935,15,4208.19,63122.85
P010109,2023-08-11,SUP0404,PROD01732,72,31186.56,2245432.32
P010110,2024-08-30,SUP0233,PROD03145,98,3201.6,313756.8
P010111,2025-10-28,SUP0663,PROD02189,10,4527.7,45277.0
P010112,2024-11-30,SUP0228,PROD04985,94,37926.02,3565045.88
P010113,2025-12-17,SUP0604,PROD04628,40,98190.77,3927630.8
P010114,2023-02-08,SUP0024,PROD01013,46,59329.9,2729175.4
P010115,2024-12-04,SUP0564,PROD04303,15,27120.83,406812.45
P010116,2023-08-08,SUP0714,PROD00894,14,55190.44,772666.16
P010117,2023-10-09,SUP0509,PROD00943,42,60191.2,2528030.4
P010118,2023-03-21,SUP0699,PROD03438,50,48567.11,2428355.5
P010119,2024-05-13,SUP0286,PROD04128,65,13469.82,875538.3
P010120,2023-01-24,SUP0212,PROD03738,27,84180.38,2272870.26
P010121,2025-11-05,SUP0379,PROD02490,98,41094.3,4027241.4
P010122,2023-06-28,SUP0852,PROD00324,39,53332.53,2079968.67
P010123,2024-08-05,SUP0208,PROD00705,78,73204.17,5709925.26
P010124,2024-09-10,SUP0887,PROD03805,76,64770.11,4922528.36
P010125,2025-01-29,SUP0104,PROD00693,11,52618.5,578803.5
P010126,2023-11-23,SUP0826,PROD04907,75,60139.99,4510499.25
P010127,2024-05-20,SUP0429,PROD03682,29,47022.9,1363664.1
P010128,2025-09-23,SUP0455,PROD00186,21,59261.57,1244492.97
P010129,2023-04-14,SUP0973,PROD04346,79,66376.75,5243763.25
P010130,2023-07-31,SUP0187,PROD04080,77,22911.02,1764148.54
P010131,2025-07-10,SUP0173,PROD04661,90,70615.04,6355353.6
P010132,2025-11-01,SUP0901,PROD04912,74,95362.39,7056816.86
P010133,2024-05-05,SUP0011,PROD01278,70,76295.45,5340681.5
P010134,2023-06-28,SUP0900,PROD02452,50,42099.75,2104987.5
P010135,2025-04-07,SUP0730,PROD03278,23,4377.6,100684.8
P010136,2025-06-18,SUP0996,PROD02644,99,71564.1,7084845.9
P010137,2024-10-27,SUP0964,PROD00569,64,97311.29,6227922.56
P010138,2024-06-25,SUP0905,PROD00418,22,56753.9,1248585.8
P010139,2025-01-16,SUP0073,PROD02820,52,10267.28,533898.56
P010140,2024-02-02,SUP0161,PROD04301,12,29414.3,352971.6
P010141,2025-06-09,SUP0949,PROD04529,74,89025.15,6587861.1
P010142,2024-03-21,SUP0048,PROD02111,97,11853.26,1149766.22
P010143,2024-11-08,SUP0723,PROD02272,24,79675.77,1912218.48
P010144,2024-05-29,SUP0362,PROD02951,23,28841.77,663360.71
P010145,2024-02-10,SUP0928,PROD01687,33,83527.86,2756419.38
P010146,2023-02-20,SUP0215,PROD00322,51,26697.82,1361588.82
P010147,2023-06-09,SUP0834,PROD00301,36,6354.81,228773.16
P010148,2024-09-04,SUP0340,PROD04256,87,64475.17,5609339.79
P010149,2025-10-05,SUP0356,PROD00355,20,45278.74,905574.8
P010150,2024-09-30,SUP0674,PROD00467,78,66410.58,5180025.24
P010151,2023-06-04,SUP0327,PROD02560,28,66884.98,1872779.44
P010152,2025-04-06,SUP0293,PROD02939,92,61907.7,5695508.4
P010153,2025-11-16,SUP0941,PROD04082,75,88023.73,6601779.75
P010154,2023-07-14,SUP0251,PROD03126,27,12344.64,333305.28
P010155,2023-04-20,SUP0358,PROD01014,92,55225.41,5080737.72
P010156,2024-10-08,SUP0877,PROD00699,38,26408.23,1003512.74
P010157,2025-09-19,SUP0806,PROD00655,11,33624.46,369869.06
P010158,2024-02-26,SUP0275,PROD00834,14,1619.18,22668.52
P010159,2023-03-27,SUP0527,PROD03999,37,4699.86,173894.82
P010160,2024-04-14,SUP0361,PROD00712,17,74684.67,1269639.39
P010161,2024-01-28,SUP0943,PROD00133,24,43472.94,1043350.56
P010162,2025-11-01,SUP0513,PROD01731,86,93143.64,8010353.04
P010163,2023-08-30,SUP0551,PROD03976,20,54421.55,1088431.0
P010164,2023-01-17,SUP0405,PROD02367,81,39549.82,3203535.42
P010165,2025-12-27,SUP0436,PROD02720,10,29081.75,290817.5
P010166,2023-06-11,SUP0136,PROD02122,62,9753.64,604725.68
P010167,2023-01-15,SUP0913,PROD04995,83,11064.5,918353.5
P010168,2025-11-10,SUP0115,PROD01054,59,76756.46,4528631.14
P010169,2025-04-08,SUP0778,PROD03443,79,21210.94,1675664.26
P010170,2025-11-23,SUP0357,PROD02373,43,4007.61,172327.23
P010171,2024-08-28,SUP0446,PROD04953,80,26216.16,2097292.8
P010172,2025-02-16,SUP0525,PROD02015,48,16464.82,790311.36
P010173,2024-01-13,SUP0911,PROD03237,53,14528.65,770018.45
P010174,2023-08-10,SUP0857,PROD00620,66,98756.61,6517936.26
P010175,2023-06-08,SUP0987,PROD03051,60,56232.68,3373960.8
P010176,2025-06-14,SUP0738,PROD03986,35,80007.34,2800256.9
P010177,2024-10-19,SUP0460,PROD01639,82,59616.7,4888569.4
P010178,2023-12-03,SUP0396,PROD00501,99,81748.02,8093053.98
P010179,2025-03-26,SUP0756,PROD02431,57,57866.72,3298403.04
P010180,2023-01-28,SUP0677,PROD02817,77,64533.48,4969077.96
P010181,2023-12-28,SUP0520,PROD03089,78,16015.57,1249214.46
P010182,2023-10-19,SUP0263,PROD03639,51,51559.13,2629515.63
P010183,2024-12-31,SUP0174,PROD04595,50,38230.35,1911517.5
P010184,2025-03-30,SUP0437,PROD03951,33,42390.2,1398876.6
P010185,2024-04-12,SUP0229,PROD02030,30,27576.61,827298.3
P010186,2023-02-12,SUP0926,PROD02423,94,76950.53,7233349.82
P010187,2025-12-07,SUP0620,PROD00054,71,15286.06,1085310.26
P010188,2025-05-12,SUP0201,PROD03781,99,34025.07,3368481.93
P010189,2025-08-31,SUP0937,PROD03538,49,11518.58,564410.42
P010190,2023-09-26,SUP0327,PROD03882,42,96110.75,4036651.5
P010191,2024-12-13,SUP0974,PROD00155,81,22614.08,1831740.48
P010192,2024-02-06,SUP0483,PROD03701,96,25001.23,2400118.08
P010193,2025-06-15,SUP0800,PROD00651,42,19282.72,809874.24
P010194,2024-07-18,SUP0288,PROD01990,40,40627.9,1625116.0
P010195,2025-08-12,SUP0838,PROD02493,61,78833.47,4808841.67
P010196,2024-11-09,SUP0088,PROD02469,56,82626.4,4627078.4
P010197,2025-02-14,SUP0887,PROD01672,75,90316.22,6773716.5
P010198,2025-07-10,SUP0735,PROD03945,84,55208.0,4637472.0
P010199,2023-03-31,SUP0368,PROD02401,56,1165.0,65240.0
P010200,2025-04-19,SUP0454,PROD02467,60,83938.48,5036308.8
P010201,2023-01-28,SUP0609,PROD02518,34,22172.47,753863.98
P010202,2024-10-29,SUP0803,PROD04281,93,68979.96,6415136.28
P010203,2024-02-24,SUP0795,PROD01641,32,76394.16,2444613.12
P010204,2025-09-07,SUP0450,PROD03919,74,44760.3,3312262.2
P010205,2024-09-16,SUP0722,PROD00231,85,29228.67,2484436.95
P010206,2025-04-18,SUP0524,PROD03473,79,19206.01,1517274.79
P010207,2025-03-17,SUP0013,PROD03278,35,4377.6,153216.0
P010208,2024-03-10,SUP0114,PROD02626,18,52372.32,942701.76
P010209,2023-09-23,SUP0032,PROD01427,12,43260.36,519124.32
P010210,2024-10-14,SUP0966,PROD04981,78,40079.22,3126179.16
P010211,2024-06-04,SUP0284,PROD02768,10,65763.77,657637.7
P010212,2023-12-19,SUP0807,PROD00234,16,3544.41,56710.56
P010213,2024-02-01,SUP0600,PROD00510,89,60825.38,5413458.82
P010214,2025-01-31,SUP0277,PROD00365,95,84251.15,8003859.25
P010215,2023-01-09,SUP0985,PROD02143,30,20529.72,615891.6
P010216,2023-05-23,SUP0608,PROD02292,38,31348.43,1191240.34
P010217,2024-01-03,SUP0623,PROD00050,43,93103.07,4003432.01
P010218,2024-11-17,SUP0647,PROD01891,28,80383.74,2250744.72
P010219,2024-08-24,SUP0237,PROD00473,60,71356.54,4281392.4
P010220,2023-12-31,SUP0467,PROD03667,95,85961.35,8166328.25
P010221,2025-02-08,SUP0279,PROD04611,50,36403.3,1820165.0
P010222,2025-12-10,SUP0988,PROD02139,30,95981.04,2879431.2
P010223,2025-09-09,SUP0204,PROD01735,66,40740.55,2688876.3
P010224,2025-11-02,SUP0410,PROD01469,43,90577.67,3894839.81
P010225,2023-12-13,SUP0587,PROD02261,88,60733.81,5344575.28
P010226,2024-07-05,SUP0671,PROD03346,33,70238.39,2317866.87
P010227,2025-10-11,SUP0297,PROD04060,88,88507.31,7788643.28
P010228,2024-10-22,SUP0884,PROD04904,90,16729.95,1505695.5
P010229,2024-05-05,SUP0201,PROD00238,24,76486.62,1835678.88
P010230,2025-08-29,SUP0683,PROD02578,15,6419.02,96285.3
P010231,2025-03-28,SUP0020,PROD03316,11,88679.15,975470.65
P010232,2023-08-20,SUP0386,PROD03125,17,7724.61,131318.37
P010233,2025-10-08,SUP0512,PROD02636,20,6189.43,123788.6
P010234,2023-06-05,SUP0452,PROD01444,67,3060.59,205059.53
P010235,2025-07-19,SUP0634,PROD00239,48,84643.03,4062865.44
P010236,2025-12-06,SUP0034,PROD02837,67,2651.46,177647.82
P010237,2024-02-10,SUP0345,PROD04293,32,9934.29,317897.28
P010238,2024-04-30,SUP0707,PROD03569,78,6756.68,527021.04
P010239,2024-02-17,SUP0491,PROD03140,38,84212.93,3200091.34
P010240,2025-03-17,SUP0845,PROD01229,76,6526.89,496043.64
P010241,2024-03-15,SUP0237,PROD00488,61,11547.48,704396.28
P010242,2023-12-15,SUP0423,PROD00870,97,14353.99,1392337.03
P010243,2025-01-11,SUP0671,PROD00078,24,21991.36,527792.64
P010244,2025-03-19,SUP0188,PROD01400,91,9000.92,819083.72
P010245,2025-11-27,SUP0217,PROD03629,45,92020.58,4140926.1
P010246,2024-12-16,SUP0784,PROD00871,47,43158.72,2028459.84
P010247,2025-12-17,SUP0998,PROD01304,98,5822.67,570621.66
P010248,2024-07-12,SUP0640,PROD03206,99,52715.25,5218809.75
P010249,2023-03-16,SUP0963,PROD03146,83,82735.15,6867017.45
P010250,2025-04-24,SUP0800,PROD03928,78,17270.73,1347116.94
P010251,2024-12-13,SUP0696,PROD02572,31,49366.35,1530356.85
P010252,2025-07-18,SUP0774,PROD00646,33,64518.32,2129104.56
P010253,2025-04-25,SUP0720,PROD04785,14,96957.08,1357399.12
P010254,2025-10-06,SUP0725,PROD04443,39,61347.8,2392564.2
P010255,2025-02-11,SUP0578,PROD01901,18,56217.84,1011921.12
P010256,2023-09-27,SUP0390,PROD00361,18,89133.08,1604395.44
P010257,2025-08-01,SUP0236,PROD00134,91,81061.39,7376586.49
P010258,2024-11-15,SUP0475,PROD03866,20,62054.91,1241098.2
P010259,2024-02-12,SUP0553,PROD02509,52,5998.19,311905.88
P010260,2024-10-19,SUP0490,PROD04662,22,57775.88,1271069.36
P010261,2024-10-21,SUP0279,PROD02604,51,96440.46,4918463.46
P010262,2024-04-22,SUP0037,PROD00235,55,21425.53,1178404.15
P010263,2024-02-05,SUP0722,PROD03807,92,24671.75,2269801.0
P010264,2023-03-01,SUP0393,PROD00539,84,96752.43,8127204.12
P010265,2025-11-06,SUP0538,PROD01551,48,35514.93,1704716.64
P010266,2023-06-22,SUP0339,PROD03181,46,15794.15,726530.9
P010267,2023-03-02,SUP0091,PROD02105,96,50752.58,4872247.68
P010268,2025-09-26,SUP0389,PROD01569,16,40386.32,646181.12
P010269,2025-04-20,SUP0296,PROD02802,31,17289.62,535978.22
P010270,2025-02-16,SUP0423,PROD03025,75,81832.42,6137431.5
P010271,2023-04-03,SUP0875,PROD02606,46,60579.2,2786643.2
P010272,2023-01-15,SUP0204,PROD03211,44,31749.31,1396969.64
P010273,2023-03-28,SUP0551,PROD01131,26,7187.28,186869.28
P010274,2025-02-22,SUP0204,PROD02282,44,28990.24,1275570.56
P010275,2023-06-15,SUP0898,PROD04523,60,4543.56,272613.6
P010276,2024-02-22,SUP0462,PROD04279,80,9766.19,781295.2
