ProductID,ProductName,Category,SubCategory,Brand,UnitPrice,UnitCost
PROD01017,Samsung Audio,Electronics,Audio,Asus,19026.75,75127.47
PROD01018,Samsung Computers,Electronics,Mobile,HP,69456.24,42332.02
PROD01019,Dell Scanner,Office Equipment,Printer,HP,117578.52,92530.64
PROD01020,Samsung Networking,Office Equipment,Scanner,HP,83095.42,31034.57
PROD01021,Lenovo Keyboard,Accessories,Storage,Asus,20305.61,38903.57
PROD01022,Asus Networking,Office Equipment,Scanner,Logitech,100918.56,22180.59
PROD01023,Lenovo Networking,Office Equipment,Scanner,Logitech,141983.2,17849.94
PROD01024,Logitech Mouse,Accessories,Keyboard,Asus,103456.73,81484.12
PROD01025,Lenovo Keyboard,Accessories,Storage,Samsung,77174.89,50740.71
PROD01026,Lenovo Computers,Electronics,Computers,Apple,131973.45,50775.95
PROD01027,Apple Mobile,Electronics,Computers,Logitech,4782.93,13449.65
PROD01028,HP Networking,Office Equipment,Networking,Apple,88931.9,35638.14
PROD01029,Logitech Printer,Office Equipment,Scanner,Logitech,146146.23,56708.86
PROD01030,HP Scanner,Office Equipment,Printer,Epson,135198.52,53134.81
PROD01031,Sony Keyboard,Accessories,Mouse,Samsung,70937.16,73058.73
PROD01032,Samsung Printer,Office Equipment,Networking,Dell,119145.38,41089.31
PROD01033,HP Computers,Electronics,Mobile,Apple,44992.86,65831.99
PROD01034,Asus Printer,Office Equipment,Networking,Lenovo,102740.71,97604.57
PROD01035,Samsung Mobile,Electronics,Computers,Asus,50528.77,19418.87
PROD01036,Epson Storage,Accessories,Mouse,Sony,72740.56,97382.49
PROD01037,Asus Mouse,Accessories,Mouse,Samsung,71070.5,26533.84
PROD01038,Canon Keyboard,Accessories,Storage,HP,44723.9,71029.01
PROD01039,Sony Printer,Office Equipment,Networking,Logitech,67952.9,64600.12
PROD01040,Lenovo Storage,Accessories,Storage,Asus,147679.04,64947.89
PROD01041,HP Scanner,Office Equipment,Networking,Lenovo,121689.73,95862.67
PROD01042,Canon Mobile,Electronics,Mobile,Sony,38608.18,83988.7
PROD01043,Dell Printer,Office Equipment,Printer,Epson,8989.85,85507.71
PROD01044,Canon Storage,Accessories,Keyboard,Lenovo,93504.35,76746.25
PROD01045,Samsung Computers,Electronics,Mobile,Samsung,15923.1,89974.79
PROD01046,Sony Networking,Office Equipment,Printer,Apple,74035.96,555.81
PROD01047,Asus Computers,Electronics,Mobile,Apple,146301.75,24934.6
PROD01048,Asus Scanner,Office Equipment,Scanner,Canon,75240.21,78746.82
PROD01049,Logitech Computers,Electronics,Audio,Epson,9480.5,28123.29
PROD01050,Epson Printer,Office Equipment,Networking,Canon,92420.85,68575.94
PROD01051,HP Storage,Accessories,Keyboard,Epson,117647.56,46334.59
PROD01052,Sony Keyboard,Accessories,Mouse,Sony,38018.56,80846.6
PROD01053,Apple Audio,Electronics,Audio,Apple,123287.77,4663.41
PROD01054,Logitech Mobile,Electronics,Computers,Asus,133846.07,76756.46
PROD01055,Canon Computers,Electronics,Audio,Canon,49586.83,62192.84
PROD01056,Asus Audio,Electronics,Computers,Samsung,2532.41,3896.42
PROD01057,Samsung Printer,Office Equipment,Scanner,Dell,26112.51,18000.6
PROD01058,Dell Mouse,Accessories,Mouse,Lenovo,113605.12,87174.73
PROD01059,Logitech Networking,Office Equipment,Scanner,Apple,21050.82,98358.22
PROD01060,Dell Computers,Electronics,Mobile,Dell,132726.55,42624.29
PROD01061,Samsung Printer,Office Equipment,Scanner,Sony,15566.56,84046.64
PROD01062,Apple Audio,Electronics,Audio,Canon,120997.59,70963.18
PROD01063,HP Printer,Office Equipment,Printer,HP,102731.09,12376.25
PROD01064,Apple Scanner,Office Equipment,Networking,Apple,14824.54,14596.23
PROD01065,Lenovo Mobile,Electronics,Computers,Asus,107025.84,30435.56
PROD01066,Sony Scanner,Office Equipment,Networking,Asus,27686.62,69568.55
PROD01067,HP Storage,Accessories,Keyboard,Samsung,61209.91,73759.65
PROD01068,Apple Audio,Electronics,Audio,HP,57494.51,35721.55
PROD01069,Logitech Storage,Accessories,Keyboard,Epson,67921.07,16940.28
PROD01070,HP Storage,Accessories,Storage,Canon,41274.07,94675.86
PROD01071,Samsung Audio,Electronics,Computers,Sony,134674.32,56254.44
PROD01072,Samsung Mouse,Accessories,Keyboard,Canon,117963.15,67449.92
PROD01073,Dell Storage,Accessories,Storage,Logitech,16837.52,9510.62
PROD01074,Dell Computers,Electronics,Mobile,Logitech,136832.65,52986.97
PROD01075,Sony Keyboard,Accessories,Keyboard,Lenovo,78605.46,88663.56
PROD01076,Epson Computers,Electronics,Audio,Apple,28729.25,49148.76
PROD01077,Apple Networking,Office Equipment,Printer,Logitech,115682.58,34465.86
PROD01078,Apple Keyboard,Accessories,Mouse,Canon,135630.22,84188.39
PROD01079,Epson Mouse,Accessories,Mouse,Apple,54330.64,9568.66
PROD01080,Dell Computers,Electronics,Audio,HP,110370.77,60822.21
PROD01081,Asus Keyboard,Accessories,Storage,Dell,17530.32,50216.88
PROD01082,Logitech Mobile,Electronics,Mobile,Sony,132624.78,15144.84
PROD01083,HP Printer,Office Equipment,Scanner,Samsung,130978.24,32691.94
PROD01084,Dell Keyboard,Accessories,Storage,Dell,117379.21,89441.26
PROD01085,Lenovo Audio,Electronics,Computers,Asus,99999.86,86253.84
PROD01086,Apple Scanner,Office Equipment,Printer,Apple,109985.67,30590.57
PROD01087,Samsung Computers,Electronics,Computers,HP,44379.42,42789.88
PROD01088,Epson Computers,Electronics,Mobile,Epson,23085.27,61015.46
PROD01089,Asus Mouse,Accessories,Storage,HP,132643.13,74036.64
PROD01090,Sony Audio,Electronics,Mobile,Apple,39982.54,47814.62
PROD01091,Asus Mobile,Electronics,Audio,Apple,35967.74,9323.16
PROD01092,Lenovo Computers,Electronics,Audio,Canon,82202.36,52699.48
PROD01093,Canon Networking,Office Equipment,Printer,Canon,61744.93,48265.91
PROD01094,Dell Mouse,Accessories,Storage,Samsung,81074.98,92933.33
PROD01095,HP Scanner,Office Equipment,Networking,Apple,127538.23,48683.41
PROD01096,Lenovo Storage,Accessories,Keyboard,Apple,66057.93,81048.11
PROD01097,HP Mobile,Electronics,Computers,Sony,114829.77,36089.86
PROD01098,Asus Printer,Office Equipment,Scanner,Lenovo,105803.72,73374.43
PROD01099,Lenovo Mobile,Electronics,Computers,Apple,86846.7,46648.56
PROD01100,Lenovo Keyboard,Accessories,Keyboard,Canon,112302.95,48528.44
PROD01101,Lenovo Printer,Office Equipment,Networking,Lenovo,33565.46,46003.95
PROD01102,Apple Scanner,Office Equipment,Printer,Sony,5190.47,56573.51
PROD01103,Lenovo Printer,Office Equipment,Scanner,Sony,149648.35,49621.06
PROD01104,Asus Printer,Office Equipment,Scanner,Samsung,70060.89,54834.64
PROD01105,Apple Keyboard,Accessories,Storage,Sony,89088.07,8505.86
PROD01106,Sony Mobile,Electronics,Mobile,Dell,40003.98,48774.79
PROD01107,Logitech Printer,Office Equipment,Printer,Logitech,90428.22,5765.8
PROD01108,HP Mouse,Accessories,Storage,Sony,3634.87,77937.72
PROD01109,Dell Mobile,Electronics,Mobile,Dell,25769.48,58634.45
PROD01110,Lenovo Keyboard,Accessories,Storage,Sony,99179.88,15772.74
PROD01111,Dell Storage,Accessories,Mouse,Epson,90638.73,32054.0
PROD01112,Asus Audio,Electronics,Mobile,Logitech,129586.69,30387.45
PROD01113,Apple Audio,Electronics,Audio,Asus,123471.78,31874.62
PROD01114,Dell Audio,Electronics,Computers,Samsung,148416.79,77593.06
PROD01115,Lenovo Printer,Office Equipment,Scanner,Sony,60930.74,71492.5
PROD01116,Sony Storage,Accessories,Keyboard,Sony,139470.83,63168.89
PROD01117,Samsung Networking,Office Equipment,Printer,Epson,47912.34,27136.57
PROD01118,Epson Audio,Electronics,Audio,Apple,28723.22,12878.49
PROD01119,Canon Printer,Office Equipment,Printer,HP,111894.86,46697.36
PROD01120,Samsung Keyboard,Accessories,Storage,Dell,140564.52,62058.97
PROD01121,Asus Scanner,Office Equipment,Scanner,Dell,39154.31,21856.48
PROD01122,Samsung Audio,Electronics,Audio,Epson,85590.02,21408.66
PROD01123,Canon Computers,Electronics,Mobile,HP,7323.63,57955.24
PROD01124,Sony Storage,Accessories,Mouse,Apple,11378.6,38923.58
PROD01125,Epson Printer,Office Equipment,Printer,Apple,54515.85,19625.14
PROD01126,Dell Mouse,Accessories,Keyboard,Sony,121694.6,34586.33
PROD01127,Canon Mobile,Electronics,Mobile,Samsung,84840.22,57046.16
PROD01128,Dell Mouse,Accessories,Keyboard,Canon,132535.77,76455.14
PROD01129,Lenovo Networking,Office Equipment,Networking,Logitech,115944.84,1763.75
PROD01130,HP Computers,Electronics,Audio,Samsung,131549.59,91000.27
PROD01131,Apple Storage,Accessories,Storage,Apple,122747.26,7187.28
PROD01132,Dell Mouse,Accessories,Keyboard,Asus,25821.5,40136.49
PROD01133,Logitech Keyboard,Accessories,Keyboard,Apple,82998.91,4249.25
PROD01134,Sony Scanner,Office Equipment,Networking,Sony,111511.05,24164.41
PROD01135,Canon Audio,Electronics,Audio,Sony,137306.27,96841.38
PROD01136,Lenovo Audio,Electronics,Audio,Apple,24273.9,19723.44
PROD01137,Asus Storage,Accessories,Keyboard,Samsung,65515.11,16080.76
PROD01138,Dell Printer,Office Equipment,Scanner,Lenovo,5940.1,16733.83
PROD01139,Logitech Printer,Office Equipment,Networking,Samsung,116967.33,77228.91
PROD01140,Canon Mouse,Accessories,Mouse,Lenovo,39312.93,40672.53
PROD01141,Apple Mouse,Accessories,Keyboard,Apple,9601.99,47616.31
PROD01142,Samsung Computers,Electronics,Audio,Sony,37357.78,13279.22
PROD01143,Canon Scanner,Office Equipment,Scanner,Canon,90698.16,78985.76
PROD01144,HP Networking,Office Equipment,Scanner,Logitech,4833.0,13383.78
PROD01145,Samsung Mobile,Electronics,Audio,Sony,6857.1,53789.15
PROD01146,Asus Keyboard,Accessories,Keyboard,Lenovo,141993.53,91307.49
PROD01147,Sony Networking,Office Equipment,Printer,Epson,103150.48,74908.85
PROD01148,Lenovo Scanner,Office Equipment,Printer,Samsung,143405.2,45433.11
PROD01149,Lenovo Audio,Electronics,Computers,Canon,133595.11,77223.5
PROD01150,Dell Scanner,Office Equipment,Networking,Canon,3206.83,26796.74
PROD01151,Logitech Storage,Accessories,Keyboard,Samsung,133356.83,68603.97
PROD01152,Samsung Mobile,Electronics,Audio,Lenovo,79710.58,67098.85
PROD01153,Logitech Networking,Office Equipment,Printer,Logitech,26124.57,70518.88
PROD01154,Sony Storage,Accessories,Mouse,HP,24904.67,66656.36
PROD01155,Dell Audio,Electronics,Computers,Epson,130634.11,51763.3
PROD01156,Asus Computers,Electronics,Mobile,Sony,139048.94,32121.65
PROD01157,Apple Computers,Electronics,Computers,HP,72900.95,95980.7
PROD01158,Asus Printer,Office Equipment,Scanner,Epson,142328.19,23043.82
PROD01159,Epson Networking,Office Equipment,Networking,HP,80599.23,84746.26
PROD01160,Logitech Keyboard,Accessories,Keyboard,Canon,142766.68,95848.63
PROD01161,Dell Computers,Electronics,Mobile,Sony,69938.55,62029.34
PROD01162,HP Mouse,Accessories,Keyboard,Canon,128612.25,24227.39
PROD01163,Epson Mobile,Electronics,Audio,Canon,107175.9,75908.97
PROD01164,Apple Scanner,Office Equipment,Networking,Canon,76659.84,41330.48
PROD01165,Dell Computers,Electronics,Mobile,Lenovo,149210.41,96053.44
PROD01166,Apple Scanner,Office Equipment,Printer,Dell,63840.75,19463.38
PROD01167,Logitech Storage,Accessories,Mouse,Asus,8989.95,27152.09
PROD01168,Samsung Keyboard,Accessories,Mouse,Lenovo,70622.89,32602.71
PROD01169,Sony Networking,Office Equipment,Scanner,Logitech,131540.47,14853.77
PROD01170,HP Audio,Electronics,Computers,Epson,80702.21,85964.21
PROD01171,Apple Mouse,Accessories,Keyboard,Canon,104461.87,21866.9
PROD01172,Dell Printer,Office Equipment,Scanner,Apple,118297.09,64561.54
PROD01173,Canon Scanner,Office Equipment,Printer,Dell,33310.27,16036.88
PROD01174,Canon Scanner,Office Equipment,Printer,HP,27489.97,27044.52
PROD01175,Dell Mobile,Electronics,Mobile,Samsung,33753.98,38218.76
PROD01176,Lenovo Printer,Office Equipment,Networking,Dell,114115.29,11476.87
PROD01177,Apple Mouse,Accessories,Keyboard,Epson,46078.77,60478.6
PROD01178,Logitech Mobile,Electronics,Computers,HP,23882.43,66751.62
PROD01179,HP Scanner,Office Equipment,Printer,Dell,140798.32,64723.49
PROD01180,Samsung Scanner,Office Equipment,Networking,Logitech,38517.81,74685.46
PROD01181,Logitech Mobile,Electronics,Audio,Lenovo,5732.53,68556.52
PROD01182,Lenovo Computers,Electronics,Computers,Samsung,12617.75,71181.67
PROD01183,Epson Keyboard,Accessories,Mouse,Asus,48964.26,13036.27
PROD01184,Apple Audio,Electronics,Mobile,Lenovo,62431.55,5294.87
PROD01185,Dell Mouse,Accessories,Storage,Samsung,70849.47,69760.92
PROD01186,Logitech Storage,Accessories,Mouse,HP,96986.77,54247.14
PROD01187,Canon Keyboard,Accessories,Storage,Canon,121021.76,20370.34
PROD01188,Apple Networking,Office Equipment,Printer,Samsung,83113.26,64344.41
PROD01189,Sony Mouse,Accessories,Storage,Dell,50167.01,86404.38
PROD01190,Samsung Scanner,Office Equipment,Networking,Logitech,6072.95,62729.37
PROD01191,Samsung Mouse,Accessories,Mouse,Logitech,147680.99,33499.06
PROD01192,Dell Printer,Office Equipment,Printer,Dell,134560.06,455.04
PROD01193,Canon Mouse,Accessories,Keyboard,Lenovo,41219.29,33018.72
PROD01194,Samsung Storage,Accessories,Keyboard,Canon,47822.98,38644.98
PROD01195,Dell Keyboard,Accessories,Mouse,Asus,140624.57,42435.49
PROD01196,Asus Storage,Accessories,Mouse,Asus,51737.27,83930.55
PROD01197,Lenovo Keyboard,Accessories,Keyboard,Lenovo,133850.85,53022.4
PROD01198,Sony Networking,Office Equipment,Networking,Asus,120662.73,45202.44
PROD01199,Asus Storage,Accessories,Storage,Lenovo,79877.7,12993.21
PROD01200,Apple Audio,Electronics,Computers,Asus,9970.36,85824.27
PROD01201,Logitech Computers,Electronics,Mobile,Apple,121029.43,98899.8
PROD01202,Epson Scanner,Office Equipment,Scanner,Canon,121394.63,94213.67
PROD01203,Apple Computers,Electronics,Audio,HP,39446.24,75136.69
PROD01204,Dell Scanner,Office Equipment,Printer,Logitech,49215.12,71648.97
PROD01205,Sony Mouse,Accessories,Keyboard,Dell,29427.98,780.51
PROD01206,Apple Audio,Electronics,Computers,Asus,41311.66,66034.41
PROD01207,Samsung Audio,Electronics,Computers,Canon,60791.13,15903.71
PROD01208,Logitech Networking,Office Equipment,Scanner,Apple,39029.33,8998.42
PROD01209,HP Computers,Electronics,Mobile,Apple,145583.77,38668.24
PROD01210,HP Scanner,Office Equipment,Scanner,Apple,97839.85,15657.96
PROD01211,Samsung Audio,Electronics,Mobile,Epson,122237.19,52066.47
PROD01212,Dell Audio,Electronics,Computers,Canon,12961.48,46329.14
PROD01213,Apple Printer,Office Equipment,Printer,Sony,23055.84,80129.3
PROD01214,Logitech Audio,Electronics,Mobile,Sony,149223.95,6186.17
PROD01215,Logitech Printer,Office Equipment,Networking,Apple,60437.2,11375.83
PROD01216,Dell Computers,Electronics,Mobile,Sony,44227.16,65424.15
PROD01217,Apple Keyboard,Accessories,Mouse,Apple,106159.34,89881.72
PROD01218,HP Networking,Office Equipment,Networking,Lenovo,51021.33,38205.09
PROD01219,Sony Computers,Electronics,Audio,Sony,127318.25,54202.76
PROD01220,Dell Networking,Office Equipment,Printer,Asus,63930.31,24743.61
PROD01221,Dell Audio,Electronics,Mobile,Asus,34865.59,39694.1
PROD01222,Epson Networking,Office Equipment,Scanner,Logitech,58104.05,69997.59
PROD01223,Epson Computers,Electronics,Mobile,HP,97464.75,45368.39
PROD01224,Lenovo Storage,Accessories,Mouse,Asus,64830.95,13768.09
PROD01225,Lenovo Scanner,Office Equipment,Scanner,HP,111796.82,63613.92
PROD01226,Apple Audio,Electronics,Audio,Lenovo,142545.21,45351.96
PROD01227,Logitech Printer,Office Equipment,Networking,Apple,83561.34,47912.9
PROD01228,Samsung Storage,Accessories,Storage,Logitech,15015.66,71397.86
PROD01229,Lenovo Computers,Electronics,Computers,Samsung,13327.09,6526.89
PROD01230,Lenovo Networking,Office Equipment,Printer,Apple,72514.93,13603.94
PROD01231,Dell Mouse,Accessories,Keyboard,Lenovo,55016.76,78085.5
PROD01232,Samsung Audio,Electronics,Audio,Asus,78931.59,79095.29
PROD01233,HP Computers,Electronics,Computers,HP,114847.43,71846.7
PROD01234,Samsung Mobile,Electronics,Computers,Logitech,25098.84,90181.88
PROD01235,Sony Mobile,Electronics,Computers,Lenovo,136982.69,86126.42
PROD01236,Apple Networking,Office Equipment,Printer,Asus,135515.86,22978.41
PROD01237,Asus Networking,Office Equipment,Networking,Dell,48864.5,85313.34
PROD01238,Apple Audio,Electronics,Mobile,Epson,47661.87,91742.05
PROD01239,Apple Computers,Electronics,Audio,Apple,103637.92,66253.06
PROD01240,Dell Scanner,Office Equipment,Printer,Dell,61293.58,16096.69
PROD01241,Epson Mobile,Electronics,Audio,Apple,131621.76,84298.25
PROD01242,HP Keyboard,Accessories,Storage,Epson,100261.73,87880.96
PROD01243,Sony Mouse,Accessories,Keyboard,Canon,105037.38,77459.12
PROD01244,Dell Computers,Electronics,Computers,Dell,104958.08,97541.23
PROD01245,Epson Printer,Office Equipment,Printer,HP,41284.67,92504.75
PROD01246,Epson Mouse,Accessories,Storage,Canon,108203.89,41907.82
PROD01247,Epson Mobile,Electronics,Audio,Lenovo,136160.84,12273.56
PROD01248,Epson Keyboard,Accessories,Keyboard,Lenovo,95815.06,53157.35
PROD01249,Dell Mouse,Accessories,Storage,Dell,60365.75,44132.91
PROD01250,Asus Mobile,Electronics,Audio,Epson,56940.78,54631.52
PROD01251,Dell Printer,Office Equipment,Scanner,Apple,83288.48,21220.29
PROD01252,Dell Mobile,Electronics,Mobile,Canon,58072.34,28055.37
PROD01253,Lenovo Mobile,Electronics,Audio,Asus,83016.46,11232.7
PROD01254,Logitech Storage,Accessories,Keyboard,Lenovo,83550.49,76032.48
PROD01255,Asus Computers,Electronics,Computers,Samsung,136274.28,46158.12
PROD01256,Asus Keyboard,Accessories,Storage,Asus,107988.55,56314.59
PROD01257,Lenovo Audio,Electronics,Computers,HP,28034.57,54140.4
PROD01258,HP Networking,Office Equipment,Printer,Canon,68686.27,91796.79
PROD01259,Sony Storage,Accessories,Storage,Canon,85252.66,59158.51
PROD01260,Dell Networking,Office Equipment,Printer,Logitech,38116.1,46763.49
PROD01261,Lenovo Mouse,Accessories,Keyboard,Apple,114129.46,9338.95
PROD01262,HP Mobile,Electronics,Mobile,Dell,139259.76,82432.02
PROD01263,HP Computers,Electronics,Audio,Logitech,27265.0,57790.74
PROD01264,Dell Scanner,Office Equipment,Scanner,Lenovo,149295.59,24538.32
PROD01265,HP Printer,Office Equipment,Printer,Sony,93790.22,76546.75
PROD01266,Asus Mobile,Electronics,Mobile,Logitech,112092.51,83508.74
PROD01267,Epson Computers,Electronics,Audio,Lenovo,124080.95,23944.29
PROD01268,Dell Keyboard,Accessories,Keyboard,Sony,118991.08,91733.58
PROD01269,Lenovo Printer,Office Equipment,Scanner,Asus,113684.21,66823.45
PROD01270,Lenovo Computers,Electronics,Mobile,Asus,84735.34,22679.07
PROD01271,Apple Computers,Electronics,Audio,Lenovo,41245.77,47028.71
PROD01272,Epson Mouse,Accessories,Keyboard,Asus,31312.66,73616.72
PROD01273,Sony Audio,Electronics,Mobile,Samsung,75772.79,35126.18
PROD01274,Logitech Keyboard,Accessories,Mouse,Dell,127332.25,79369.21
PROD01275,Apple Scanner,Office Equipment,Networking,Sony,37078.26,12313.22
PROD01276,Logitech Audio,Electronics,Mobile,Logitech,86229.37,31698.9
PROD01277,HP Scanner,Office Equipment,Printer,Dell,89695.36,27128.08
PROD01278,Canon Keyboard,Accessories,Keyboard,Lenovo,59210.38,76295.45
PROD01279,Logitech Computers,Electronics,Mobile,Lenovo,138971.01,44636.36
PROD01280,Dell Scanner,Office Equipment,Scanner,Sony,107850.72,88722.19
PROD01281,Epson Audio,Electronics,Computers,Logitech,102400.86,86415.59
PROD01282,Dell Networking,Office Equipment,Printer,Asus,147114.19,62213.56
PROD01283,Sony Networking,Office Equipment,Scanner,Logitech,141207.19,6620.47
PROD01284,Apple Mobile,Electronics,Audio,Logitech,17216.33,45209.56
PROD01285,Logitech Audio,Electronics,Computers,Logitech,98586.53,32692.44
PROD01286,Epson Keyboard,Accessories,Mouse,Dell,81980.44,23026.82
PROD01287,Sony Keyboard,Accessories,Mouse,Canon,27161.36,74737.67
PROD01288,Canon Storage,Accessories,Storage,Sony,6890.47,95048.73
PROD01289,Samsung Audio,Electronics,Computers,HP,119863.4,56051.57
PROD01290,Logitech Keyboard,Accessories,Keyboard,Canon,132874.21,6302.25
PROD01291,HP Audio,Electronics,Audio,Logitech,78956.21,78155.93
PROD01292,Canon Mouse,Accessories,Keyboard,Epson,75235.46,98718.64
PROD01293,Lenovo Mouse,Accessories,Mouse,Sony,88128.37,72527.14
PROD01294,HP Mobile,Electronics,Mobile,Asus,104391.63,99189.78
PROD01295,Logitech Computers,Electronics,Audio,Samsung,31120.0,76059.81
PROD01296,Epson Computers,Electronics,Mobile,Epson,45456.71,54016.01
PROD01297,Asus Keyboard,Accessories,Keyboard,Samsung,63382.47,43669.33
PROD01298,Asus Computers,Electronics,Computers,Samsung,138709.39,53417.81
PROD01299,Dell Scanner,Office Equipment,Scanner,Logitech,19271.58,9841.89
PROD01300,Canon Mobile,Electronics,Audio,Canon,44076.15,32587.34
PROD01301,HP Mouse,Accessories,Mouse,Apple,147088.18,95543.36
PROD01302,Samsung Scanner,Office Equipment,Printer,Epson,9928.67,99251.26
PROD01303,Canon Storage,Accessories,Storage,Apple,59282.83,76580.25
PROD01304,Epson Networking,Office Equipment,Scanner,Canon,67801.1,5822.67
PROD01305,Apple Printer,Office Equipment,Networking,Dell,45161.82,55677.83
PROD01306,Sony Storage,Accessories,Storage,HP,2219.92,39783.57
PROD01307,Epson Mobile,Electronics,Computers,Dell,122396.82,64095.38
PROD01308,Lenovo Audio,Electronics,Audio,Apple,20467.08,36560.6
PROD01309,HP Scanner,Office Equipment,Scanner,Sony,111610.04,96202.76
PROD01310,HP Storage,Accessories,Keyboard,Canon,92429.26,24430.76
PROD01311,Samsung Computers,Electronics,Audio,Canon,114309.45,59760.63
PROD01312,Samsung Printer,Office Equipment,Printer,Dell,84422.06,82463.71
PROD01313,Sony Scanner,Office Equipment,Printer,Asus,116768.58,90147.8
PROD01314,Sony Storage,Accessories,Keyboard,Samsung,138156.97,28417.43
PROD01315,Logitech Mobile,Electronics,Audio,Apple,31273.86,59302.1
PROD01316,Asus Scanner,Office Equipment,Printer,Lenovo,104271.78,42929.22
PROD01317,Samsung Printer,Office Equipment,Networking,Asus,65535.66,83979.95
PROD01318,Apple Audio,Electronics,Mobile,HP,94160.34,80998.69
PROD01319,Lenovo Mobile,Electronics,Audio,Apple,93875.28,93528.43
PROD01320,Asus Scanner,Office Equipment,Networking,Sony,78193.11,76581.6
PROD01321,Epson Storage,Accessories,Storage,Samsung,23550.49,90232.62
PROD01322,Epson Mobile,Electronics,Audio,Logitech,130322.39,39734.1
PROD01323,Asus Storage,Accessories,Mouse,Logitech,36168.15,8256.99
PROD01324,Logitech Storage,Accessories,Storage,Apple,65964.79,58987.77
PROD01325,Asus Keyboard,Accessories,Keyboard,Dell,15395.46,88554.63
PROD01326,Asus Computers,Electronics,Mobile,Canon,38686.31,62072.98
PROD01327,HP Networking,Office Equipment,Networking,Apple,107198.25,53756.1
PROD01328,Canon Computers,Electronics,Audio,Apple,65139.01,41591.81
PROD01329,Asus Networking,Office Equipment,Printer,Epson,882.13,41344.25
PROD01330,Dell Printer,Office Equipment,Networking,Asus,45828.69,69938.97
PROD01331,Canon Storage,Accessories,Mouse,Sony,7834.59,56614.59
PROD01332,Samsung Scanner,Office Equipment,Networking,Sony,130392.89,99423.78
PROD01333,Dell Printer,Office Equipment,Printer,Canon,114113.73,76836.68
PROD01334,Asus Mobile,Electronics,Mobile,Samsung,127030.98,31556.13
PROD01335,Logitech Networking,Office Equipment,Scanner,Epson,4723.7,56614.39
PROD01336,Lenovo Networking,Office Equipment,Networking,Sony,37153.78,54440.61
PROD01337,Lenovo Printer,Office Equipment,Scanner,Asus,78595.96,89943.17
PROD01338,Samsung Keyboard,Accessories,Keyboard,Logitech,126385.91,97409.47
PROD01339,Asus Networking,Office Equipment,Scanner,Apple,76565.99,46881.91
PROD01340,Canon Mouse,Accessories,Storage,Apple,122988.16,32348.43
PROD01341,Asus Storage,Accessories,Mouse,Dell,20990.98,99813.01
PROD01342,Lenovo Networking,Office Equipment,Printer,Dell,113810.26,25987.73
PROD01343,Logitech Audio,Electronics,Audio,Apple,147311.45,87233.31
PROD01344,Lenovo Keyboard,Accessories,Storage,Dell,10895.61,92605.1
PROD01345,Logitech Storage,Accessories,Keyboard,Samsung,51654.95,55401.11
PROD01346,Apple Mobile,Electronics,Audio,Sony,13512.72,1027.37
PROD01347,HP Mouse,Accessories,Storage,Dell,72240.62,48847.97
PROD01348,Logitech Keyboard,Accessories,Keyboard,Apple,52897.27,60188.63
PROD01349,Logitech Networking,Office Equipment,Printer,Asus,17565.6,91674.86
PROD01350,Lenovo Audio,Electronics,Computers,Asus,58302.42,85149.51
PROD01351,Samsung Printer,Office Equipment,Printer,Epson,145334.49,71639.8
PROD01352,Dell Mouse,Accessories,Storage,Samsung,98723.49,93651.94
PROD01353,Asus Printer,Office Equipment,Networking,Lenovo,48561.18,18874.87
PROD01354,Sony Keyboard,Accessories,Storage,HP,43211.37,70682.97
PROD01355,Lenovo Scanner,Office Equipment,Scanner,Apple,62060.75,19184.36
PROD01356,Lenovo Printer,Office Equipment,Networking,Dell,101466.7,89520.31
PROD01357,Apple Storage,Accessories,Keyboard,Epson,13240.2,77488.72
PROD01358,Sony Mouse,Accessories,Keyboard,Canon,27990.7,72784.54
PROD01359,HP Keyboard,Accessories,Mouse,Epson,71378.7,75202.03
PROD01360,Asus Keyboard,Accessories,Mouse,Samsung,130936.57,15825.48
PROD01361,Apple Storage,Accessories,Mouse,Epson,51645.35,97872.23
PROD01362,Sony Mobile,Electronics,Computers,Dell,5193.95,46512.8
PROD01363,Logitech Scanner,Office Equipment,Scanner,HP,148905.65,45116.65
PROD01364,Logitech Scanner,Office Equipment,Printer,Samsung,140622.11,59698.81
PROD01365,Lenovo Mouse,Accessories,Storage,Apple,49035.96,70858.99
PROD01366,Lenovo Storage,Accessories,Keyboard,Dell,99482.82,62474.93
PROD01367,Dell Printer,Office Equipment,Scanner,Sony,6549.6,959.21
PROD01368,Epson Audio,Electronics,Mobile,Dell,26521.27,9990.76
PROD01369,Canon Mouse,Accessories,Storage,Apple,54295.6,36808.95
PROD01370,Samsung Scanner,Office Equipment,Printer,Epson,38113.9,15464.0
PROD01371,Apple Mouse,Accessories,Keyboard,Lenovo,55707.53,85407.09
PROD01372,Sony Networking,Office Equipment,Networking,Logitech,96046.86,12051.33
PROD01373,HP Networking,Office Equipment,Scanner,Epson,28649.93,79438.51
PROD01374,Dell Mobile,Electronics,Mobile,Sony,77162.9,88073.03
PROD01375,Apple Scanner,Office Equipment,Scanner,Apple,147204.05,27676.43
PROD01376,Epson Computers,Electronics,Mobile,Logitech,5203.52,74697.33
PROD01377,Epson Mobile,Electronics,Computers,Apple,96067.85,61095.57
PROD01378,Logitech Networking,Office Equipment,Networking,Epson,71880.83,55189.72
PROD01379,Apple Mobile,Electronics,Computers,Apple,124905.52,48525.79
