SalesID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount,Discount,Profit
S038057,2025-05-15,CUST02469,PROD01829,5,92130.36,460651.8,0,82917.32
S038058,2025-12-15,CUST04329,PROD03790,2,9633.36,19266.72,15,3468.01
S038059,2024-09-02,CUST00617,PROD02401,11,35941.3,395354.3,5,71163.77
S038060,2024-09-23,CUST01095,PROD03610,7,46166.69,323166.83,,58170.03
S038061,2024-10-17,CUST02624,PROD03109,6,137118.89,822713.34,0,148088.4
S038062,2023-03-22,CUST05037,PROD04618,13,74949.97,974349.61,10,175382.93
S038063,2023-03-16,CUST03109,PROD00227,6,119988.02,719928.12,15,129587.06
S038064,2025-11-02,CUST07919,PROD01988,8,75272.17,602177.36,5,108391.92
S038065,2023-03-11,CUST02587,PROD01530,3,100558.83,301676.49,15,54301.77
S038066,2025-04-17,CUST03379,PROD04127,2,87663.37,175326.74,,31558.81
S038067,2024-11-01,CUST04458,PROD04822,7,106095.57,742668.99,15,133680.42
S038068,2023-02-21,CUST09486,PROD02714,10,122728.62,1227286.2,0,220911.52
S038069,2024-03-23,CUST00479,PROD01941,9,46462.65,418163.85,,75269.49
S038070,2024-09-28,CUST06394,PROD00058,7,65141.23,455988.61,,82077.95
S038071,2023-06-09,CUST09433,PROD03974,6,99539.65,597237.9,0,107502.82
S038072,2025-10-11,CUST05984,PROD04497,9,64973.89,584765.01,,105257.7
S038073,2024-04-24,CUST09192,PROD03072,1,47041.26,47041.26,15,8467.43
S038074,2023-03-02,CUST07070,PROD02983,7,96278.49,673949.43,,121310.9
S038075,2024-09-22,CUST07345,PROD01652,13,52889.47,687563.11,10,123761.36
S038076,2024-10-16,CUST09454,PROD03931,5,148984.24,744921.2,0,134085.82
S038077,2023-12-18,CUST04616,PROD04400,5,113413.84,567069.2,15,102072.46
S038078,2023-11-22,CUST06850,PROD04992,1,118811.71,118811.71,,21386.11
S038079,2025-02-19,CUST09073,PROD02293,1,124161.76,124161.76,,22349.12
S038080,2024-05-14,CUST09283,PROD03889,6,23978.28,143869.68,10,25896.54
S038081,2023-08-19,CUST01980,PROD02469,7,44463.67,311245.69,0,56024.22
S038082,2024-02-29,CUST07893,PROD04372,3,107183.2,321549.6,,57878.93
S038083,2023-01-24,CUST00752,PROD04867,3,40627.11,121881.33,5,21938.64
S038084,2023-01-17,CUST07995,PROD00049,5,128304.33,641521.65,5,115473.9
S038085,2024-09-12,CUST08328,PROD00619,5,8814.86,44074.3,10,7933.37
S038086,2025-06-11,CUST05994,PROD02466,5,141086.89,705434.45,0,126978.2
S038087,2025-08-16,CUST04404,PROD04562,4,123722.65,494890.6,,89080.31
S038088,2023-06-09,CUST00552,PROD03180,14,81149.49,1136092.86,10,204496.71
S038089,2024-08-23,CUST02488,PROD03554,6,115970.17,695821.02,,125247.78
S038090,2024-07-24,CUST01944,PROD04569,4,33640.32,134561.28,10,24221.03
S038091,2025-04-05,CUST08283,PROD03887,10,148199.02,1481990.2,15,266758.24
S038092,2023-05-13,CUST00142,PROD01487,9,39611.32,356501.88,15,64170.34
S038093,2024-08-07,CUST01001,PROD01264,2,149295.59,298591.18,0,53746.41
S038094,2025-08-06,CUST08109,PROD01060,7,132726.55,929085.85,,167235.45
S038095,2024-06-30,CUST00339,PROD00070,13,107179.82,1393337.66,5,250800.78
S038096,2023-06-04,CUST02511,PROD01476,13,77635.93,1009267.09,15,181668.08
S038097,2024-07-26,CUST01818,PROD02499,14,73451.07,1028314.98,5,185096.7
S038098,2023-02-16,CUST06144,PROD01194,2,47822.98,95645.96,0,17216.27
S038099,2023-11-11,CUST08580,PROD04116,6,84850.42,509102.52,15,91638.45
S038100,2025-08-25,CUST03041,PROD01639,1,142968.11,142968.11,0,25734.26
S038101,2024-02-19,CUST02996,PROD01373,14,28649.93,401099.02,15,72197.82
S038102,2023-07-28,CUST02716,PROD02437,1,51081.55,51081.55,15,9194.68
S038103,2024-08-19,CUST06999,PROD02696,8,9654.16,77233.28,0,13901.99
S038104,2025-12-19,CUST00625,PROD02974,2,57868.94,115737.88,5,20832.82
S038105,2024-08-01,CUST01489,PROD01662,10,98062.59,980625.9,0,176512.66
S038106,2025-01-06,CUST05638,PROD03887,4,148199.02,592796.08,10,106703.29
S038107,2023-11-18,CUST07085,PROD03298,2,14449.12,28898.24,10,5201.68
S038108,2025-04-27,CUST09985,PROD01878,7,42078.76,294551.32,,53019.24
S038109,2023-07-02,CUST03614,PROD02478,5,96194.97,480974.85,,86575.47
S038110,2024-05-24,CUST08078,PROD04455,1,5746.05,5746.05,15,1034.29
S038111,2025-12-11,CUST02604,PROD03651,6,4597.99,27587.94,,4965.83
S038112,2025-03-25,CUST01371,PROD01312,8,84422.06,675376.48,,121567.77
S038113,2024-08-27,CUST07101,PROD03473,11,11453.47,125988.17,,22677.87
S038114,2025-09-23,CUST09814,PROD02935,11,29114.71,320261.81,5,57647.13
S038115,2023-02-17,CUST02574,PROD03569,10,96761.17,967611.7,15,174170.11
S038116,2025-09-19,CUST07722,PROD01653,6,34862.93,209177.58,15,37651.96
S038117,2023-11-20,CUST04010,PROD03786,2,67931.84,135863.68,5,24455.46
S038118,2024-04-26,CUST00019,PROD01760,5,129147.74,645738.7,5,116232.97
S038119,2023-03-15,CUST05644,PROD04037,11,131905.7,1450962.7,5,261173.29
S038120,2024-11-27,CUST03001,PROD03212,3,92223.44,276670.32,15,49800.66
S038121,2024-08-21,CUST01650,PROD03952,1,108711.11,108711.11,0,19568.0
S038122,2023-01-19,CUST01736,PROD01516,13,149021.56,1937280.28,0,348710.45
S038123,2024-12-26,CUST02413,PROD00106,6,27377.67,164266.02,15,29567.88
S038124,2024-12-20,CUST00576,PROD04074,6,62179.42,373076.52,,67153.77
S038125,2025-07-01,CUST02807,PROD00998,6,36191.82,217150.92,5,39087.17
S038126,2023-03-29,CUST05773,PROD02945,8,132739.23,1061913.84,10,191144.49
S038127,2024-07-31,CUST03993,PROD03713,1,20622.62,20622.62,15,3712.07
S038128,2024-10-01,CUST01920,PROD03750,13,129025.53,1677331.89,0,301919.74
S038129,2023-06-23,CUST05092,PROD00263,9,89705.15,807346.35,,145322.34
S038130,2023-03-11,CUST09892,PROD01457,13,46320.77,602170.01,10,108390.6
S038131,2024-12-05,CUST06808,PROD04712,1,104455.93,104455.93,,18802.07
S038132,2024-01-21,CUST00753,PROD03886,14,76531.15,1071436.1,0,192858.5
S038133,2025-11-22,CUST01793,PROD03488,1,21476.7,21476.7,10,3865.81
S038134,2023-06-18,CUST03863,PROD02831,4,77841.57,311366.28,0,56045.93
S038135,2024-08-18,CUST04028,PROD02108,3,75457.6,226372.8,10,40747.1
S038136,2025-06-25,CUST02413,PROD04646,11,43717.54,480892.94,10,86560.73
S038137,2023-03-15,CUST02749,PROD04104,11,95444.46,1049889.06,0,188980.03
S038138,2023-02-05,CUST07762,PROD04262,1,40711.78,40711.78,10,7328.12
S038139,2025-12-08,CUST04793,PROD04029,7,75166.74,526167.18,5,94710.09
S038140,2023-06-15,CUST07864,PROD03507,7,81115.38,567807.66,15,102205.38
S038141,2024-11-01,CUST00917,PROD02408,14,87085.95,1219203.3,5,219456.59
S038142,2024-06-04,CUST06844,PROD04515,7,146156.64,1023096.48,15,184157.37
S038143,2024-01-08,CUST05059,PROD01602,9,50157.73,451419.57,10,81255.52
S038144,2023-01-15,CUST07417,PROD03236,7,106242.25,743695.75,15,133865.23
S038145,2023-01-24,CUST08587,PROD01338,9,126385.91,1137473.19,0,204745.17
S038146,2023-08-28,CUST09581,PROD03166,12,134383.47,1612601.64,5,290268.3
S038147,2024-08-10,CUST00317,PROD04390,6,98263.47,589580.82,,106124.55
S038148,2023-01-21,CUST09429,PROD02974,5,57868.94,289344.7,0,52082.05
S038149,2023-09-06,CUST09134,PROD03531,11,20226.85,222495.35,0,40049.16
S038150,2025-07-07,CUST00217,PROD00538,5,145183.14,725915.7,10,130664.83
S038151,2025-05-29,CUST06773,PROD04854,8,89432.55,715460.4,10,128782.87
S038152,2025-04-24,CUST09523,PROD03055,7,97937.0,685559.0,0,123400.62
S038153,2024-04-18,CUST03218,PROD04534,7,62753.65,439275.55,,79069.6
S038154,2024-08-30,CUST00833,PROD00840,10,59587.02,595870.2,10,107256.64
S038155,2023-07-26,CUST03079,PROD02506,1,2494.22,2494.22,0,448.96
S038156,2024-08-19,CUST04096,PROD03489,8,62169.11,497352.88,10,89523.52
S038157,2023-02-01,CUST03228,PROD02513,9,104544.67,940902.03,15,169362.37
S038158,2023-04-14,CUST05549,PROD01649,13,130032.75,1690425.75,0,304276.64
S038159,2025-12-16,CUST09203,PROD02633,10,10617.62,106176.2,,19111.72
S038160,2025-12-16,CUST08723,PROD00438,6,106492.91,638957.46,0,115012.34
S038161,2024-02-12,CUST08716,PROD00336,5,116618.16,583090.8,,104956.34
S038162,2023-06-29,CUST05688,PROD02202,13,37444.7,486781.1,15,87620.6
S038163,2024-11-18,CUST05283,PROD04184,1,25987.95,25987.95,10,4677.83
S038164,2025-11-21,CUST05824,PROD01016,1,72350.92,72350.92,15,13023.17
S038165,2024-07-17,CUST01787,PROD04112,10,103423.9,1034239.0,,186163.02
S038166,2024-06-12,CUST05413,PROD01616,6,85118.52,510711.12,0,91928.0
S038167,2024-07-13,CUST08000,PROD03393,8,117914.84,943318.72,15,169797.37
S038168,2023-05-04,CUST04191,PROD04103,7,68197.77,477384.39,,85929.19
S038169,2023-05-10,CUST06441,PROD01229,6,13327.09,79962.54,15,14393.26
S038170,2023-02-24,CUST08988,PROD00177,9,69093.25,621839.25,,111931.06
S038171,2025-10-10,CUST09702,PROD04245,3,2035.62,6106.86,15,1099.23
S038172,2024-06-29,CUST05877,PROD02129,13,80769.45,1050002.85,10,189000.51
S038173,2025-09-17,CUST03316,PROD04926,1,125975.81,125975.81,10,22675.65
S038174,2023-02-27,CUST09122,PROD03954,1,141738.03,141738.03,5,25512.85
S038175,2023-10-04,CUST05818,PROD03265,11,102770.25,1130472.75,10,203485.1
S038176,2023-11-22,CUST05444,PROD01655,8,49302.9,394423.2,,70996.18
S038177,2024-09-03,CUST08564,PROD03448,9,38147.12,343324.08,0,61798.33
S038178,2025-12-12,CUST04073,PROD00137,11,70784.21,778626.31,0,140152.74
S038179,2025-05-03,CUST02347,PROD03537,14,1058.38,14817.32,5,2667.12
S038180,2023-07-24,CUST07357,PROD03846,12,7387.23,88646.76,15,15956.42
S038181,2025-08-27,CUST01041,PROD00073,1,6257.64,6257.64,10,1126.38
S038182,2024-01-28,CUST01225,PROD03006,6,28591.75,171550.5,15,30879.09
S038183,2025-01-14,CUST09656,PROD00042,11,104482.81,1149310.91,10,206875.96
S038184,2024-10-24,CUST04194,PROD01031,2,70937.16,141874.32,5,25537.38
S038185,2023-11-21,CUST07144,PROD00260,12,73067.26,876807.12,5,157825.28
S038186,2023-03-10,CUST09742,PROD02926,10,112077.92,1120779.2,0,201740.26
S038187,2023-08-21,CUST09935,PROD00548,4,99027.75,396111.0,,71299.98
S038188,2025-05-23,CUST09862,PROD00613,3,50806.99,152420.97,10,27435.77
S038189,2024-10-27,CUST02389,PROD04857,8,37298.18,298385.44,5,53709.38
S038190,2024-03-02,CUST00776,PROD03290,10,102462.24,1024622.4,15,184432.03
S038191,2024-02-25,CUST06197,PROD03682,8,50871.02,406968.16,15,73254.27
S038192,2024-12-05,CUST08153,PROD02791,11,116620.45,1282824.95,5,230908.49
S038193,2024-04-26,CUST02276,PROD03606,1,18608.63,18608.63,0,3349.55
S038194,2025-03-30,CUST05282,PROD00947,9,56845.91,511613.19,15,92090.37
S038195,2025-03-20,CUST08990,PROD03604,11,55313.43,608447.73,15,109520.59
S038196,2025-09-20,CUST05073,PROD04907,8,142717.19,1141737.52,15,205512.75
S038197,2023-12-13,CUST08156,PROD02579,12,120613.66,1447363.92,,260525.51
S038198,2023-03-04,CUST09198,PROD01884,7,140819.64,985737.48,0,177432.75
S038199,2023-12-09,CUST03848,PROD00092,8,19164.75,153318.0,0,27597.24
S038200,2023-04-21,CUST06795,PROD01733,4,81890.82,327563.28,15,58961.39
S038201,2025-05-14,CUST03988,PROD04263,10,21549.05,215490.5,5,38788.29
S038202,2025-01-03,CUST02703,PROD04914,11,36064.1,396705.1,10,71406.92
S038203,2024-10-23,CUST09392,PROD01781,14,8978.18,125694.52,10,22625.01
S038204,2025-03-12,CUST09178,PROD02753,12,91026.95,1092323.4,10,196618.21
S038205,2025-11-13,CUST02508,PROD04670,7,48952.64,342668.48,10,61680.33
S038206,2023-11-06,CUST03275,PROD00200,9,106595.56,959360.04,5,172684.81
S038207,2023-02-22,CUST07056,PROD03102,9,82554.85,742993.65,,133738.86
S038208,2024-06-16,CUST00744,PROD02172,7,23160.7,162124.9,0,29182.48
S038209,2024-07-12,CUST05357,PROD02787,9,135332.71,1217994.39,,219238.99
S038210,2024-07-10,CUST08731,PROD00757,3,30988.4,92965.2,,16733.74
S038211,2024-09-07,CUST02176,PROD01750,4,126634.05,506536.2,0,91176.52
S038212,2025-04-19,CUST01535,PROD02053,12,28283.33,339399.96,,61091.99
S038213,2025-04-12,CUST04238,PROD00639,6,105000.52,630003.12,5,113400.56
S038214,2024-07-26,CUST04224,PROD00864,11,100113.95,1101253.45,,198225.62
S038215,2024-04-13,CUST04285,PROD04174,4,142807.41,571229.64,15,102821.34
S038216,2025-05-27,CUST01746,PROD01470,6,111983.49,671900.94,10,120942.17
S038217,2024-07-28,CUST06949,PROD01902,6,92130.37,552782.22,5,99500.8
S038218,2025-05-31,CUST09624,PROD04422,2,39593.36,79186.72,,14253.61
S038219,2024-04-08,CUST00404,PROD04784,1,67607.95,67607.95,,12169.43
S038220,2023-03-18,CUST05439,PROD00463,6,110211.17,661267.02,15,119028.06
S038221,2023-02-04,CUST03228,PROD04877,10,41239.43,412394.3,10,74230.97
S038222,2024-12-10,CUST02504,PROD03945,7,114476.06,801332.42,,144239.84
S038223,2024-01-22,CUST05320,PROD04844,5,33336.39,166681.95,10,30002.75
S038224,2023-06-22,CUST08724,PROD01966,3,6217.63,18652.89,15,3357.52
S038225,2023-09-14,CUST00533,PROD04504,12,114505.13,1374061.56,15,247331.08
S038226,2024-03-04,CUST05632,PROD03753,2,80692.46,161384.92,,29049.29
S038227,2025-01-16,CUST04158,PROD03624,8,103872.75,830982.0,,149576.76
S038228,2023-12-12,CUST08483,PROD02712,6,98808.75,592852.5,,106713.45
S038229,2024-11-20,CUST09321,PROD03105,1,94164.22,94164.22,,16949.56
S038230,2024-01-12,CUST08935,PROD02504,4,64615.58,258462.32,0,46523.22
S038231,2023-07-28,CUST09547,PROD04061,13,117391.98,1526095.74,10,274697.23
S038232,2023-06-24,CUST06306,PROD02804,4,78112.49,312449.96,,56240.99
S038233,2025-12-19,CUST07539,PROD00830,7,46329.55,324306.85,0,58375.23
S038234,2025-02-11,CUST04786,PROD02078,2,41095.05,82190.1,10,14794.22
S038235,2023-10-21,CUST09987,PROD00317,1,122578.1,122578.1,15,22064.06
S038236,2024-10-07,CUST09829,PROD01872,3,131723.97,395171.91,10,71130.94
S038237,2023-03-12,CUST04344,PROD00543,12,64450.33,773403.96,5,139212.71
S038238,2024-09-02,CUST01511,PROD00514,9,55888.64,502997.76,0,90539.6
S038239,2024-04-15,CUST06564,PROD00842,9,149454.25,1345088.25,15,242115.88
S038240,2024-02-24,CUST06820,PROD03861,11,43022.57,473248.27,0,85184.69
S038241,2024-11-08,CUST06335,PROD00436,10,10559.17,105591.7,0,19006.51
S038242,2025-03-06,CUST09036,PROD00960,3,147223.97,441671.91,,79500.94
S038243,2024-10-19,CUST06680,PROD03590,14,133031.48,1862440.72,10,335239.33
S038244,2025-08-08,CUST08893,PROD01122,12,85590.02,1027080.24,10,184874.44
S038245,2024-01-16,CUST06484,PROD03356,14,100536.02,1407504.28,15,253350.77
S038246,2025-09-16,CUST08775,PROD00105,3,53790.1,161370.3,15,29046.65
S038247,2023-08-16,CUST05121,PROD01156,5,139048.94,695244.7,10,125144.05
S038248,2025-04-15,CUST06057,PROD00134,11,56249.98,618749.78,0,111374.96
S038249,2024-03-13,CUST07415,PROD04806,8,132011.42,1056091.36,5,190096.44
S038250,2024-06-11,CUST09340,PROD04429,2,76913.7,153827.4,,27688.93
S038251,2023-06-12,CUST07497,PROD01784,12,84551.17,1014614.04,15,182630.53
S038252,2023-03-20,CUST02179,PROD03590,7,133031.48,931220.36,15,167619.66
S038253,2024-05-16,CUST03147,PROD02409,11,11002.77,121030.47,5,21785.48
S038254,2025-08-24,CUST03305,PROD00040,7,93202.23,652415.61,0,117434.81
S038255,2023-11-01,CUST05841,PROD01723,5,48671.69,243358.45,,43804.52
S038256,2023-05-09,CUST07005,PROD02663,10,39463.98,394639.8,0,71035.16
S038257,2025-03-26,CUST00087,PROD03496,2,38688.39,77376.78,5,13927.82
S038258,2025-12-24,CUST07444,PROD03565,13,57019.36,741251.68,0,133425.3
S038259,2023-11-14,CUST05313,PROD02769,14,6313.88,88394.32,10,15910.98
S038260,2025-04-13,CUST08658,PROD01541,4,33687.05,134748.2,10,24254.68
S038261,2025-06-11,CUST08642,PROD02357,6,3015.44,18092.64,10,3256.68
S038262,2025-04-08,CUST08265,PROD03441,5,76241.32,381206.6,5,68617.19
S038263,2025-06-26,CUST00094,PROD02256,10,95387.63,953876.3,15,171697.73
S038264,2025-01-22,CUST06780,PROD03362,3,67391.88,202175.64,10,36391.62
S038265,2025-07-05,CUST00706,PROD03613,11,80750.56,888256.16,5,159886.11
S038266,2023-10-25,CUST04848,PROD02829,4,144909.72,579638.88,10,104335.0
S038267,2024-04-22,CUST00670,PROD04056,1,65412.39,65412.39,15,11774.23
S038268,2023-12-29,CUST08990,PROD03100,6,2370.43,14222.58,,2560.06
S038269,2024-07-20,CUST08140,PROD01653,11,34862.93,383492.23,10,69028.6
S038270,2025-08-28,CUST08309,PROD02064,2,87081.05,174162.1,15,31349.18
S038271,2024-10-20,CUST03458,PROD03778,8,39010.72,312085.76,10,56175.44
S038272,2025-11-21,CUST09318,PROD04734,7,9476.75,66337.25,,11940.7
S038273,2025-09-01,CUST05656,PROD04365,14,126622.85,1772719.9,,319089.58
S038274,2023-11-14,CUST00917,PROD04407,3,30433.19,91299.57,,16433.92
S038275,2024-03-06,CUST00917,PROD01370,14,38113.9,533594.6,15,96047.03
S038276,2025-09-23,CUST03854,PROD04099,4,109040.98,436163.92,15,78509.51
S038277,2025-07-12,CUST04237,PROD01614,13,97872.35,1272340.55,,229021.3
S038278,2024-07-18,CUST07119,PROD02338,2,124061.98,248123.96,0,44662.31
S038279,2025-09-26,CUST08659,PROD01870,5,122196.84,610984.2,10,109977.16
S038280,2024-03-31,CUST05559,PROD01839,6,127461.79,764770.74,,137658.73
S038281,2025-12-10,CUST01652,PROD02921,4,41834.95,167339.8,5,30121.16
S038282,2024-09-17,CUST09878,PROD04334,4,78118.79,312475.16,0,56245.53
S038283,2023-12-01,CUST09918,PROD04255,6,43985.5,263913.0,15,47504.34
S038284,2025-05-14,CUST09902,PROD03845,5,29454.99,147274.95,10,26509.49
S038285,2024-11-30,CUST01986,PROD02347,5,70964.77,354823.85,5,63868.29
S038286,2025-04-28,CUST01425,PROD03749,9,76049.98,684449.82,0,123200.97
S038287,2025-05-12,CUST02614,PROD03087,9,84477.42,760296.78,0,136853.42
S038288,2025-12-17,CUST00747,PROD04485,13,127961.01,1663493.13,0,299428.76
S038289,2024-10-09,CUST08493,PROD03562,3,123565.04,370695.12,0,66725.12
S038290,2024-10-08,CUST05021,PROD00372,6,89762.87,538577.22,10,96943.9
S038291,2025-10-17,CUST00632,PROD02931,11,90175.07,991925.77,15,178546.64
S038292,2025-10-05,CUST08097,PROD01756,11,121982.0,1341802.0,15,241524.36
S038293,2025-05-13,CUST02140,PROD01014,3,44252.49,132757.47,15,23896.34
S038294,2025-07-18,CUST01272,PROD04677,4,101972.79,407891.16,,73420.41
S038295,2025-05-23,CUST09409,PROD00382,9,13423.62,120812.58,10,21746.26
S038296,2024-05-08,CUST04323,PROD01613,13,99684.24,1295895.12,0,233261.12
S038297,2025-09-16,CUST04579,PROD02982,8,11662.55,93300.4,,16794.07
S038298,2024-10-27,CUST01974,PROD01754,6,8770.89,52625.34,5,9472.56
S038299,2025-12-15,CUST08089,PROD00316,5,115103.75,575518.75,5,103593.38
S038300,2025-12-23,CUST00022,PROD01838,11,140314.81,1543462.91,0,277823.32
S038301,2023-01-26,CUST04890,PROD02351,1,73500.66,73500.66,15,13230.12
S038302,2023-06-27,CUST03281,PROD03423,13,143211.65,1861751.45,10,335115.26
S038303,2024-01-04,CUST02101,PROD02826,13,113840.88,1479931.44,,266387.66
S038304,2024-06-27,CUST06722,PROD03883,14,70992.13,993889.82,15,178900.17
S038305,2024-03-11,CUST01545,PROD04812,10,75526.25,755262.5,5,135947.25
S038306,2024-06-02,CUST06922,PROD01304,8,67801.1,542408.8,5,97633.58
S038307,2025-10-15,CUST06739,PROD02680,6,49568.0,297408.0,10,53533.44
S038308,2024-07-11,CUST03931,PROD00563,10,8559.82,85598.2,15,15407.68
S038309,2025-05-07,CUST03000,PROD00234,13,19184.97,249404.61,5,44892.83
S038310,2024-07-24,CUST02961,PROD01249,10,60365.75,603657.5,,108658.35
S038311,2023-09-17,CUST03230,PROD00400,12,25779.91,309358.92,10,55684.61
S038312,2023-08-05,CUST06605,PROD00834,9,137843.13,1240588.17,10,223305.87
S038313,2024-10-20,CUST02120,PROD00140,5,92388.45,461942.25,5,83149.6
S038314,2024-07-02,CUST09884,PROD01689,7,24349.45,170446.15,15,30680.31
S038315,2024-11-04,CUST03937,PROD01036,6,72740.56,436443.36,,78559.8
S038316,2023-06-18,CUST08957,PROD03982,6,30304.72,181828.32,,32729.1
S038317,2024-05-07,CUST04832,PROD04437,4,25878.05,103512.2,5,18632.2
S038318,2023-02-04,CUST04293,PROD00646,10,89189.74,891897.4,0,160541.53
S038319,2024-01-25,CUST05340,PROD03514,2,59902.57,119805.14,0,21564.93
S038320,2023-03-03,CUST06877,PROD00847,5,85485.28,427426.4,5,76936.75
S038321,2025-06-16,CUST00824,PROD00608,6,8846.62,53079.72,,9554.35
S038322,2023-12-26,CUST09192,PROD00629,1,67632.01,67632.01,5,12173.76
S038323,2024-03-24,CUST08086,PROD00804,13,113631.91,1477214.83,5,265898.67
S038324,2023-01-03,CUST05354,PROD03611,2,28057.79,56115.58,5,10100.8
S038325,2024-07-10,CUST09437,PROD00044,14,123303.84,1726253.76,,310725.68
S038326,2025-07-29,CUST07878,PROD02287,12,110332.79,1323993.48,5,238318.83
S038327,2024-05-17,CUST03948,PROD00869,2,3493.98,6987.96,10,1257.83
S038328,2023-05-16,CUST04223,PROD02877,1,79634.56,79634.56,15,14334.22
S038329,2025-12-11,CUST09292,PROD00474,11,131136.52,1442501.72,5,259650.31
S038330,2024-10-25,CUST00974,PROD03049,10,102204.6,1022046.0,15,183968.28
S038331,2023-03-10,CUST04198,PROD00327,10,126644.83,1266448.3,0,227960.69
S038332,2024-08-21,CUST09567,PROD03762,6,34789.35,208736.1,,37572.5
S038333,2024-12-11,CUST07162,PROD00696,3,72260.71,216782.13,,39020.78
S038334,2024-03-09,CUST02394,PROD02066,3,130642.92,391928.76,15,70547.18
S038335,2024-05-12,CUST01549,PROD03902,13,6418.8,83444.4,,15019.99
S038336,2023-07-01,CUST04100,PROD04984,11,59485.46,654340.06,0,117781.21
S038337,2025-07-11,CUST02418,PROD00395,4,44695.02,178780.08,,32180.41
S038338,2023-10-14,CUST02229,PROD02948,2,80337.87,160675.74,0,28921.63
S038339,2025-07-07,CUST00794,PROD00219,6,55473.85,332843.1,10,59911.76
S038340,2023-10-25,CUST04567,PROD00518,11,99553.57,1095089.27,0,197116.07
S038341,2023-07-23,CUST01935,PROD00500,10,149422.33,1494223.3,5,268960.19
S038342,2025-03-04,CUST05558,PROD01046,9,74035.96,666323.64,10,119938.26
S038343,2025-10-01,CUST09906,PROD04032,10,1093.95,10939.5,10,1969.11
S038344,2024-01-25,CUST08960,PROD00394,14,49622.52,694715.28,,125048.75
S038345,2025-08-04,CUST03283,PROD02436,3,87354.45,262063.35,5,47171.4
S038346,2025-01-08,CUST03459,PROD00016,13,131537.33,1709985.29,0,307797.35
S038347,2023-12-11,CUST00481,PROD01081,5,17530.32,87651.6,5,15777.29
S038348,2024-06-04,CUST03165,PROD04418,10,15389.22,153892.2,,27700.6
S038349,2023-12-25,CUST09765,PROD00278,6,60356.92,362141.52,0,65185.47
S038350,2025-09-19,CUST06321,PROD03167,8,100051.94,800415.52,5,144074.79
S038351,2024-02-03,CUST00609,PROD04681,6,5232.14,31392.84,15,5650.71
S038352,2025-06-29,CUST09200,PROD04312,4,110434.19,441736.76,10,79512.62
S038353,2024-04-13,CUST03177,PROD00930,10,67587.24,675872.4,5,121657.03
S038354,2023-04-12,CUST04655,PROD03054,6,138437.35,830624.1,,149512.34
S038355,2024-04-21,CUST07518,PROD04448,8,99988.2,799905.6,0,143983.01
S038356,2025-01-21,CUST08976,PROD00937,12,56133.37,673600.44,0,121248.08
S038357,2024-01-21,CUST04353,PROD02413,8,20858.59,166868.72,10,30036.37
S038358,2024-04-08,CUST02224,PROD01146,9,141993.53,1277941.77,10,230029.52
S038359,2024-01-23,CUST04984,PROD03371,4,147801.31,591205.24,,106416.94
S038360,2023-06-10,CUST07849,PROD02617,4,35780.65,143122.6,10,25762.07
S038361,2024-12-30,CUST09422,PROD01682,10,134830.29,1348302.9,,242694.52
S038362,2025-11-30,CUST07883,PROD01746,11,36968.34,406651.74,10,73197.31
S038363,2025-09-13,CUST05006,PROD00364,10,129856.01,1298560.1,15,233740.82
S038364,2025-03-12,CUST09348,PROD02640,12,5243.06,62916.72,,11325.01
S038365,2024-12-24,CUST03094,PROD02130,13,15964.32,207536.16,10,37356.51
S038366,2025-03-22,CUST01550,PROD00667,7,53441.26,374088.82,5,67335.99
S038367,2025-12-20,CUST05450,PROD00618,6,22440.04,134640.24,15,24235.24
S038368,2024-02-01,CUST06012,PROD02183,14,139121.91,1947706.74,0,350587.21
S038369,2025-12-04,CUST05294,PROD00425,8,36023.28,288186.24,10,51873.52
S038370,2024-04-14,CUST08193,PROD02546,8,149086.39,1192691.12,0,214684.4
S038371,2023-11-29,CUST07004,PROD03544,13,132644.22,1724374.86,5,310387.47
S038372,2023-12-13,CUST06466,PROD03151,4,60043.78,240175.12,,43231.52
S038373,2025-01-18,CUST07312,PROD00253,3,6831.79,20495.37,0,3689.17
S038374,2025-03-12,CUST02002,PROD01948,8,108353.12,866824.96,0,156028.49
S038375,2023-03-13,CUST07208,PROD03405,12,19694.91,236338.92,15,42541.01
S038376,2025-11-05,CUST09313,PROD04982,10,99668.81,996688.1,5,179403.86
S038377,2024-06-20,CUST07245,PROD02209,9,29215.17,262936.53,0,47328.58
S038378,2024-09-21,CUST04491,PROD02448,6,146932.33,881593.98,10,158686.92
S038379,2024-01-04,CUST04637,PROD01179,7,140798.32,985588.24,0,177405.88
S038380,2024-03-26,CUST03776,PROD03470,1,135763.37,135763.37,5,24437.41
S038381,2023-05-22,CUST03561,PROD04744,1,72696.4,72696.4,,13085.35
S038382,2024-03-09,CUST02184,PROD00475,5,142174.64,710873.2,10,127957.18
S038383,2024-02-11,CUST02942,PROD04278,5,46411.47,232057.35,15,41770.32
S038384,2024-11-16,CUST01229,PROD02987,3,137337.47,412012.41,5,74162.23
S038385,2025-11-01,CUST09335,PROD01495,1,26084.58,26084.58,10,4695.22
S038386,2025-01-03,CUST05204,PROD00702,10,25969.62,259696.2,0,46745.32
S038387,2023-08-13,CUST06112,PROD01274,8,127332.25,1018658.0,15,183358.44
S038388,2023-05-04,CUST06103,PROD00660,6,19798.05,118788.3,0,21381.89
