Account_ID,Customer_ID,Branch_Name,Account_Type,Account_Balance,Credit_Card_Usage
1162,3034,Bangalore Branch,Loan,807150.35,118609.83
1163,3983,Ahmedabad Branch,Savings,1546957.39,19642.39
1164,2537,Bangalore Branch,Current,78689.76,70505.31
1165,4211,Pune Branch,Current,181409.28,82222.63
1166,724,Pune Branch,Savings,1148140.69,57986.45
1167,3873,Delhi Central Branch,Savings,1581286.03,211437.11
1168,3257,Ahmedabad Branch,Loan,980699.35,176777.71
1169,3307,Chennai Branch,Loan,1449136.0,166554.02
1170,1415,Kolkata Branch,Current,1870700.74,129016.01
1171,2361,Pune Branch,Loan,1307812.05,167886.04
1172,3067,Ahmedabad Branch,Loan,1144173.34,135285.02
1173,2229,Mumbai Main Branch,Savings,1641611.67,28525.54
1174,2827,Kolkata Branch,Current,746078.03,122786.67
1175,3049,Ahmedabad Branch,Savings,1453091.98,107360.09
1176,1891,Delhi Central Branch,Loan,742743.08,144468.11
1177,2788,Pune Branch,Current,1199425.2,231307.83
1178,392,Pune Branch,Loan,1561361.46,205163.75
1179,2704,Delhi Central Branch,Current,1817534.13,221953.72
1180,3446,Hyderabad Branch,Loan,1058937.04,13837.31
1181,3775,Delhi Central Branch,Current,1529763.65,199851.4
1182,200,Mumbai Main Branch,Loan,1703212.05,272729.86
1183,4975,Ahmedabad Branch,Current,1047591.33,107818.7
1184,3481,Kolkata Branch,Loan,1110623.69,144089.68
1185,2488,Mumbai Main Branch,Loan,1539920.11,229806.62
1186,667,Hyderabad Branch,Loan,752755.36,210753.74
1187,4372,Pune Branch,Current,1690191.86,240289.3
1188,1512,Kolkata Branch,Loan,237952.39,239276.54
1189,4451,Mumbai Main Branch,Current,1220286.38,176379.0
1190,4438,Ahmedabad Branch,Savings,1919500.88,91500.41
1191,4275,Delhi Central Branch,Current,1382192.98,296406.16
1192,3291,Pune Branch,Current,1810514.55,224886.79
1193,3442,Pune Branch,Loan,1969630.07,92000.48
1194,2317,Bangalore Branch,Loan,1084033.56,40904.17
1195,1766,Pune Branch,Savings,196384.78,35516.22
1196,1103,Bangalore Branch,Current,1252639.86,142239.34
1197,3981,Hyderabad Branch,Savings,908441.53,29832.61
1198,4771,Bangalore Branch,Loan,361584.38,85561.05
1199,3984,Kolkata Branch,Loan,1946048.29,161992.83
1200,4984,Hyderabad Branch,Savings,349536.55,39608.86
1201,3654,Mumbai Main Branch,Savings,72410.71,123181.91
1202,3716,Chennai Branch,Current,1539022.28,185948.39
1203,3932,Kolkata Branch,Savings,410144.57,230009.46
1204,466,Pune Branch,Savings,846044.33,260116.56
1205,1073,Bangalore Branch,Savings,968376.43,292798.21
1206,119,Mumbai Main Branch,Current,1278484.4,18361.66
1207,4520,Hyderabad Branch,Savings,846025.99,297090.5
1208,3222,Kolkata Branch,Current,227347.16,248341.26
1209,615,Pune Branch,Current,463176.25,6804.16
1210,239,Ahmedabad Branch,Savings,757201.78,287783.23
1211,4368,Mumbai Main Branch,Savings,1555804.83,158815.59
1212,406,Pune Branch,Savings,1617179.32,233043.98
1213,3945,Hyderabad Branch,Current,1283678.59,150024.1
1214,173,Ahmedabad Branch,Current,1186682.99,216716.34
1215,3483,Chennai Branch,Loan,1875017.72,2012.78
1216,3719,Bangalore Branch,Current,1375703.7,77040.4
1217,1289,Pune Branch,Savings,563311.35,274182.78
1218,4443,Mumbai Main Branch,Savings,1970554.07,19117.3
1219,2563,Pune Branch,Loan,1552633.74,241316.38
1220,3012,Pune Branch,Loan,66375.05,244546.16
1221,3635,Delhi Central Branch,Loan,376976.8,31183.53
1222,1480,Pune Branch,Loan,861368.78,31525.01
1223,582,Hyderabad Branch,Loan,706471.49,79580.38
1224,20,Chennai Branch,Savings,336625.22,122060.82
1225,1663,Ahmedabad Branch,Loan,379459.77,39262.33
1226,531,Ahmedabad Branch,Savings,1482877.25,105858.64
1227,4310,Mumbai Main Branch,Savings,1165264.83,229507.01
1228,1614,Bangalore Branch,Current,1830496.59,100848.1
1229,2575,Ahmedabad Branch,Loan,979054.04,149984.62
1230,4591,Hyderabad Branch,Loan,451120.47,47615.46
1231,1836,Mumbai Main Branch,Current,1560251.61,106239.82
1232,1176,Mumbai Main Branch,Current,1403885.05,20530.07
1233,3360,Kolkata Branch,Loan,1615051.68,228399.4
1234,616,Chennai Branch,Current,1765037.77,228051.38
1235,3163,Bangalore Branch,Loan,758808.83,158972.8
1236,457,Pune Branch,Loan,1014510.58,40090.26
1237,2892,Ahmedabad Branch,Loan,1283160.57,220033.66
1238,2727,Ahmedabad Branch,Loan,559198.16,80615.74
1239,440,Bangalore Branch,Loan,1084506.54,141004.66
1240,2085,Mumbai Main Branch,Loan,388232.37,222591.27
1241,3332,Ahmedabad Branch,Current,113722.54,186327.78
1242,3112,Delhi Central Branch,Savings,1021942.43,234148.52
1243,3344,Delhi Central Branch,Current,652544.62,118333.89
1244,344,Ahmedabad Branch,Savings,1253403.45,205216.26
1245,4885,Bangalore Branch,Loan,1266298.52,76571.02
1246,594,Hyderabad Branch,Savings,428076.49,252332.31
1247,3542,Hyderabad Branch,Loan,1395609.77,49028.05
1248,4977,Bangalore Branch,Current,348404.78,20518.61
1249,3869,Mumbai Main Branch,Loan,669397.07,261247.97
1250,2089,Chennai Branch,Savings,757483.66,3954.83
1251,2348,Kolkata Branch,Current,1439875.4,8340.61
1252,752,Pune Branch,Savings,1123668.58,225716.12
1253,1683,Mumbai Main Branch,Loan,1005173.35,72336.3
1254,2281,Bangalore Branch,Savings,544614.67,218722.13
1255,2718,Mumbai Main Branch,Loan,1182779.95,267699.28
1256,3813,Kolkata Branch,Savings,1626282.92,137267.25
1257,4977,Ahmedabad Branch,Current,688830.41,85115.77
1258,4770,Bangalore Branch,Loan,1195149.52,53461.15
1259,2880,Ahmedabad Branch,Loan,765555.51,10458.45
1260,2648,Hyderabad Branch,Loan,812736.15,208891.89
1261,2120,Chennai Branch,Loan,257328.85,284317.38
1262,2102,Bangalore Branch,Savings,1772044.67,142795.15
1263,2443,Pune Branch,Loan,1722445.17,207024.47
1264,2523,Bangalore Branch,Savings,696998.86,14956.56
1265,4851,Hyderabad Branch,Loan,1003806.94,169944.73
1266,3249,Mumbai Main Branch,Loan,148561.46,103423.0
1267,3349,Bangalore Branch,Current,797163.46,134650.78
1268,4489,Chennai Branch,Current,243466.54,152408.54
1269,1496,Mumbai Main Branch,Savings,1740700.56,39993.47
1270,964,Mumbai Main Branch,Loan,1515689.73,190516.86
1271,4451,Pune Branch,Current,918337.58,60894.12
1272,100,Kolkata Branch,Loan,1122377.07,144944.93
1273,4973,Ahmedabad Branch,Loan,930435.43,64675.57
1274,4197,Mumbai Main Branch,Savings,1973893.39,227122.62
1275,1553,Chennai Branch,Savings,1662983.91,204310.79
1276,2070,Delhi Central Branch,Loan,1032077.06,248036.97
1277,3597,Hyderabad Branch,Loan,171587.65,76808.02
1278,4379,Kolkata Branch,Loan,1620460.82,238228.61
1279,2176,Pune Branch,Current,1738526.27,174746.13
1280,4441,Pune Branch,Savings,1118251.88,114501.61
1281,374,Pune Branch,Current,1005381.62,95551.93
1282,1306,Chennai Branch,Current,1055876.61,132061.95
1283,1108,Bangalore Branch,Loan,1604340.98,291593.2
1284,2794,Hyderabad Branch,Savings,1309040.85,280171.18
1285,30,Bangalore Branch,Current,739346.14,294713.18
1286,3530,Mumbai Main Branch,Loan,142518.58,273346.95
1287,3458,Hyderabad Branch,Current,1071078.88,224889.87
1288,3908,Pune Branch,Current,68560.35,116287.41
1289,1218,Kolkata Branch,Savings,793003.9,35626.31
1290,4054,Hyderabad Branch,Savings,1281765.02,163710.46
1291,41,Mumbai Main Branch,Loan,1655393.64,295547.21
1292,3836,Chennai Branch,Loan,1237251.1,55663.27
1293,2380,Bangalore Branch,Current,436398.16,73362.29
1294,347,Ahmedabad Branch,Current,154212.94,52580.65
1295,1909,Ahmedabad Branch,Loan,110992.81,220398.27
1296,2752,Delhi Central Branch,Loan,1068143.34,238713.04
1297,4548,Kolkata Branch,Loan,864719.21,111152.69
1298,157,Chennai Branch,Loan,141281.34,160932.42
1299,3244,Mumbai Main Branch,Savings,1219313.04,36853.94
1300,985,Ahmedabad Branch,Loan,1820270.53,213927.83
1301,2840,Delhi Central Branch,Current,429794.03,169163.89
1302,3851,Pune Branch,Current,994709.62,75857.38
1303,2482,Bangalore Branch,Loan,721139.43,180316.12
1304,3053,Chennai Branch,Current,831682.02,20753.91
1305,33,Chennai Branch,Current,1967611.95,58819.18
1306,4019,Delhi Central Branch,Savings,591821.97,147658.51
1307,3382,Kolkata Branch,Savings,1113830.58,162648.28
1308,717,Bangalore Branch,Savings,1506345.34,197501.24
1309,1306,Delhi Central Branch,Savings,36219.56,11300.06
1310,553,Delhi Central Branch,Current,1707578.46,92143.82
1311,4979,Hyderabad Branch,Loan,142774.58,162849.59
1312,1077,Delhi Central Branch,Loan,228306.58,47881.81
1313,2035,Pune Branch,Current,345913.67,204631.81
1314,1292,Delhi Central Branch,Current,757980.69,221384.15
1315,4014,Pune Branch,Savings,482038.28,153427.2
1316,4282,Pune Branch,Loan,674537.29,207803.71
1317,3185,Chennai Branch,Current,1971215.55,155876.04
1318,3147,Bangalore Branch,Current,1860439.08,183098.21
1319,275,Kolkata Branch,Current,337703.71,129360.64
1320,2293,Bangalore Branch,Savings,1596490.75,68010.65
1321,1392,Mumbai Main Branch,Loan,421267.69,142746.41
1322,3572,Pune Branch,Savings,1173673.08,65201.06
1323,4940,Bangalore Branch,Current,1635519.35,15054.38
1324,345,Bangalore Branch,Loan,1324698.25,211406.44
1325,1731,Mumbai Main Branch,Savings,838710.73,9746.72
1326,572,Pune Branch,Current,1437174.86,186979.71
1327,2347,Hyderabad Branch,Current,1186934.53,261640.39
1328,3353,Ahmedabad Branch,Savings,240574.05,217042.87
1329,421,Ahmedabad Branch,Savings,817931.55,54041.11
1330,3537,Pune Branch,Current,1013232.02,229840.61
1331,316,Pune Branch,Loan,914533.6,82425.34
1332,3621,Chennai Branch,Loan,42418.44,146245.15
1333,4660,Kolkata Branch,Loan,1275031.15,92859.57
1334,4782,Kolkata Branch,Current,1181004.6,297382.08
1335,1246,Pune Branch,Savings,637173.4,143682.01
1336,2142,Delhi Central Branch,Current,1256714.94,47806.17
1337,4012,Ahmedabad Branch,Savings,1537134.42,193794.76
1338,2769,Delhi Central Branch,Current,1454979.58,161769.38
1339,3710,Ahmedabad Branch,Savings,1542731.17,25031.19
1340,3473,Mumbai Main Branch,Savings,1108276.09,249013.34
1341,3795,Ahmedabad Branch,Loan,858972.61,139419.17
1342,3503,Ahmedabad Branch,Loan,1355588.86,239581.51
1343,993,Chennai Branch,Loan,1189477.33,274868.39
1344,1724,Pune Branch,Current,730105.78,105920.79
1345,4229,Hyderabad Branch,Loan,898628.14,102725.03
1346,2260,Pune Branch,Current,204680.07,45829.96
1347,849,Bangalore Branch,Current,1594060.55,253771.36
1348,4575,Delhi Central Branch,Savings,1048371.15,180876.77
1349,4640,Pune Branch,Current,149454.67,19873.71
1350,4498,Hyderabad Branch,Current,902167.24,21739.72
1351,1946,Kolkata Branch,Loan,1576771.86,77503.79
1352,3051,Pune Branch,Current,833235.98,67958.02
1353,2347,Chennai Branch,Savings,1272564.52,111803.16
1354,2731,Chennai Branch,Savings,1248766.73,61054.6
1355,97,Delhi Central Branch,Current,681219.81,158253.22
1356,796,Pune Branch,Loan,803528.11,217288.21
1357,2226,Chennai Branch,Loan,1887102.78,46722.15
1358,3057,Chennai Branch,Current,474962.33,111034.13
1359,4589,Pune Branch,Current,1159455.74,108206.27
1360,824,Chennai Branch,Loan,1602599.33,204507.07
1361,1226,Bangalore Branch,Loan,1766702.65,299001.54
1362,4326,Delhi Central Branch,Savings,1173323.02,79305.6
1363,2148,Mumbai Main Branch,Current,402676.19,267877.83
1364,2330,Kolkata Branch,Savings,1294917.44,75157.83
1365,4980,Bangalore Branch,Current,779584.21,57253.01
1366,3765,Bangalore Branch,Current,1551650.51,76430.73
1367,2940,Bangalore Branch,Current,677199.35,242769.0
1368,1717,Hyderabad Branch,Savings,32308.51,47989.48
1369,992,Pune Branch,Current,1974711.5,36029.36
1370,3726,Chennai Branch,Savings,1645327.5,111942.06
1371,745,Mumbai Main Branch,Loan,843228.99,251227.55
1372,3963,Chennai Branch,Loan,476843.28,266165.9
1373,2065,Chennai Branch,Savings,1882131.41,200934.58
1374,1340,Chennai Branch,Loan,1588077.8,280496.37
1375,4501,Ahmedabad Branch,Current,1671426.25,233029.47
1376,2162,Chennai Branch,Current,239017.2,34706.61
1377,1147,Hyderabad Branch,Loan,1727754.73,35457.63
1378,4508,Hyderabad Branch,Loan,946316.17,63628.29
1379,2933,Chennai Branch,Savings,1820914.48,163153.82
1380,1554,Ahmedabad Branch,Current,264994.83,26804.88
1381,3266,Chennai Branch,Current,546120.78,88850.56
1382,1465,Mumbai Main Branch,Current,803439.62,143700.51
1383,4423,Kolkata Branch,Current,1326160.37,272988.86
1384,2881,Pune Branch,Savings,236281.61,239830.4
1385,4226,Mumbai Main Branch,Loan,627137.37,9163.36
1386,1201,Chennai Branch,Loan,1937567.71,43699.95
1387,197,Kolkata Branch,Current,1372028.14,82957.52
1388,3357,Mumbai Main Branch,Loan,572010.5,33706.77
1389,282,Chennai Branch,Loan,709416.88,179784.42
1390,787,Mumbai Main Branch,Loan,326611.48,182893.77
1391,1964,Chennai Branch,Loan,1397374.58,121932.78
1392,1856,Pune Branch,Current,693182.66,265642.3
1393,2571,Kolkata Branch,Current,478406.8,254229.37
1394,1837,Pune Branch,Savings,824722.03,52557.51
1395,4877,Kolkata Branch,Current,1024091.39,255659.19
1396,1934,Delhi Central Branch,Savings,1264662.24,218632.11
1397,553,Bangalore Branch,Current,1962028.33,136765.54
1398,4547,Chennai Branch,Current,1284488.49,151773.14
1399,4235,Bangalore Branch,Loan,667551.5,289585.34
1400,4238,Mumbai Main Branch,Current,871185.2,257311.59
1401,4004,Delhi Central Branch,Current,236832.84,139027.36
1402,3178,Bangalore Branch,Savings,1111681.66,100145.5
1403,4121,Hyderabad Branch,Current,440438.92,243352.35
1404,1585,Hyderabad Branch,Loan,246764.59,249061.07
1405,779,Hyderabad Branch,Loan,991347.47,217172.03
1406,190,Delhi Central Branch,Loan,446410.9,232578.05
1407,3555,Pune Branch,Loan,142937.36,133546.24
1408,608,Mumbai Main Branch,Loan,380237.64,289491.08
1409,3402,Bangalore Branch,Current,663205.48,38159.12
1410,3929,Bangalore Branch,Savings,223603.06,136424.56
1411,2806,Pune Branch,Loan,213293.7,44511.7
1412,2725,Bangalore Branch,Current,984720.89,27813.51
1413,3941,Bangalore Branch,Current,955784.65,81532.63
1414,1615,Mumbai Main Branch,Loan,20934.68,265446.65
1415,1354,Hyderabad Branch,Current,639972.82,4364.05
1416,4957,Mumbai Main Branch,Current,318259.95,55804.63
1417,2042,Ahmedabad Branch,Loan,321244.85,262864.36
1418,2963,Chennai Branch,Current,1505516.44,49541.48
1419,3043,Chennai Branch,Savings,1071032.91,166295.68
1420,4955,Kolkata Branch,Savings,1490918.96,244293.26
1421,2189,Kolkata Branch,Current,371096.4,174366.33
1422,4923,Delhi Central Branch,Loan,1855337.0,80302.99
1423,4405,Chennai Branch,Savings,1225316.61,133301.67
1424,2691,Bangalore Branch,Savings,1762933.14,47894.57
1425,3178,Pune Branch,Current,552435.13,167997.28
1426,1847,Bangalore Branch,Savings,280366.01,79583.22
1427,2039,Hyderabad Branch,Current,913743.81,140865.3
1428,3458,Mumbai Main Branch,Current,1206823.6,74680.11
1429,1754,Hyderabad Branch,Loan,1821777.73,201722.58
1430,523,Chennai Branch,Current,713662.03,115305.55
1431,281,Hyderabad Branch,Loan,1992977.21,194045.41
1432,3212,Bangalore Branch,Current,1973169.75,113860.16
1433,2587,Mumbai Main Branch,Loan,1507098.76,219893.08
1434,4615,Mumbai Main Branch,Savings,269872.83,276085.7
1435,2027,Pune Branch,Savings,1347679.55,38010.74
1436,4640,Mumbai Main Branch,Loan,1486189.27,70116.2
1437,2726,Kolkata Branch,Current,569307.12,102966.54
1438,1302,Bangalore Branch,Loan,684890.11,293811.44
1439,958,Kolkata Branch,Loan,427986.84,115983.88
1440,4333,Chennai Branch,Current,1285520.06,224113.54
1441,3581,Mumbai Main Branch,Savings,288240.91,144534.65
1442,3817,Mumbai Main Branch,Savings,1105826.54,141745.9
1443,3301,Bangalore Branch,Loan,1119578.48,26537.73
1444,4135,Hyderabad Branch,Loan,328868.52,161643.68
1445,4250,Mumbai Main Branch,Current,256585.8,36726.16
1446,198,Hyderabad Branch,Current,240359.11,155238.2
1447,4470,Chennai Branch,Loan,1066467.28,198374.58
1448,239,Hyderabad Branch,Loan,1782203.49,217074.18
1449,90,Chennai Branch,Current,1443773.0,147885.75
1450,4473,Pune Branch,Current,27189.98,15359.16
1451,4606,Mumbai Main Branch,Savings,198831.88,107361.17
1452,872,Ahmedabad Branch,Savings,155818.56,68667.12
1453,3821,Ahmedabad Branch,Savings,1017428.49,31437.22
1454,2106,Chennai Branch,Loan,1342587.23,275859.46
1455,378,Delhi Central Branch,Savings,489445.14,106654.3
1456,4042,Delhi Central Branch,Loan,1012557.35,274667.87
1457,19,Delhi Central Branch,Current,161774.33,219090.31
1458,2641,Kolkata Branch,Current,993081.31,9615.36
1459,4804,Pune Branch,Current,548346.8,72628.37
1460,3195,Chennai Branch,Savings,1403290.06,205181.99
1461,1950,Chennai Branch,Current,1766836.57,162282.65
1462,349,Bangalore Branch,Savings,1541537.81,109507.73
1463,1037,Chennai Branch,Current,1915405.83,156561.33
1464,3539,Chennai Branch,Loan,43533.7,136595.56
1465,2414,Ahmedabad Branch,Savings,1541569.78,230754.26
1466,2522,Delhi Central Branch,Savings,1035132.49,159741.31
1467,1505,Hyderabad Branch,Savings,1030577.31,204622.98
1468,2266,Mumbai Main Branch,Savings,1166042.93,183794.0
1469,849,Ahmedabad Branch,Savings,725463.48,276436.6
1470,3856,Kolkata Branch,Current,676000.54,209827.16
1471,6,Delhi Central Branch,Savings,1602060.12,44893.84
1472,161,Bangalore Branch,Current,113799.71,14603.58
1473,126,Delhi Central Branch,Current,727940.39,262926.84
1474,2284,Hyderabad Branch,Current,1275298.76,115705.11
1475,3557,Pune Branch,Current,1111257.73,126994.45
1476,4853,Kolkata Branch,Current,1269397.3,134516.37
1477,4675,Chennai Branch,Current,1355437.98,13731.19
1478,4326,Pune Branch,Savings,1850840.93,126056.96
1479,2979,Bangalore Branch,Current,1173813.21,197665.11
1480,4809,Delhi Central Branch,Current,1733906.76,225898.61
1481,1085,Pune Branch,Savings,1250411.76,179651.67
1482,2369,Hyderabad Branch,Savings,396855.21,139618.65
1483,4512,Ahmedabad Branch,Current,1789886.86,257535.3
1484,1386,Ahmedabad Branch,Current,1049514.93,50212.58
1485,3381,Kolkata Branch,Current,1814236.66,79743.91
1486,3508,Bangalore Branch,Savings,25416.22,251659.78
1487,689,Kolkata Branch,Savings,660622.79,69594.03
1488,2459,Hyderabad Branch,Savings,1743171.4,123993.9
1489,2850,Mumbai Main Branch,Current,1202577.79,162486.43
1490,1810,Kolkata Branch,Current,326101.96,212233.86
1491,3808,Chennai Branch,Savings,1964231.3,168534.93
1492,749,Pune Branch,Savings,972270.03,166357.88
1493,972,Bangalore Branch,Current,1277053.45,205075.36
1494,4771,Chennai Branch,Current,205638.95,6088.6
1495,955,Delhi Central Branch,Savings,254730.56,291189.53
1496,4343,Hyderabad Branch,Current,1519470.71,79673.23
1497,451,Mumbai Main Branch,Current,793810.26,138537.19
1498,4808,Delhi Central Branch,Savings,1757841.73,27040.31
1499,3247,Kolkata Branch,Current,817981.23,1917.0
1500,3068,Bangalore Branch,Loan,434011.48,14385.81
1501,3598,Delhi Central Branch,Current,1532514.83,263827.8
1502,1282,Ahmedabad Branch,Savings,1133636.8,153020.3
1503,2722,Bangalore Branch,Loan,588293.64,74507.16
1504,89,Pune Branch,Loan,1805222.07,51022.06
1505,3554,Delhi Central Branch,Savings,1220494.91,139977.98
1506,2757,Kolkata Branch,Loan,1008543.54,160149.05
1507,3838,Bangalore Branch,Savings,662708.65,32983.22
1508,389,Hyderabad Branch,Savings,84079.81,2945.65
1509,950,Delhi Central Branch,Current,581662.77,245234.09
1510,4163,Chennai Branch,Current,1278563.7,45559.24
1511,788,Bangalore Branch,Savings,1656067.2,263757.59
1512,1413,Chennai Branch,Savings,1806244.1,294092.53
1513,4153,Mumbai Main Branch,Savings,861836.75,125035.73
1514,3065,Mumbai Main Branch,Current,393648.06,220734.42
1515,2621,Bangalore Branch,Savings,1132264.4,191306.51
1516,2222,Kolkata Branch,Loan,617055.28,11150.08
1517,2457,Kolkata Branch,Current,1005506.88,152203.83
1518,3557,Ahmedabad Branch,Savings,1071956.75,188719.38
1519,1288,Kolkata Branch,Current,846119.0,132731.27
1520,2152,Chennai Branch,Savings,158304.67,288194.44
1521,301,Delhi Central Branch,Current,1747925.89,113968.21
1522,2139,Bangalore Branch,Savings,1395716.0,173889.36
1523,681,Ahmedabad Branch,Current,1401819.13,30209.04
1524,3521,Delhi Central Branch,Current,1741286.73,297570.27
1525,2348,Delhi Central Branch,Current,1463225.96,207254.59
1526,3625,Hyderabad Branch,Savings,608944.83,279339.02
1527,311,Ahmedabad Branch,Current,1404574.88,199751.35
1528,1557,Kolkata Branch,Current,383284.63,13965.4
1529,1515,Ahmedabad Branch,Loan,435148.72,43542.06
1530,2554,Pune Branch,Loan,1718523.42,17659.03
1531,4647,Chennai Branch,Savings,1056496.29,284247.57
1532,2276,Delhi Central Branch,Current,66108.4,99297.09
1533,2422,Pune Branch,Current,747909.91,296106.17
1534,4103,Delhi Central Branch,Savings,1757396.62,244158.67
1535,744,Mumbai Main Branch,Current,461109.81,123654.07
1536,4571,Hyderabad Branch,Current,288638.99,191809.9
1537,2092,Mumbai Main Branch,Savings,1514926.61,181680.76
1538,757,Kolkata Branch,Savings,227370.99,286830.55
1539,2878,Hyderabad Branch,Loan,634502.7,31317.77
1540,4093,Ahmedabad Branch,Current,225592.71,41232.78
1541,3903,Ahmedabad Branch,Savings,511904.25,9265.55
1542,2781,Hyderabad Branch,Current,866989.08,283300.45
1543,2842,Mumbai Main Branch,Loan,681226.22,88375.53
1544,2635,Ahmedabad Branch,Savings,1305412.99,274347.84
1545,3363,Kolkata Branch,Savings,112333.35,257555.71
1546,3978,Chennai Branch,Current,151972.6,271574.73
1547,4133,Delhi Central Branch,Current,1360896.44,198414.41
1548,4901,Pune Branch,Current,1093429.32,150751.36
1549,1259,Bangalore Branch,Current,1057141.48,262268.0
1550,560,Ahmedabad Branch,Savings,705052.09,58511.69
1551,2737,Hyderabad Branch,Current,1898097.31,86283.64
1552,2759,Bangalore Branch,Current,550794.73,48148.24
1553,1307,Delhi Central Branch,Current,1771171.82,21098.38
1554,3597,Bangalore Branch,Loan,1147860.79,244543.12
1555,1486,Bangalore Branch,Current,202913.0,262369.21
1556,3866,Mumbai Main Branch,Current,631608.71,15483.28
1557,1479,Bangalore Branch,Current,1503693.65,227491.61
1558,1287,Kolkata Branch,Savings,1310465.65,236002.57
1559,2817,Kolkata Branch,Loan,1426975.26,26339.66
1560,260,Ahmedabad Branch,Loan,313441.79,175540.45
1561,2978,Bangalore Branch,Savings,520753.89,98183.06
1562,2189,Chennai Branch,Savings,194418.86,105639.77
1563,2314,Ahmedabad Branch,Savings,1688030.25,272849.42
1564,4068,Chennai Branch,Loan,1741451.28,65761.18
1565,2262,Chennai Branch,Savings,743337.83,7085.25
1566,1263,Bangalore Branch,Savings,1386683.92,217333.66
1567,4606,Pune Branch,Loan,1498460.1,81503.78
1568,2310,Ahmedabad Branch,Savings,885158.56,48059.21
1569,2638,Mumbai Main Branch,Savings,1731889.48,178972.96
1570,1869,Mumbai Main Branch,Current,1318687.3,272569.78
1571,2390,Chennai Branch,Loan,144542.57,3236.12
1572,2706,Mumbai Main Branch,Current,1576474.3,97556.58
1573,2011,Mumbai Main Branch,Current,1336810.08,242048.8
1574,1138,Kolkata Branch,Savings,1189938.94,161651.42
1575,1264,Mumbai Main Branch,Current,1967120.66,254135.45
1576,2584,Kolkata Branch,Loan,1526697.05,278648.02
1577,4043,Kolkata Branch,Current,146120.69,199913.63
1578,4117,Chennai Branch,Loan,1633480.61,158432.55
1579,4244,Delhi Central Branch,Loan,669222.23,126216.19
1580,2478,Hyderabad Branch,Loan,1826951.24,14884.15
1581,1398,Chennai Branch,Current,1977791.78,137539.0
1582,4586,Delhi Central Branch,Loan,1623097.88,267141.08
1583,2822,Delhi Central Branch,Savings,1902243.45,69509.48
1584,3371,Hyderabad Branch,Savings,633452.86,152561.06
1585,1985,Chennai Branch,Savings,1807930.02,126971.03
1586,4561,Chennai Branch,Loan,1160212.33,283568.08
1587,4617,Mumbai Main Branch,Savings,82143.11,128700.54
1588,2271,Chennai Branch,Savings,291360.02,221044.77
1589,1582,Pune Branch,Savings,1995713.19,269412.5
1590,3042,Ahmedabad Branch,Current,500285.25,186244.25
1591,2301,Bangalore Branch,Current,229965.03,184146.64
1592,3853,Bangalore Branch,Current,1005011.33,294510.12
1593,4919,Pune Branch,Savings,1992773.47,66632.42
1594,615,Kolkata Branch,Savings,1660775.19,230907.74
1595,3901,Kolkata Branch,Savings,589870.39,278726.48
1596,4661,Bangalore Branch,Savings,1448207.1,166153.05
1597,4696,Kolkata Branch,Current,743758.5,131893.76
1598,1721,Bangalore Branch,Current,1261801.19,109180.48
1599,805,Kolkata Branch,Current,1212500.18,238306.94
1600,3960,Chennai Branch,Savings,1368168.38,26155.38
1601,3910,Bangalore Branch,Loan,7464.46,28986.24
1602,1350,Ahmedabad Branch,Savings,1841338.31,29094.34
1603,2235,Delhi Central Branch,Savings,947013.54,51550.34
1604,4490,Bangalore Branch,Loan,1373147.83,205730.69
1605,1220,Delhi Central Branch,Loan,1549163.64,182530.23
1606,3823,Bangalore Branch,Savings,67177.24,213214.93
1607,2784,Bangalore Branch,Savings,628539.62,45036.7
1608,2413,Chennai Branch,Current,1874445.61,110598.97
1609,4356,Bangalore Branch,Loan,176376.92,135480.82
1610,4119,Chennai Branch,Current,1686967.57,218190.7
1611,3083,Hyderabad Branch,Current,1646826.4,218412.28
1612,1647,Chennai Branch,Current,1074934.61,225494.03
1613,1488,Bangalore Branch,Savings,377562.71,299203.78
1614,4758,Ahmedabad Branch,Loan,1924117.85,95422.22
1615,3289,Chennai Branch,Current,1379251.77,89375.7
1616,3393,Mumbai Main Branch,Loan,1325929.62,114741.28
1617,4475,Pune Branch,Savings,882190.69,11600.31
1618,2600,Bangalore Branch,Current,1122399.8,68362.39
1619,4647,Hyderabad Branch,Savings,1538806.49,10260.87
1620,4835,Mumbai Main Branch,Current,890065.87,106768.15
1621,4733,Delhi Central Branch,Current,676725.81,228245.3
1622,3001,Chennai Branch,Savings,39661.49,81752.57
1623,4001,Kolkata Branch,Savings,1103402.24,31977.61
1624,3233,Kolkata Branch,Savings,1807093.43,72561.04
1625,59,Ahmedabad Branch,Current,291268.73,176419.68
1626,873,Bangalore Branch,Loan,465957.87,249457.7
1627,950,Ahmedabad Branch,Savings,1179894.71,122563.2
1628,3465,Ahmedabad Branch,Current,1558086.62,46961.15
1629,918,Hyderabad Branch,Loan,621615.01,188391.07
1630,2615,Mumbai Main Branch,Current,1241110.39,171060.7
1631,199,Mumbai Main Branch,Current,854836.29,79101.28
1632,669,Ahmedabad Branch,Savings,624815.68,184318.05
1633,834,Mumbai Main Branch,Savings,21489.67,71559.79
1634,1922,Mumbai Main Branch,Current,154309.41,17452.56
1635,1664,Pune Branch,Loan,1967773.45,42049.91
1636,776,Bangalore Branch,Savings,224755.28,69034.12
1637,1504,Bangalore Branch,Loan,1666018.04,4917.65
