Transaction_ID,Account_ID,Transaction_Date,Transaction_Amount,Transaction_Type
2675,4257,2025-08-08,86402.37,Debit
2676,2688,2025-01-06,131955.97,Credit
2677,3941,2024-09-10,178649.46,Credit
2678,288,2025-04-02,138901.4,Credit
2679,2209,2024-07-01,26055.81,Debit
2680,3256,2025-03-07,17314.89,Debit
2681,1994,2025-08-03,100621.12,Credit
2682,1071,2025-11-12,99550.56,Credit
2683,1879,2025-01-18,210835.55,Credit
2684,3691,2024-05-27,94397.04,Debit
2685,748,2025-11-20,117945.44,Credit
2686,4134,2024-07-17,216493.88,Credit
2687,1723,2026-02-19,116013.79,Credit
2688,3417,2026-04-02,193366.9,Debit
2689,345,2025-06-23,118622.56,Debit
2690,3515,2025-02-03,181686.28,Debit
2691,2534,2026-01-09,242530.21,Credit
2692,1348,2026-02-09,69471.92,Debit
2693,3002,2026-01-19,93854.78,Credit
2694,2315,2025-08-23,237609.59,Debit
2695,18,2024-08-21,72012.61,Credit
2696,4115,2026-05-12,217051.01,Debit
2697,1772,2025-10-18,78642.92,Debit
2698,3878,2025-01-09,120716.08,Credit
2699,3889,2025-08-27,69874.64,Credit
2700,1568,2024-09-08,72477.58,Credit
2701,3875,2024-07-30,208722.42,Credit
2702,927,2025-09-04,27905.48,Debit
2703,2003,2025-07-10,60391.96,Debit
2704,4529,2024-11-07,123719.99,Credit
2705,554,2024-12-20,229944.27,Credit
2706,1371,2025-04-05,249963.08,Debit
2707,2474,2024-12-22,90048.31,Debit
2708,3944,2025-07-14,15401.75,Credit
2709,3324,2026-04-26,125526.85,Credit
2710,1241,2024-09-22,60223.78,Debit
2711,2568,2024-08-27,88432.05,Credit
2712,35,2025-10-29,138072.26,Debit
2713,2047,2025-02-13,57526.5,Debit
2714,3962,2024-05-17,40432.99,Debit
2715,608,2024-07-01,12113.92,Credit
2716,887,2024-12-01,148508.29,Credit
2717,1020,2024-12-11,209586.89,Debit
2718,131,2025-04-22,247216.68,Credit
2719,3074,2025-02-20,170309.28,Credit
2720,4920,2025-09-05,26266.25,Debit
2721,2078,2025-07-21,199393.7,Credit
2722,50,2025-11-19,14312.58,Debit
2723,2985,2024-10-24,178172.8,Debit
2724,2091,2024-06-18,109231.12,Credit
2725,4311,2026-03-02,59016.58,Credit
2726,1877,2025-08-29,211102.6,Debit
2727,2650,2025-01-12,40493.78,Credit
2728,1130,2025-05-26,114836.18,Credit
2729,3641,2025-01-30,155763.15,Debit
2730,1419,2024-09-18,189940.96,Debit
2731,4387,2025-07-26,108924.4,Credit
2732,3331,2024-08-09,185612.6,Credit
2733,1453,2024-11-22,34657.75,Debit
2734,2074,2026-01-09,82627.81,Credit
2735,225,2024-12-28,18399.88,Debit
2736,671,2025-05-01,41315.88,Debit
2737,3808,2024-12-13,52964.25,Debit
2738,1909,2024-12-31,113918.01,Credit
2739,3778,2026-01-26,14061.64,Debit
2740,3645,2024-12-18,58972.2,Debit
2741,469,2025-04-11,175932.22,Debit
2742,1996,2025-10-15,206729.21,Credit
2743,4305,2025-06-19,88723.87,Credit
2744,3537,2024-05-22,239055.86,Debit
2745,4324,2025-03-09,165456.51,Credit
2746,4228,2024-08-24,193745.94,Credit
2747,482,2024-09-09,123859.76,Credit
2748,3921,2025-12-29,194644.57,Debit
2749,1140,2026-03-28,121352.8,Credit
2750,2355,2025-03-25,200403.68,Credit
2751,4475,2025-09-11,174795.4,Debit
2752,3873,2024-05-30,169858.4,Debit
2753,3610,2024-06-27,230294.19,Debit
2754,4273,2024-11-09,247808.73,Credit
2755,1124,2025-12-02,54811.76,Debit
2756,392,2025-09-26,38985.86,Credit
2757,2774,2025-04-26,178233.81,Debit
2758,2045,2025-08-27,90546.79,Debit
2759,4689,2025-02-21,96941.23,Debit
2760,4943,2025-02-18,49750.83,Debit
2761,3884,2024-09-21,171950.37,Credit
2762,430,2024-12-01,184113.06,Debit
2763,4447,2024-12-31,224921.78,Debit
2764,751,2024-11-02,161262.44,Credit
2765,736,2025-04-27,215140.82,Credit
2766,2852,2025-12-19,62115.55,Credit
2767,2271,2026-01-27,194880.87,Credit
2768,2123,2025-03-16,102664.13,Debit
2769,4617,2026-02-01,1193.41,Credit
2770,2425,2025-05-01,24143.87,Debit
2771,3335,2025-08-20,215776.17,Credit
2772,3913,2025-10-09,132744.48,Credit
2773,498,2024-07-27,39837.66,Credit
2774,4428,2025-07-13,140100.43,Debit
2775,4869,2025-12-10,44312.49,Credit
2776,2909,2025-08-31,222239.93,Credit
2777,4707,2025-08-29,215317.43,Debit
2778,2820,2026-04-17,247484.55,Credit
2779,2338,2024-09-12,7827.8,Debit
2780,4836,2026-03-10,198494.11,Debit
2781,2451,2026-02-25,35423.31,Credit
2782,1960,2025-04-20,148600.41,Debit
2783,2424,2025-10-15,90097.32,Debit
2784,4591,2025-09-21,84131.21,Debit
2785,1404,2024-12-09,86807.64,Debit
2786,4517,2024-10-19,74310.93,Debit
2787,24,2024-07-13,55997.62,Credit
2788,4775,2024-10-07,65209.67,Credit
2789,739,2024-10-26,7574.96,Credit
2790,3409,2025-08-06,245366.95,Debit
2791,1155,2025-07-08,34794.42,Credit
2792,2778,2025-12-12,87445.79,Credit
2793,4168,2025-08-16,219815.39,Debit
2794,975,2026-03-04,33833.66,Credit
2795,193,2024-11-15,182044.15,Debit
2796,855,2024-12-13,173471.72,Credit
2797,4834,2025-10-22,161013.68,Credit
2798,2339,2025-01-27,176076.41,Credit
2799,2966,2025-12-10,183515.77,Credit
2800,4688,2024-10-05,77373.9,Credit
2801,1967,2024-11-01,6291.39,Credit
2802,600,2024-06-03,93666.02,Debit
2803,738,2024-06-28,208523.05,Credit
2804,3723,2024-11-21,221903.85,Credit
2805,2394,2024-06-04,226711.95,Debit
2806,1428,2026-02-26,9936.49,Credit
2807,435,2025-07-06,69219.73,Debit
2808,3281,2026-04-19,19576.15,Debit
2809,1170,2026-02-19,27267.64,Debit
2810,95,2025-04-27,78743.87,Debit
2811,4745,2026-04-18,4392.7,Credit
2812,4208,2026-05-09,135533.75,Credit
2813,4907,2025-02-08,132946.76,Credit
2814,3733,2025-04-20,54608.1,Debit
2815,716,2024-08-01,149510.72,Credit
2816,2354,2025-01-19,199852.39,Debit
2817,3906,2025-04-17,37683.94,Debit
2818,4038,2025-07-04,66147.52,Debit
2819,3878,2024-10-21,6114.79,Debit
2820,625,2024-10-14,155642.01,Credit
2821,940,2025-03-24,8311.33,Credit
2822,4688,2025-01-18,116311.16,Credit
2823,83,2025-08-24,223838.63,Debit
2824,1215,2025-12-12,113190.66,Credit
2825,2231,2026-05-05,201508.07,Credit
2826,694,2024-11-11,36818.46,Credit
2827,3661,2025-04-03,29027.38,Debit
2828,1323,2025-11-15,34529.93,Debit
2829,4903,2026-02-12,188126.27,Debit
2830,1813,2025-10-07,237987.17,Credit
2831,3434,2025-05-03,162424.85,Debit
2832,3215,2025-10-10,129176.96,Debit
2833,4466,2026-01-25,23512.29,Credit
2834,362,2025-09-14,28329.07,Debit
2835,4377,2025-04-28,82771.24,Debit
2836,1514,2025-09-25,178594.0,Credit
2837,1218,2024-09-04,181687.54,Debit
2838,811,2024-06-27,78123.5,Debit
2839,2236,2025-08-17,82018.54,Debit
2840,2767,2025-11-14,114310.67,Debit
2841,2109,2025-06-03,228200.45,Credit
2842,2721,2024-12-15,64921.3,Debit
2843,4030,2026-01-21,70199.45,Debit
2844,680,2024-11-24,154973.44,Debit
2845,3402,2025-03-26,22355.96,Debit
2846,1184,2026-04-01,110584.69,Credit
2847,4839,2024-06-21,15171.96,Debit
2848,4769,2024-11-10,152036.04,Debit
2849,1956,2025-10-18,212226.72,Credit
2850,177,2026-03-28,249340.57,Debit
2851,4541,2025-05-29,107699.85,Credit
2852,499,2024-05-30,121675.26,Debit
2853,2590,2024-12-31,81911.68,Debit
2854,1997,2026-03-11,131965.98,Credit
2855,2273,2024-07-20,148046.18,Credit
2856,359,2026-01-23,118548.66,Debit
2857,4970,2024-09-24,24574.32,Credit
2858,2508,2024-06-26,34991.12,Debit
2859,1235,2025-01-04,73558.21,Credit
2860,3264,2024-07-29,218521.73,Debit
2861,1606,2024-09-24,220080.46,Debit
2862,177,2025-07-07,20181.09,Debit
2863,384,2024-10-05,108740.52,Credit
2864,508,2026-04-04,69492.26,Credit
2865,3084,2025-06-13,70576.69,Debit
2866,1564,2024-09-01,1272.61,Debit
2867,4571,2025-09-27,15381.13,Debit
2868,1962,2024-09-08,228119.68,Debit
2869,2664,2025-06-02,100957.25,Credit
2870,96,2025-07-17,143248.36,Debit
2871,1822,2025-10-07,138219.11,Credit
2872,4447,2026-04-28,85072.96,Debit
2873,4872,2024-10-18,156687.36,Debit
2874,3006,2025-08-02,120056.75,Credit
2875,2394,2026-01-29,51465.34,Debit
2876,2988,2024-12-28,216151.38,Debit
2877,4979,2024-06-18,54265.01,Credit
2878,4817,2025-11-18,22513.86,Debit
2879,52,2026-04-07,78694.66,Credit
2880,4372,2025-01-08,20311.51,Debit
2881,473,2024-06-07,150384.26,Credit
2882,2492,2025-05-10,195648.57,Debit
2883,4948,2025-05-29,38022.67,Debit
2884,1623,2025-07-18,74241.2,Debit
2885,1370,2025-09-27,94477.32,Credit
2886,2731,2024-10-16,214452.69,Credit
2887,938,2026-04-03,36706.63,Credit
2888,932,2024-07-19,39705.63,Credit
2889,3675,2025-07-22,197716.26,Debit
2890,4395,2026-01-23,54734.69,Credit
2891,3050,2025-08-28,213788.9,Debit
2892,4055,2026-03-09,9349.27,Debit
2893,369,2024-07-15,102904.09,Credit
2894,1110,2025-08-14,18594.02,Debit
2895,489,2024-10-22,231102.26,Credit
2896,4353,2024-08-18,124908.9,Credit
2897,2627,2026-03-07,195554.14,Debit
2898,4787,2025-06-03,116707.83,Debit
2899,74,2026-04-24,127916.12,Credit
2900,4519,2024-07-21,182476.12,Credit
2901,3469,2025-09-21,48257.23,Debit
2902,4674,2025-07-03,863.62,Credit
2903,2163,2026-02-03,89049.83,Credit
2904,2443,2024-07-16,179332.23,Credit
2905,4033,2025-04-06,83717.9,Credit
2906,1690,2025-05-25,151076.88,Debit
2907,2678,2025-03-31,79169.65,Credit
2908,1421,2025-04-13,114701.66,Credit
2909,119,2025-07-14,117288.29,Credit
2910,3275,2025-11-03,88419.29,Debit
2911,3614,2024-06-16,139046.47,Debit
2912,3627,2025-12-06,230698.87,Credit
2913,315,2024-10-30,108995.19,Debit
2914,1919,2025-10-18,93843.49,Debit
2915,1748,2025-06-07,72211.44,Credit
2916,3575,2025-12-19,237482.95,Debit
2917,4351,2024-06-04,230473.88,Credit
2918,624,2025-07-09,179056.5,Debit
2919,3263,2025-08-29,163734.34,Debit
2920,1861,2025-12-05,103452.81,Credit
2921,2913,2026-04-16,119689.21,Credit
2922,4690,2025-07-24,226933.74,Credit
2923,3769,2024-10-31,174238.66,Credit
2924,1048,2024-12-10,217115.42,Credit
2925,1678,2026-04-15,177243.82,Debit
2926,2173,2024-09-17,122465.14,Debit
2927,494,2025-02-10,216461.4,Debit
2928,3497,2026-05-01,54756.58,Debit
2929,401,2025-01-14,19669.76,Credit
2930,4871,2024-09-01,129482.13,Credit
2931,3851,2024-09-12,1866.39,Credit
2932,1675,2025-08-02,5072.54,Credit
2933,2758,2026-02-14,215921.42,Debit
2934,2598,2025-03-27,39648.77,Credit
2935,969,2025-08-19,17710.93,Debit
2936,1795,2025-11-07,57480.88,Debit
2937,3067,2025-11-22,217152.63,Debit
2938,626,2024-08-23,144618.07,Debit
2939,3491,2024-12-04,25592.48,Debit
2940,2900,2025-11-25,244729.12,Credit
2941,4369,2024-11-04,197330.71,Debit
2942,1963,2024-09-28,25454.34,Credit
2943,1979,2025-12-07,194991.3,Credit
2944,256,2025-07-04,91579.95,Credit
2945,3094,2024-09-16,70278.24,Debit
2946,3397,2024-06-25,83142.85,Credit
2947,3377,2025-12-26,72614.66,Credit
2948,947,2025-12-30,102363.35,Debit
2949,1573,2024-08-02,231002.18,Debit
2950,3366,2024-06-24,216186.68,Debit
2951,2147,2025-02-19,108838.74,Debit
2952,3169,2024-11-19,23264.25,Credit
2953,3864,2026-03-20,159928.9,Credit
2954,683,2026-02-15,15456.76,Credit
2955,4423,2026-02-13,55388.17,Credit
2956,1963,2025-06-20,242332.06,Credit
2957,613,2026-04-15,72691.02,Credit
2958,4784,2026-04-08,123505.28,Debit
2959,4297,2025-12-14,18198.66,Debit
2960,1630,2025-05-03,201775.75,Credit
2961,604,2024-12-01,104780.58,Credit
2962,1298,2026-02-17,115566.31,Debit
2963,3763,2024-10-07,197134.63,Debit
2964,139,2025-10-27,131256.2,Debit
2965,3128,2026-01-28,110579.08,Credit
2966,3198,2025-11-06,41412.35,Credit
2967,937,2024-08-23,51878.81,Credit
2968,858,2025-04-12,111616.01,Credit
2969,4603,2024-09-05,222143.31,Credit
2970,1159,2025-10-06,198669.38,Credit
2971,367,2025-09-03,61015.28,Debit
2972,750,2025-03-19,54247.8,Credit
2973,780,2024-09-14,150607.96,Debit
2974,1525,2024-07-26,185654.66,Credit
2975,69,2025-11-18,33329.97,Debit
2976,55,2024-11-05,50081.93,Debit
2977,2251,2024-05-26,71514.11,Credit
2978,4167,2025-04-22,80590.01,Credit
2979,1575,2025-04-23,113064.36,Credit
2980,2534,2025-10-11,147531.06,Credit
2981,506,2026-04-06,84495.49,Debit
2982,4108,2025-06-01,153149.58,Debit
2983,4714,2025-05-02,207696.67,Debit
2984,2816,2025-12-01,206819.08,Debit
2985,2214,2024-12-16,173680.64,Debit
2986,1585,2026-04-01,16753.61,Credit
2987,703,2025-10-24,239961.35,Debit
2988,1608,2026-04-27,157317.86,Credit
2989,3561,2025-05-30,6973.78,Credit
2990,3456,2024-05-14,150296.74,Credit
2991,4379,2024-12-07,69695.11,Debit
2992,48,2025-03-31,11419.97,Credit
2993,4073,2025-07-29,98655.38,Credit
2994,1803,2026-04-25,94471.5,Debit
2995,4629,2026-01-06,83539.45,Debit
2996,699,2025-05-05,187696.49,Credit
2997,3949,2025-01-28,175950.48,Debit
2998,3016,2024-10-12,192259.82,Credit
2999,2160,2025-12-03,204122.91,Credit
3000,1163,2024-07-31,239375.76,Credit
3001,3944,2025-12-12,156273.41,Credit
3002,3386,2024-08-04,114161.52,Debit
3003,2601,2025-10-14,165430.95,Credit
3004,1660,2025-04-20,24430.23,Debit
3005,814,2024-08-17,139645.46,Debit
3006,383,2025-07-04,216832.61,Debit
3007,669,2025-07-06,37814.16,Credit
3008,523,2024-06-03,65915.47,Credit
3009,2483,2024-08-24,209077.61,Debit
3010,1937,2025-08-10,206537.4,Debit
3011,796,2025-04-12,174908.27,Debit
3012,3297,2025-02-26,62866.54,Credit
3013,4392,2026-04-30,92090.18,Credit
3014,388,2024-12-04,83654.24,Credit
3015,4962,2025-02-19,40165.88,Credit
3016,2936,2025-09-20,229458.85,Debit
3017,2493,2025-05-05,124338.23,Debit
3018,1043,2025-06-22,76487.52,Credit
3019,125,2024-10-13,78145.44,Credit
3020,3944,2025-11-05,68480.59,Debit
3021,3451,2025-07-29,75172.21,Credit
3022,4720,2024-06-25,177572.13,Debit
3023,1394,2026-03-10,233899.48,Debit
3024,2891,2024-11-21,213078.0,Debit
3025,6,2025-11-29,240854.6,Debit
3026,1383,2025-05-18,5191.72,Credit
3027,3822,2024-11-02,69522.63,Debit
3028,554,2024-07-28,4700.31,Credit
3029,2523,2025-12-15,102524.3,Debit
3030,1884,2025-11-07,144117.66,Debit
3031,520,2024-05-30,48637.34,Credit
3032,4199,2025-11-25,31544.32,Debit
3033,191,2026-01-02,159391.03,Credit
3034,4182,2025-11-06,204121.25,Debit
3035,2182,2025-03-18,68304.25,Debit
3036,2428,2025-02-06,70909.25,Debit
3037,1457,2024-06-10,12128.78,Debit
3038,3848,2026-03-10,117583.25,Debit
3039,4828,2024-11-11,208552.37,Credit
3040,2290,2026-04-27,110655.54,Credit
3041,2788,2025-05-10,160334.76,Debit
3042,2821,2024-06-26,132090.91,Credit
3043,1272,2024-11-10,115590.01,Debit
3044,841,2024-10-09,3445.91,Credit
3045,2682,2024-06-05,191042.56,Credit
3046,4037,2025-09-07,102749.42,Credit
3047,1129,2024-09-01,124691.91,Debit
3048,3357,2026-03-31,212398.32,Credit
3049,2124,2026-02-07,19199.75,Credit
3050,2503,2024-09-08,79231.38,Debit
3051,1937,2024-11-13,195978.18,Debit
3052,1475,2024-09-26,106664.61,Debit
3053,650,2024-10-29,56868.82,Debit
3054,2791,2025-12-31,171829.32,Credit
3055,1819,2025-11-03,149579.36,Credit
3056,2405,2024-09-11,57616.69,Credit
3057,2277,2025-03-07,11122.99,Debit
3058,1877,2025-01-04,219479.86,Debit
3059,3527,2026-01-12,20868.56,Debit
3060,2493,2025-02-21,179896.09,Debit
3061,4190,2025-07-06,234884.81,Debit
3062,2240,2025-02-10,19603.41,Debit
3063,354,2025-11-25,225286.2,Debit
3064,2941,2025-07-05,40524.4,Debit
3065,3585,2026-03-10,40904.33,Debit
3066,4182,2024-10-22,175570.45,Debit
3067,4451,2025-05-08,213583.72,Debit
3068,4071,2024-08-10,69078.72,Credit
3069,2052,2025-07-16,28374.26,Credit
3070,3662,2025-06-17,131163.24,Debit
3071,3114,2024-08-10,77464.31,Debit
3072,4247,2024-12-27,199055.72,Debit
3073,255,2024-09-07,113648.41,Debit
3074,821,2025-06-25,241588.06,Debit
3075,2540,2026-03-03,204804.89,Credit
3076,2349,2024-12-28,7500.5,Credit
3077,4983,2024-07-09,184502.91,Debit
3078,3960,2025-11-11,173285.94,Credit
3079,2346,2026-01-16,189706.62,Credit
3080,2907,2025-05-08,99684.81,Debit
3081,2091,2024-08-01,77820.31,Credit
3082,2082,2024-12-12,125306.32,Debit
3083,2553,2024-10-18,114139.34,Debit
3084,2908,2025-07-03,196500.98,Credit
3085,4610,2024-11-06,221883.72,Debit
3086,1238,2024-08-31,237853.47,Credit
3087,2521,2026-03-21,20507.2,Debit
3088,188,2025-05-28,179176.94,Debit
3089,2064,2024-12-30,69592.37,Debit
3090,4658,2024-06-21,57853.58,Credit
3091,4330,2024-07-23,143865.79,Debit
3092,3444,2024-12-15,61516.7,Debit
3093,2258,2025-11-17,74344.1,Debit
3094,4735,2025-01-10,16232.9,Credit
3095,847,2024-07-18,38270.03,Debit
3096,1215,2024-10-09,163018.14,Credit
3097,4769,2025-09-22,132810.35,Debit
3098,1264,2025-08-12,249247.94,Credit
3099,2080,2026-02-26,109247.2,Credit
3100,1180,2025-05-08,6947.29,Credit
3101,11,2026-04-06,239017.96,Credit
3102,973,2024-06-12,82291.74,Debit
3103,906,2026-04-21,171001.57,Debit
3104,2878,2024-10-30,136660.05,Debit
3105,3675,2024-06-19,25024.51,Debit
3106,4194,2025-04-30,19688.29,Debit
3107,4172,2024-11-08,163143.41,Debit
3108,3126,2025-03-05,12004.35,Debit
3109,714,2025-03-25,97250.78,Credit
3110,3168,2024-09-17,210401.84,Debit
3111,810,2024-07-21,147888.38,Credit
3112,4120,2024-12-05,79668.2,Credit
3113,3161,2025-01-19,35357.25,Credit
3114,2661,2025-09-10,183304.29,Debit
3115,1475,2026-01-05,235761.39,Credit
3116,3381,2026-03-05,157892.06,Debit
3117,313,2025-07-31,41819.26,Credit
3118,4697,2024-10-29,164324.64,Credit
3119,4954,2025-07-31,218194.26,Credit
3120,3531,2026-01-12,94848.4,Debit
3121,1885,2024-05-20,17816.4,Debit
3122,738,2024-07-07,65899.89,Credit
3123,1667,2024-12-29,179398.6,Debit
3124,2054,2024-05-13,206629.96,Debit
3125,3076,2025-06-15,70432.99,Credit
3126,1974,2025-02-11,116825.96,Credit
3127,77,2024-08-29,184902.33,Debit
3128,1770,2025-09-09,102395.4,Credit
3129,4440,2025-02-28,113384.19,Debit
3130,3107,2024-09-15,156848.04,Debit
3131,3956,2025-06-17,99261.53,Credit
3132,1612,2026-04-17,116598.8,Debit
3133,4478,2025-01-02,20340.5,Debit
3134,2025,2025-02-03,88443.61,Debit
3135,2881,2026-04-18,117949.39,Credit
3136,398,2026-02-09,165078.38,Credit
3137,399,2024-06-14,204082.81,Debit
3138,275,2025-12-03,210563.62,Debit
3139,3415,2026-04-26,111516.91,Debit
3140,4395,2025-10-10,186783.12,Credit
3141,3424,2024-12-31,79170.46,Credit
3142,984,2024-07-18,86816.59,Debit
3143,2925,2025-07-22,204784.49,Debit
3144,4326,2025-04-10,28575.03,Credit
3145,1437,2026-05-07,142413.99,Debit
3146,3463,2024-08-26,169538.74,Credit
3147,2418,2026-01-31,144188.75,Credit
3148,220,2025-03-16,230145.39,Credit
3149,1861,2025-07-03,78478.39,Debit
3150,1355,2025-12-31,183331.74,Credit
3151,1506,2025-03-06,246070.22,Credit
3152,2580,2024-12-04,118770.16,Credit
3153,823,2026-05-02,239844.83,Credit
3154,3688,2024-05-20,126368.64,Credit
3155,3893,2024-07-09,234961.99,Debit
3156,4985,2026-01-23,97316.79,Credit
3157,3277,2024-10-08,221286.15,Credit
3158,4509,2025-07-09,207644.33,Debit
3159,3652,2025-04-08,237341.82,Debit
3160,2911,2024-10-10,139280.12,Credit
3161,3488,2025-01-19,7369.78,Credit
3162,3681,2025-07-07,39730.85,Credit
3163,3799,2026-04-30,46701.2,Debit
3164,3127,2024-07-19,177362.09,Debit
3165,3573,2024-07-17,175429.24,Debit
3166,1765,2024-05-26,46250.3,Credit
3167,1441,2025-12-27,158091.02,Credit
3168,457,2025-01-30,215823.97,Debit
3169,853,2025-04-17,13564.02,Debit
3170,3744,2024-09-21,233952.66,Debit
3171,3046,2025-09-07,178566.21,Debit
3172,3345,2024-11-05,186926.68,Credit
3173,3265,2025-05-29,186561.83,Debit
3174,4305,2025-09-20,6808.26,Credit
3175,3925,2025-06-08,61870.66,Credit
3176,3671,2025-10-14,98173.94,Debit
3177,1347,2026-04-17,56988.28,Debit
3178,4550,2025-12-10,76582.21,Debit
3179,3184,2025-11-27,241456.34,Debit
3180,3578,2025-01-20,151560.36,Credit
3181,391,2025-09-18,157216.27,Credit
3182,280,2026-05-09,26016.53,Credit
3183,3971,2024-09-20,203294.09,Debit
3184,341,2025-12-08,246807.59,Debit
3185,1354,2026-04-07,181180.27,Credit
3186,1633,2025-11-22,46433.05,Credit
3187,570,2025-01-06,123429.03,Debit
3188,1787,2024-06-01,184380.58,Credit
3189,3284,2024-11-06,32091.51,Debit
3190,1322,2024-09-04,138623.25,Debit
3191,4450,2026-04-17,117030.77,Credit
3192,4934,2024-09-21,148653.62,Debit
3193,2239,2025-04-08,109752.51,Debit
3194,4858,2025-11-07,103554.83,Debit
3195,1326,2025-09-06,225747.23,Debit
3196,622,2025-04-09,111239.92,Credit
3197,3261,2026-03-30,1412.3,Credit
3198,4409,2024-07-09,224465.77,Debit
3199,3335,2025-01-25,238466.49,Debit
3200,2128,2025-04-27,88094.2,Credit
3201,175,2025-09-30,92928.95,Debit
3202,96,2025-10-13,192360.74,Debit
3203,4443,2025-08-15,10513.32,Debit
3204,3697,2025-11-10,44159.4,Credit
3205,3855,2025-03-26,174425.42,Credit
3206,994,2024-05-22,33065.43,Credit
3207,3240,2025-06-25,221187.28,Credit
3208,4631,2025-09-19,52048.73,Debit
3209,2068,2025-08-26,123129.61,Debit
3210,620,2025-04-19,62370.23,Debit
3211,1808,2024-10-24,103405.69,Debit
3212,1834,2026-02-05,198508.71,Credit
3213,2453,2024-10-31,162368.35,Credit
3214,4607,2024-09-12,209647.39,Debit
3215,1462,2025-06-11,122473.26,Debit
3216,1157,2025-11-23,147178.31,Credit
3217,4661,2025-09-24,126627.98,Debit
3218,479,2024-05-12,49749.27,Debit
3219,772,2025-04-15,157582.74,Debit
3220,1902,2025-09-17,26757.6,Debit
3221,4686,2025-03-04,47460.75,Credit
3222,709,2024-09-21,123809.6,Debit
3223,436,2024-09-17,164437.37,Credit
3224,3700,2024-06-19,150624.28,Debit
3225,751,2024-12-01,77005.99,Credit
3226,1872,2024-08-07,208553.82,Debit
3227,4698,2025-02-13,101959.75,Debit
3228,1570,2024-09-30,134889.24,Debit
3229,3041,2025-09-24,240122.87,Debit
3230,3222,2025-01-13,143422.36,Debit
3231,3788,2025-06-05,154489.69,Debit
3232,4543,2026-02-24,155150.91,Debit
3233,4350,2024-12-02,235698.65,Credit
3234,2165,2024-10-19,177548.68,Credit
3235,4168,2026-03-10,48326.47,Debit
3236,2931,2026-03-25,8736.5,Credit
3237,2366,2024-12-21,174493.64,Debit
3238,4837,2025-12-09,35186.94,Credit
3239,157,2024-10-10,33252.05,Credit
3240,3569,2026-01-08,50227.96,Credit
3241,3512,2025-02-10,208492.16,Debit
3242,3369,2024-10-19,120395.85,Debit
3243,899,2025-01-22,239836.67,Credit
3244,4557,2025-03-11,99478.58,Debit
3245,3904,2025-08-03,7239.98,Credit
3246,1923,2024-10-03,234471.19,Credit
3247,363,2025-12-13,81077.36,Credit
3248,2939,2025-11-08,247915.35,Debit
3249,2136,2025-03-18,99587.13,Credit
3250,1068,2024-06-08,116703.16,Credit
3251,4824,2025-10-31,51939.11,Debit
3252,2724,2025-10-23,201278.5,Debit
3253,1105,2025-03-11,248322.23,Credit
3254,2975,2024-11-04,178058.38,Debit
3255,1490,2025-11-01,127014.22,Credit
3256,4058,2025-07-18,144256.54,Credit
3257,3095,2026-03-29,113385.62,Credit
3258,3021,2024-11-17,71308.38,Debit
3259,1659,2024-10-08,36995.19,Debit
3260,1062,2026-03-21,227705.29,Credit
3261,2298,2024-09-15,62530.06,Credit
3262,1819,2024-07-19,154558.16,Credit
3263,4656,2025-11-27,188392.37,Credit
3264,1716,2025-03-23,174177.86,Debit
3265,251,2024-05-14,53981.65,Debit
3266,2266,2026-01-24,56263.22,Credit
3267,3441,2026-04-27,119989.23,Debit
3268,939,2026-02-09,133098.92,Credit
3269,2504,2026-03-15,200538.34,Debit
3270,3739,2026-01-31,174701.41,Credit
3271,3327,2025-03-22,86394.58,Credit
3272,969,2024-06-22,114405.66,Debit
3273,3492,2025-01-27,51620.94,Debit
3274,1584,2024-08-05,14436.32,Credit
3275,4135,2025-07-28,8162.13,Debit
3276,2629,2025-11-03,236943.35,Debit
3277,998,2024-07-09,11747.22,Credit
3278,2116,2025-06-01,762.31,Credit
3279,1470,2026-02-15,101669.77,Credit
3280,4568,2025-03-06,89963.28,Debit
3281,258,2025-09-22,53485.86,Credit
3282,3781,2025-09-23,41694.66,Debit
3283,827,2025-02-21,229572.53,Credit
3284,502,2026-05-02,154165.84,Credit
3285,1902,2025-08-27,135741.69,Credit
3286,2611,2026-01-09,194766.33,Credit
3287,2223,2025-02-07,67696.92,Debit
3288,4968,2026-03-12,72383.4,Credit
3289,2829,2025-04-22,218268.3,Debit
3290,913,2024-10-08,7383.51,Credit
3291,542,2024-10-22,5592.81,Credit
3292,3586,2025-12-10,153610.51,Debit
3293,3099,2025-08-27,241147.48,Debit
3294,999,2025-12-30,130839.97,Credit
3295,3495,2026-01-10,182856.37,Debit
3296,1719,2024-07-10,60473.32,Debit
3297,2338,2026-01-18,234950.44,Debit
3298,1951,2024-08-13,61934.88,Credit
3299,4482,2024-11-11,156234.94,Debit
3300,1584,2025-04-05,49641.58,Credit
3301,4711,2024-06-24,213938.09,Credit
3302,2586,2025-09-28,210650.94,Credit
3303,644,2024-08-01,91671.76,Debit
3304,3920,2025-01-31,41116.29,Debit
3305,2094,2025-03-02,197485.3,Credit
3306,3319,2024-05-20,74414.73,Debit
3307,4470,2026-01-26,157728.73,Debit
3308,2040,2026-05-06,198670.02,Debit
3309,2506,2026-04-09,50529.84,Debit
3310,4043,2024-09-27,16516.62,Debit
3311,1553,2025-11-15,66968.15,Debit
3312,3179,2025-10-11,106698.77,Credit
3313,2596,2025-08-20,150206.34,Credit
3314,4550,2025-02-21,157901.97,Credit
