Loan_ID,Customer_ID,Loan_Amount,Loan_Status
933,4166,2356744.01,Rejected
934,1512,1720136.16,Rejected
935,132,1197404.28,Pending
936,246,1530961.79,Rejected
937,962,3821400.15,Approved
938,4845,3495883.21,Pending
939,1979,3134702.19,Rejected
940,4452,1375670.9,Rejected
941,2889,3391687.23,Pending
942,4583,1501310.6,Approved
943,3277,3583961.89,Rejected
944,3657,2322417.6,Rejected
945,4002,3502170.45,Rejected
946,1324,3186510.34,Pending
947,2886,3687032.85,Rejected
948,4924,817356.85,Rejected
949,113,2068154.38,Rejected
950,3714,3545822.43,Approved
951,2992,2659585.64,Rejected
952,4662,1120868.95,Rejected
953,3270,647359.45,Approved
954,142,1056805.13,Approved
955,4292,776445.71,Pending
956,1858,2540233.89,Approved
957,511,4657948.29,Rejected
958,172,769172.74,Rejected
959,866,228195.13,Rejected
960,4943,4708305.66,Approved
961,4394,2345239.48,Approved
962,1614,2682091.0,Rejected
963,4904,875696.85,Pending
964,123,1639209.61,Approved
965,4896,3400914.95,Pending
966,4134,1401148.51,Pending
967,2803,1161428.97,Rejected
968,1329,438353.77,Pending
969,3787,4545301.53,Approved
970,3391,2710481.68,Approved
971,2126,258823.04,Rejected
972,900,4327238.7,Pending
973,987,1725046.42,Pending
974,4355,608608.31,Approved
975,4632,1011122.03,Rejected
976,256,3638844.96,Approved
977,501,2492925.94,Rejected
978,2313,3191259.19,Pending
979,257,4857643.19,Rejected
980,4236,2055854.76,Rejected
981,2233,4795398.24,Rejected
982,3856,956970.73,Rejected
983,1117,1417954.0,Pending
984,3123,952941.55,Rejected
985,1327,1575432.97,Pending
986,180,2573369.72,Rejected
987,3765,1222393.98,Rejected
988,1481,3173859.06,Rejected
989,575,623470.85,Pending
990,499,366993.64,Approved
991,4261,2972838.64,Rejected
992,1991,3210571.24,Rejected
993,2747,1327699.73,Approved
994,4908,4248290.78,Pending
995,557,2256639.39,Approved
996,4830,2125938.01,Pending
997,2969,4141356.8,Rejected
998,3898,4185030.8,Rejected
999,3195,3680398.84,Approved
1000,1175,2794544.51,Approved
1001,270,3206467.5,Pending
1002,4846,1894770.78,Approved
1003,1605,2017247.85,Rejected
1004,256,1344163.8,Pending
1005,3890,4593454.06,Pending
1006,3841,3198838.47,Pending
1007,4272,479603.79,Approved
1008,2420,2294086.9,Approved
1009,803,4293703.51,Rejected
1010,469,56358.21,Approved
1011,3572,547333.67,Rejected
1012,2989,492311.33,Pending
1013,3921,3654182.9,Approved
1014,3725,933972.94,Pending
1015,137,3046184.33,Rejected
1016,4550,1641035.89,Approved
1017,2359,4124958.44,Pending
1018,392,1379604.19,Rejected
1019,1553,4162741.91,Pending
1020,4147,4754996.58,Pending
1021,429,4730898.26,Pending
1022,4508,638661.17,Approved
1023,3626,1854192.65,Approved
1024,3717,4799361.44,Approved
1025,3676,1681780.79,Rejected
1026,3868,3340498.54,Approved
1027,4743,3874858.46,Pending
1028,1182,4012025.38,Approved
1029,2737,3176155.77,Pending
1030,1080,263650.43,Approved
1031,2810,4849588.55,Pending
1032,1909,1276273.33,Pending
1033,3008,3246677.02,Pending
1034,199,2361570.31,Approved
1035,2886,4574893.58,Rejected
1036,2261,3806831.4,Rejected
1037,328,502315.16,Pending
1038,4819,3763895.1,Approved
1039,2484,2456103.73,Pending
1040,4619,1276025.43,Approved
1041,596,81046.35,Rejected
1042,2440,1057493.58,Approved
1043,4020,899222.95,Rejected
1044,2120,3083755.11,Pending
1045,3880,2690365.97,Approved
1046,2497,4300846.27,Rejected
1047,3053,2377765.58,Rejected
1048,2706,4831097.26,Approved
1049,1955,1053841.65,Approved
1050,3593,1197165.55,Approved
1051,1901,1416119.52,Approved
1052,2425,1268032.41,Rejected
1053,1514,1660429.47,Pending
1054,3022,4132579.13,Approved
1055,1096,2939065.11,Approved
1056,4714,2826151.48,Approved
1057,1142,2308515.54,Rejected
1058,1080,4812902.91,Approved
1059,4687,4536686.73,Rejected
1060,4087,3055962.66,Rejected
1061,2900,899645.21,Pending
1062,2622,4119576.71,Approved
1063,3169,4686635.34,Approved
1064,3837,4332010.34,Rejected
1065,2348,1853827.17,Rejected
1066,1842,1901697.68,Approved
1067,1344,913331.04,Rejected
1068,245,1817029.72,Rejected
1069,2029,3682134.49,Rejected
1070,2259,1758990.47,Approved
1071,3596,2530239.23,Approved
1072,4399,1514763.69,Rejected
1073,2283,4768269.78,Approved
1074,4009,4361742.56,Rejected
1075,755,4705784.24,Pending
1076,48,234900.48,Pending
1077,594,1837313.31,Approved
1078,183,1023971.67,Approved
1079,1143,3453315.96,Approved
1080,477,1684777.64,Rejected
1081,1432,2414098.75,Pending
1082,1471,3088769.72,Rejected
1083,2700,3790906.87,Pending
1084,1958,1056786.4,Approved
1085,1161,3413848.45,Rejected
1086,2817,3102749.9,Approved
1087,4903,1882037.95,Approved
1088,397,4860811.33,Pending
1089,4679,3157723.06,Pending
1090,3536,3369180.88,Rejected
1091,1567,4845492.38,Rejected
1092,203,1339522.61,Approved
1093,235,2987336.56,Rejected
1094,810,3972804.08,Pending
1095,1693,4312858.33,Rejected
1096,23,2664987.85,Approved
1097,258,694068.66,Rejected
1098,2405,335259.75,Rejected
1099,1114,1604873.76,Rejected
1100,148,1239236.88,Rejected
1101,1065,4906520.35,Rejected
1102,4755,1225438.92,Approved
1103,1654,2669243.85,Pending
1104,2094,4210003.36,Approved
1105,202,2559202.22,Rejected
1106,3966,2529538.75,Rejected
1107,4782,3573448.19,Pending
1108,2317,1496580.52,Approved
1109,2067,1241592.82,Pending
1110,271,2367812.1,Rejected
1111,193,1375474.15,Pending
1112,4985,3982226.87,Approved
1113,2302,1745466.33,Approved
1114,4205,3268399.53,Approved
1115,1816,391776.01,Pending
1116,2331,3617492.8,Approved
1117,3938,2771878.11,Rejected
1118,2317,2185271.77,Pending
1119,2082,2431853.77,Approved
1120,4055,297461.31,Approved
1121,4893,4558372.33,Pending
1122,358,3000262.14,Pending
1123,2135,1862744.0,Pending
1124,834,469598.68,Rejected
1125,726,2083857.61,Pending
1126,3764,4639787.14,Approved
1127,2783,892449.47,Rejected
1128,1270,1443032.67,Approved
1129,1990,815678.15,Approved
1130,4062,4431827.83,Rejected
1131,4559,924968.55,Rejected
1132,4638,3932091.82,Pending
1133,939,4210142.66,Pending
1134,369,4217109.45,Approved
1135,3459,3083660.86,Rejected
1136,4618,3554913.89,Rejected
1137,504,2140814.87,Approved
1138,1383,2712095.96,Approved
1139,1534,2243009.09,Pending
1140,2000,4934645.1,Pending
1141,4243,2653471.49,Pending
1142,3443,4428117.9,Rejected
1143,4721,1194434.45,Pending
1144,212,4210859.84,Pending
1145,2410,976763.29,Pending
1146,4038,1575711.06,Approved
1147,3124,2796918.57,Pending
1148,4863,806376.8,Rejected
1149,3663,4535696.17,Approved
1150,3453,114407.05,Approved
1151,3482,1821427.03,Pending
1152,964,63822.59,Approved
1153,694,1766965.35,Rejected
1154,309,918928.82,Approved
1155,2168,1226580.08,Approved
1156,674,1259118.02,Pending
1157,933,861018.3,Approved
1158,1504,1341431.64,Rejected
1159,1639,2894466.52,Approved
1160,1322,2399878.87,Rejected
1161,3417,3166863.03,Pending
1162,2236,519227.15,Rejected
1163,3753,4639925.54,Approved
1164,3426,997917.17,Approved
1165,3052,3521663.97,Rejected
1166,2189,1434766.56,Pending
1167,4305,309739.57,Pending
1168,4645,4743422.6,Pending
1169,2009,1435237.67,Pending
1170,2476,1574429.6,Approved
1171,131,3624820.99,Pending
1172,67,3261783.98,Rejected
1173,1495,4418349.82,Rejected
1174,1186,2176831.84,Approved
1175,2719,2800547.16,Pending
1176,2867,1880162.57,Approved
1177,4992,3223170.49,Pending
1178,4852,3063679.97,Rejected
1179,4515,4975884.09,Rejected
1180,3444,3750811.51,Pending
1181,4722,1842897.46,Rejected
1182,384,3868805.37,Rejected
1183,2876,4257844.04,Pending
1184,4013,4898956.49,Rejected
1185,276,3818014.68,Approved
1186,3052,3227677.38,Approved
1187,1945,1280605.71,Rejected
1188,291,4597536.59,Pending
1189,4696,1660881.99,Pending
1190,627,382971.18,Rejected
1191,3610,4643660.15,Rejected
1192,1129,1446263.37,Rejected
1193,2795,4629671.26,Rejected
1194,4248,2508835.06,Approved
1195,26,2473039.16,Rejected
1196,896,511216.12,Approved
1197,2604,1823210.1,Approved
1198,2810,1888712.29,Rejected
1199,1990,4223648.38,Rejected
1200,3821,3103022.48,Pending
1201,3904,4981976.6,Approved
1202,685,1482273.33,Approved
1203,1360,1404109.07,Pending
1204,989,572609.82,Approved
1205,2683,4904026.78,Approved
1206,3726,1365057.14,Approved
1207,1166,4396905.35,Rejected
1208,1098,3041003.81,Approved
1209,2614,3256500.59,Rejected
1210,3150,4716338.24,Rejected
1211,3116,4915871.05,Rejected
1212,161,723192.21,Pending
1213,2522,329154.07,Approved
1214,986,2427710.88,Approved
1215,2934,1823269.27,Approved
1216,1542,2671163.47,Approved
1217,4109,1739299.52,Pending
1218,3310,2770507.04,Approved
1219,304,88985.15,Approved
1220,748,1321008.25,Rejected
1221,3871,1818553.03,Pending
1222,1652,3167852.14,Approved
1223,3797,546611.33,Rejected
1224,4993,481300.3,Rejected
1225,3793,3587009.01,Rejected
1226,3071,2555776.21,Pending
1227,1892,4435908.95,Pending
1228,4033,2318171.27,Pending
1229,3354,4446276.3,Rejected
1230,1409,4520578.54,Rejected
1231,3468,2242437.43,Rejected
1232,3908,4927153.59,Pending
1233,4992,2973575.48,Pending
1234,2050,4362538.21,Pending
1235,4296,2342711.93,Pending
1236,2306,1739105.37,Rejected
1237,198,298237.5,Pending
1238,4913,256042.14,Approved
1239,1553,518493.42,Rejected
1240,397,4408428.37,Pending
1241,795,2083088.25,Pending
1242,938,1203887.04,Rejected
1243,4712,3612564.06,Pending
1244,2362,3538639.74,Pending
1245,2885,2245398.31,Approved
1246,1710,2568894.56,Pending
1247,4504,4133037.12,Pending
1248,2803,2686082.1,Rejected
1249,1651,4408249.6,Rejected
1250,1235,4868733.43,Rejected
1251,2271,3022301.31,Approved
1252,4425,3811282.2,Pending
1253,3121,3503973.89,Pending
1254,4589,1854384.24,Pending
1255,1469,3422765.25,Rejected
1256,3106,742075.59,Rejected
1257,2798,4503382.98,Rejected
1258,813,3270662.34,Approved
1259,4646,3394755.01,Approved
1260,1190,2496644.23,Rejected
1261,1367,298986.87,Pending
1262,2926,1906601.01,Rejected
1263,1569,604823.15,Rejected
1264,832,1016100.3,Pending
1265,2293,475221.33,Approved
1266,1714,122444.43,Approved
1267,2210,3866829.85,Rejected
1268,4373,4933454.3,Pending
1269,2963,1656685.3,Approved
1270,4784,908131.94,Rejected
1271,4558,4724704.18,Rejected
1272,4655,4962582.65,Rejected
1273,4463,3665021.17,Pending
1274,3946,3746719.4,Rejected
1275,1069,2444150.74,Rejected
1276,2079,728966.1,Rejected
1277,6,2759723.98,Approved
1278,705,1687744.89,Approved
1279,3093,3696746.97,Rejected
1280,3239,691326.7,Pending
1281,1362,3605467.59,Rejected
1282,1356,115432.81,Rejected
1283,2726,834605.61,Rejected
1284,3243,2306185.43,Rejected
1285,1555,1411433.62,Approved
1286,4744,4679459.23,Approved
1287,992,879322.5,Approved
1288,2399,1281252.79,Pending
1289,1552,2209676.93,Approved
1290,4221,286905.91,Approved
1291,4489,2283574.33,Pending
1292,944,3579122.84,Approved
1293,3232,136757.05,Rejected
1294,3895,3790884.29,Rejected
1295,532,815669.51,Rejected
1296,2098,4414867.68,Pending
1297,1281,2208297.48,Rejected
1298,2775,351820.2,Pending
1299,4938,2007489.2,Rejected
1300,3212,4379932.92,Pending
1301,2507,1056757.24,Approved
1302,1026,4317576.48,Pending
1303,4595,1406480.87,Rejected
1304,4609,2955916.95,Approved
1305,4192,4794307.74,Approved
1306,978,2445097.04,Approved
1307,2395,3011388.46,Rejected
1308,3216,900784.32,Approved
1309,4169,1337079.37,Rejected
1310,4242,1903516.45,Pending
1311,3444,1037272.57,Rejected
1312,1038,502246.17,Rejected
1313,4407,576421.11,Pending
1314,4130,3763239.26,Approved
1315,2082,4455001.75,Pending
1316,4284,1023773.75,Approved
1317,2595,1097341.93,Rejected
1318,4616,2759259.96,Approved
1319,3466,723538.08,Approved
1320,2933,652218.45,Approved
1321,2636,1333662.95,Pending
1322,3420,2884231.66,Rejected
1323,3801,1768573.08,Pending
1324,1641,2846224.09,Approved
1325,193,4083197.14,Pending
1326,3738,3855650.29,Rejected
1327,1072,2149013.07,Rejected
1328,3437,1501097.64,Approved
1329,4665,3603807.97,Approved
1330,3955,485257.81,Rejected
1331,4783,361433.22,Rejected
1332,179,3788628.99,Pending
1333,2215,2107153.6,Rejected
1334,4987,2590067.4,Rejected
1335,3913,4664658.14,Rejected
1336,322,3770973.5,Approved
1337,619,4648859.16,Pending
1338,3487,3561679.89,Rejected
1339,4963,2822533.48,Pending
1340,330,1513333.38,Approved
1341,1723,3005377.15,Approved
1342,3501,4423865.69,Pending
1343,4263,4469665.7,Approved
1344,2134,1592932.57,Pending
1345,2377,486684.77,Pending
1346,2610,1270245.36,Pending
1347,3160,3137561.08,Approved
1348,4462,489422.82,Pending
1349,4637,2861938.23,Rejected
1350,1664,3170197.52,Pending
1351,2050,1967884.06,Approved
1352,4036,306393.33,Rejected
1353,4402,1578230.78,Rejected
1354,2684,2780270.2,Approved
1355,898,3069118.38,Pending
1356,1384,3884007.57,Approved
1357,1998,1252773.45,Pending
1358,4768,2098037.62,Approved
1359,2226,3708650.21,Approved
1360,1979,449533.68,Pending
1361,243,2952087.92,Rejected
1362,2573,3589937.97,Approved
1363,517,2114787.15,Pending
1364,4737,2781800.45,Rejected
1365,3304,3553969.38,Approved
1366,2014,825451.76,Rejected
1367,1407,3274671.72,Pending
1368,2197,3001208.51,Rejected
1369,2247,4196455.61,Pending
1370,319,1422305.69,Rejected
1371,351,3020137.68,Pending
1372,4456,1798535.3,Approved
1373,4593,691690.58,Pending
1374,3064,694141.46,Pending
1375,983,2567372.65,Rejected
1376,2563,4961891.64,Rejected
1377,752,2520398.6,Rejected
1378,4439,460509.2,Rejected
1379,550,3166017.57,Approved
1380,1551,2210777.4,Rejected
1381,1645,4569789.1,Rejected
1382,3507,844033.47,Pending
1383,3412,3876305.87,Rejected
1384,3302,825748.32,Rejected
1385,3835,4577154.92,Rejected
1386,4723,2990729.91,Pending
1387,1052,126882.6,Pending
1388,133,2517408.64,Approved
1389,3241,4912066.53,Approved
1390,2291,2462812.31,Rejected
1391,750,854882.32,Approved
1392,4740,1824152.01,Rejected
1393,4992,2107463.07,Pending
1394,226,1148102.91,Approved
1395,1905,739950.46,Rejected
1396,4687,4890580.99,Approved
1397,4706,1896693.15,Pending
1398,4603,1942952.34,Rejected
1399,467,2682195.7,Approved
1400,2836,4629294.79,Pending
1401,1817,507534.48,Rejected
1402,865,2780577.0,Approved
1403,1470,3560177.6,Approved
1404,751,2616570.36,Approved
1405,4405,914424.79,Approved
1406,299,1127575.09,Approved
1407,3493,1891894.63,Approved
1408,4240,1555864.94,Rejected
1409,3789,3729307.56,Approved
1410,4865,2494367.61,Rejected
1411,1380,4736117.75,Rejected
1412,1978,2979692.83,Pending
1413,4130,3758709.69,Approved
1414,852,527417.65,Approved
1415,4538,607426.67,Rejected
1416,1552,4460173.57,Pending
1417,3493,3507532.9,Approved
1418,1386,1989274.13,Approved
1419,107,2332823.62,Pending
1420,3084,3681949.67,Rejected
1421,1767,2520878.07,Approved
1422,603,4679081.73,Pending
1423,4886,4159241.22,Pending
1424,677,2104893.18,Pending
1425,4405,1704616.5,Pending
1426,1921,728203.59,Approved
1427,4814,3079087.05,Pending
1428,4395,3965132.25,Rejected
1429,3617,951289.74,Pending
1430,1328,2356461.74,Rejected
1431,4040,1325118.61,Pending
1432,4973,4746866.59,Pending
1433,2546,77917.04,Rejected
1434,1921,1038602.85,Pending
1435,1202,2305728.59,Rejected
1436,358,4390487.63,Pending
1437,4619,3577560.8,Rejected
1438,4386,4825727.83,Pending
1439,2553,3510965.84,Approved
1440,3664,1473293.93,Approved
1441,4339,4163609.7,Approved
1442,4073,3750712.38,Rejected
1443,735,2264358.33,Rejected
1444,4556,895394.91,Approved
1445,3311,670290.53,Pending
1446,3541,4043200.29,Rejected
1447,1331,2368148.8,Pending
1448,1384,1296630.62,Approved
1449,320,2282602.33,Approved
1450,3600,2819728.39,Pending
1451,729,2736646.62,Approved
1452,1287,4332174.34,Rejected
1453,3180,3402798.06,Pending
1454,4278,4873811.09,Rejected
1455,3485,4653365.57,Approved
1456,204,463956.44,Approved
1457,1997,637814.4,Pending
1458,1575,1811180.88,Approved
1459,2075,3636698.29,Pending
1460,733,2151227.43,Pending
1461,2323,3071778.49,Rejected
1462,387,3566739.88,Approved
1463,4481,2667331.11,Approved
1464,3086,2358807.5,Rejected
1465,4052,4018218.12,Rejected
1466,807,3701252.6,Rejected
1467,3987,143108.96,Approved
1468,3593,1866897.98,Approved
1469,3683,1994488.77,Rejected
1470,1099,1285747.8,Rejected
1471,1322,4826085.07,Approved
1472,3815,2804674.65,Approved
1473,2836,3707153.01,Pending
1474,2380,4364403.36,Approved
1475,4441,3287780.88,Rejected
1476,4755,105553.9,Approved
1477,2748,3937598.78,Approved
1478,2915,1480991.32,Pending
1479,4474,3050713.41,Pending
1480,1299,751367.72,Pending
1481,2162,1486279.64,Pending
1482,4441,489676.91,Approved
1483,2702,1320517.26,Rejected
1484,2425,3162783.72,Rejected
1485,1185,4353554.71,Pending
1486,1738,3009625.43,Rejected
1487,4073,2572082.9,Approved
1488,4453,4377740.97,Approved
1489,4932,2151319.01,Rejected
1490,3052,1021581.56,Rejected
1491,2733,3059349.15,Rejected
1492,3187,790240.75,Pending
1493,4597,1180323.97,Rejected
1494,3395,4870342.31,Rejected
1495,3482,3530305.79,Approved
1496,3007,73321.03,Approved
1497,433,4007471.68,Approved
1498,3548,195949.17,Pending
1499,3976,4628257.38,Rejected
1500,3723,3793648.79,Approved
1501,635,2876084.87,Rejected
1502,39,4980521.21,Pending
1503,983,4014398.87,Pending
1504,3145,3774083.98,Rejected
1505,2170,415683.65,Pending
1506,926,4187126.09,Rejected
1507,1079,3264313.23,Approved
1508,3035,2479068.1,Rejected
1509,2768,4649239.83,Approved
1510,2111,4210401.67,Rejected
1511,3597,366789.19,Pending
1512,3552,2025939.11,Approved
1513,739,1135377.29,Pending
1514,3812,3203435.39,Rejected
1515,4907,1696776.04,Approved
1516,2733,4474613.39,Pending
1517,2479,811522.77,Approved
1518,769,758482.36,Rejected
1519,3244,4811144.08,Approved
1520,3837,3479899.83,Rejected
1521,1892,1142320.39,Rejected
1522,3345,1912371.85,Approved
1523,3656,1204512.67,Approved
1524,2079,2541580.45,Rejected
1525,4312,2830149.38,Pending
1526,2623,1120288.33,Approved
1527,2055,914384.07,Approved
1528,3609,1693685.78,Approved
1529,2090,2001320.24,Approved
1530,2897,875641.43,Rejected
1531,3273,4757264.96,Rejected
1532,3911,2679802.14,Pending
1533,3329,99714.65,Rejected
1534,1917,2393129.08,Rejected
1535,2556,761010.91,Rejected
1536,4331,372746.49,Pending
1537,4724,1226241.27,Rejected
1538,2025,4646984.62,Pending
1539,669,4912315.86,Rejected
1540,4039,2753201.71,Pending
1541,2874,1897781.94,Pending
1542,3059,3664546.22,Approved
1543,2374,565234.49,Approved
1544,1725,1847115.69,Rejected
1545,3070,3764390.03,Pending
1546,3115,360926.21,Rejected
1547,1649,4452067.94,Approved
1548,3398,285609.33,Approved
1549,4416,2200774.08,Rejected
1550,1206,2991303.82,Rejected
1551,4502,4583880.87,Rejected
1552,3513,3029784.52,Pending
1553,3985,4673001.59,Pending
1554,1453,3507996.73,Pending
1555,1039,3872854.88,Rejected
1556,4624,2361727.34,Approved
1557,3043,2277473.23,Rejected
1558,2244,1641402.69,Pending
1559,4889,3069530.05,Pending
1560,3512,2964399.93,Rejected
1561,221,3599860.66,Rejected
1562,1753,1089735.28,Rejected
1563,2512,3588453.36,Pending
1564,4755,1538633.99,Pending
1565,76,1608615.05,Approved
1566,4686,1940691.2,Approved
1567,91,1082582.41,Approved
1568,4060,195345.85,Approved
1569,2527,3204327.98,Approved
1570,1856,3768896.2,Approved
1571,1223,1481349.59,Approved
1572,4456,3025623.79,Pending
1573,71,1207326.07,Rejected
1574,101,152795.01,Rejected
1575,3513,2965951.4,Pending
1576,3132,385359.14,Pending
1577,3687,2609199.54,Approved
1578,1809,1161110.59,Rejected
1579,2782,281041.05,Pending
1580,4395,2537572.82,Rejected
1581,4616,1687218.43,Approved
1582,3830,1754639.39,Rejected
1583,2432,4163083.07,Approved
1584,3085,4413846.99,Rejected
1585,3980,319992.3,Approved
1586,3250,545843.75,Approved
1587,1749,2451063.47,Rejected
1588,4706,2532737.61,Rejected
1589,4989,4366331.6,Approved
1590,2390,3929581.94,Pending
1591,3363,1562398.5,Rejected
1592,1559,2824873.2,Rejected
1593,3503,283662.06,Pending
1594,3239,4837518.03,Rejected
1595,435,1237885.45,Rejected
1596,2202,2787532.07,Pending
1597,3730,3541943.52,Rejected
1598,3396,1052644.17,Rejected
1599,405,1975414.98,Rejected
1600,2364,2715798.66,Approved
1601,4455,4083392.52,Pending
1602,3780,1204663.09,Approved
1603,2787,4953480.06,Pending
1604,4917,57772.65,Approved
1605,1499,1567792.82,Pending
1606,3024,1772908.8,Approved
1607,3370,3512729.31,Rejected
1608,272,3584638.57,Approved
1609,1521,3252387.45,Approved
1610,2383,4722865.64,Rejected
1611,1362,3889029.22,Pending
1612,803,865973.0,Rejected
1613,4141,1164224.08,Pending
1614,263,3563042.05,Rejected
1615,2154,4623619.0,Approved
1616,1104,3520900.14,Approved
1617,3086,4623401.14,Pending
1618,2430,3383513.63,Pending
1619,2987,4333639.68,Pending
1620,1936,2290092.43,Approved
1621,936,4911583.08,Rejected
1622,2282,2907039.62,Rejected
1623,3506,1105807.8,Rejected
1624,758,2734529.03,Approved
1625,311,2860063.65,Pending
1626,1776,922307.75,Pending
1627,4665,2579172.29,Pending
1628,2410,2105425.75,Rejected
1629,1390,4133555.1,Pending
1630,4039,180937.34,Pending
1631,654,2157463.71,Pending
1632,530,996632.98,Approved
1633,3304,2528685.83,Rejected
1634,3107,4640389.52,Approved
1635,41,2730899.92,Rejected
1636,3088,561153.23,Approved
1637,2128,4862377.94,Rejected
1638,2735,2520939.83,Pending
1639,3644,1829439.53,Rejected
1640,1908,1838443.13,Approved
1641,4256,3540327.31,Approved
1642,3514,3261648.25,Rejected
1643,266,4447220.14,Pending
1644,3179,225890.97,Rejected
1645,86,578145.52,Approved
1646,1062,4597859.11,Rejected
1647,4884,4155322.59,Approved
1648,1006,292628.18,Pending
1649,31,626404.54,Pending
1650,838,2180673.14,Rejected
1651,3242,2458326.75,Approved
1652,217,2270200.73,Pending
1653,2399,2735074.41,Pending
1654,3771,2245676.24,Rejected
1655,4402,2410474.23,Pending
1656,2288,495168.95,Pending
1657,15,2050241.61,Approved
1658,4276,4272488.47,Pending
1659,1501,1593091.96,Rejected
1660,1743,401458.19,Pending
1661,545,3438991.59,Pending
1662,2664,4523734.76,Approved
1663,2279,664841.14,Rejected
1664,64,4326174.0,Pending
1665,2620,1423324.11,Approved
1666,3637,1415475.0,Pending
1667,3765,4987799.5,Rejected
1668,3315,1515662.03,Pending
1669,354,1129455.36,Approved
1670,1436,4810413.74,Approved
1671,1592,4681008.74,Pending
1672,744,3996380.42,Approved
1673,3341,3692012.65,Pending
1674,4025,3508173.51,Rejected
1675,254,576850.6,Rejected
1676,722,3757093.17,Rejected
1677,1232,4698507.54,Approved
1678,4547,4209290.64,Pending
1679,1053,4594974.94,Pending
1680,2334,347973.31,Rejected
1681,1519,4283358.87,Rejected
1682,2394,779494.92,Approved
1683,2389,2455862.17,Pending
1684,2592,2181652.73,Approved
1685,4503,1161776.6,Approved
1686,2027,4841970.42,Approved
1687,4868,4029010.49,Approved
1688,2931,1964878.91,Rejected
1689,409,4188655.39,Pending
1690,1069,1884693.16,Approved
1691,4427,1287832.01,Approved
1692,720,2197325.61,Rejected
1693,4605,1194148.78,Approved
1694,4982,3804834.38,Approved
1695,4928,2440574.88,Pending
1696,1212,689716.27,Approved
1697,583,687703.95,Approved
1698,4333,2010803.19,Approved
1699,450,3262408.88,Rejected
1700,3894,2503487.21,Approved
1701,2487,2047930.68,Pending
1702,3141,3521698.15,Approved
1703,59,1748251.18,Rejected
1704,3072,473223.33,Rejected
1705,3038,165582.3,Rejected
1706,2118,4031662.19,Rejected
1707,810,3116636.19,Approved
1708,928,3241198.77,Pending
1709,1705,4385768.26,Approved
1710,3282,1236533.78,Approved
1711,4458,4914134.75,Approved
1712,526,1485514.75,Approved
1713,1081,3596562.42,Rejected
1714,2602,4571363.88,Pending
1715,2101,1018246.42,Pending
1716,2754,2024894.81,Approved
1717,550,3337345.51,Pending
1718,4591,3550297.69,Approved
1719,1807,2541295.31,Rejected
1720,4158,532636.7,Approved
1721,4075,1964581.93,Pending
1722,3182,2914624.11,Approved
1723,3167,1475130.98,Pending
1724,688,4222596.16,Rejected
1725,2173,599014.51,Rejected
1726,3402,2258908.84,Pending
1727,2850,4834000.95,Pending
1728,2893,1063890.98,Rejected
1729,4076,2323679.22,Approved
1730,3173,2121479.57,Rejected
1731,4413,4607999.66,Rejected
1732,4152,3566668.34,Pending
1733,1115,1817879.71,Approved
1734,4330,1928889.0,Pending
1735,1548,1307851.01,Pending
1736,688,3510975.99,Rejected
1737,563,2853037.35,Rejected
1738,3081,1886338.32,Approved
1739,3178,445407.61,Approved
1740,1728,104822.02,Pending
1741,1074,122895.73,Rejected
1742,4439,4101746.59,Rejected
1743,3153,4026539.08,Rejected
1744,116,814691.19,Rejected
1745,2232,3180277.24,Rejected
1746,3692,972670.54,Rejected
1747,3645,1475629.72,Approved
1748,4654,4385459.22,Rejected
1749,4261,3035626.78,Pending
1750,1859,1810219.4,Rejected
1751,396,1458621.42,Rejected
1752,816,1791419.94,Approved
1753,3994,2954858.83,Pending
1754,2168,3613081.07,Approved
1755,1389,1189960.83,Rejected
1756,444,1910792.71,Rejected
1757,3939,173931.16,Pending
1758,3703,2790883.62,Rejected
1759,1168,3536711.25,Rejected
1760,118,1523042.81,Pending
1761,4648,1711311.34,Rejected
1762,2513,2120597.76,Approved
1763,2444,4490455.68,Rejected
1764,516,4949128.71,Approved
1765,3972,3460002.75,Rejected
1766,884,851168.22,Approved
1767,533,3228610.92,Approved
1768,1426,1720368.8,Rejected
1769,1735,1886621.62,Pending
1770,3711,871040.82,Approved
1771,2722,187904.51,Pending
1772,1315,4480299.32,Pending
1773,9,2529890.61,Approved
1774,3905,1869427.47,Approved
1775,340,1747651.51,Approved
1776,3420,188305.41,Rejected
1777,2466,1746080.34,Rejected
1778,2936,2310168.46,Approved
1779,1592,2160901.42,Rejected
1780,2466,3593291.54,Rejected
1781,3767,4530628.03,Rejected
1782,1219,934320.15,Approved
1783,1243,759301.28,Approved
1784,509,1344384.29,Approved
1785,2762,3748338.42,Approved
1786,240,4934714.54,Pending
1787,3430,2489482.77,Rejected
1788,4867,2805339.37,Approved
1789,59,664017.97,Rejected
1790,757,1785393.42,Rejected
1791,886,4505032.3,Pending
1792,768,1214486.77,Pending
1793,1796,4453274.56,Approved
1794,3423,3386401.27,Rejected
1795,655,521567.7,Approved
1796,1945,987686.91,Pending
1797,1912,4195312.92,Rejected
1798,3469,4139249.69,Rejected
1799,2542,1813875.05,Pending
1800,584,3713299.51,Pending
1801,2886,2452521.4,Rejected
1802,3168,3388483.46,Rejected
1803,811,3418273.92,Pending
1804,4842,4371209.09,Pending
1805,4104,4428900.82,Rejected
1806,3778,2318748.75,Rejected
1807,2324,148811.28,Approved
1808,735,3651609.36,Rejected
1809,2681,3533609.39,Rejected
1810,2400,4263889.49,Approved
